Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
30890,T,M,F18,11/10/2000,F,29277,29677,29677,C45,,,,30825,,,C15
30893,B,M,F18,11/10/2000,F,29236,29708,29708,C50,,,2/12/2001,31212,,,C47
30895,B,F,F18,11/10/2000,F,29236,29708,29708,C50,,,2/12/2001,31350,,,C63
30902,B,F,F18,11/10/2000,F,29236,29708,29708,C50,,,2/12/2001,30972,,,C22
30904,W,M,F18,11/10/2000,F,29705,29607,29607,C51,,,2/12/2001,30699,,,C16
30907,B,F,F18,11/10/2000,F,29705,29607,29607,C51,,,2/12/2001,30713,,,C10
30913,W,M,F18,11/10/2000,F,29198,29792,29792,C58,,,2/12/2001,30977,,,C21
30917,W,F,F18,11/10/2000,F,29198,29792,29792,C58,,,2/12/2001,31047,,,C28
30927,W,F,F18,11/10/2000,F,29799,29367,29367,C60,,,2/12/2001,31257,,,C52
30929,W,F,F18,11/10/2000,F,29799,29367,29367,C60,,,2/12/2001,30993,,,C25
30972,B,M,F18,11/11/2000,Sa,29171,29124,29124,C10,,,2/12/2001,30902,,,C22
30977,W,F,F18,11/11/2000,Sa,29171,29124,29124,C10,,,2/12/2001,30913,,,C21
30978,W,M,F18,11/11/2000,Sa,29171,29124,29124,C10,,,2/12/2001,31077,,,C31
30980,B,F,F18,11/11/2000,Sa,29175,29354,29354,C27,,,2/12/2001,30733,,,C18
30983,W,M,F18,11/11/2000,Sa,29175,29354,29354,C27,,,2/12/2001,30671,,,C23
30984,W,F,F18,11/11/2000,Sa,29175,29354,29354,C27,,,2/12/2001,30788,,,C19
30990,W,M,F18,11/11/2000,Sa,29612,29033,29033,C39,,,2/12/2001,31320,,,C60
30993,W,M,F18,11/11/2000,Sa,29178,29758,29033,C56,,,2/12/2001,30929,,,C25
30994,W,F,F18,11/11/2000,Sa,29178,29758,29033,C56,,,2/12/2001,31053,,,C30
31017,W,M,F18,11/12/2000,Su,29159,29674,29674,C43,,,2/12/2001,30725,,,C26
31019,W,F,F18,11/12/2000,Su,29159,29674,29674,C43,,,2/12/2001,31105,,,C36
31032,T,F,F18,11/13/2000,M,29685,29208,29208,C49,,,2/12/2001,31262,,,C53
31046,W,M,F18,11/13/2000,M,29202,29113,29113,C18,,,2/12/2001,31267,,,C51
31047,W,M,F18,11/13/2000,M,29202,29113,29113,C18,,,2/12/2001,30917,,,C28
31052,B,F,F18,11/14/2000,Tu,29349,29459,29459,C32,,,2/12/2001,30799,,,C29
31053,B,M,F18,11/14/2000,Tu,29349,29459,29459,C32,,,2/12/2001,30994,,,C30
31074,B,F,F18,11/15/2000,W,29605,29150,29150,C19,,,2/12/2001,31275,,,C55
31076,B,M,F18,11/15/2000,W,29352,29733,29150,C52,,,2/12/2001,30672,,,C32
31077,B,F,F18,11/15/2000,W,29352,29733,29150,C52,,,2/12/2001,30978,,,C31
31088,B,M,F18,11/15/2000,W,29605,29150,29733,C19,,,2/12/2001,30786,,,C33
31101,W,F,F18,11/16/2000,Th,29667,29120,29120,C46,,,2/12/2001,30868,,,C34
31105,B,M,F18,11/16/2000,Th,29848,29463,29463,C61,,,2/12/2001,31019,,,C36
31108,B,M,F18,11/16/2000,Th,29848,29463,29463,C61,,,2/12/2001,31343,,,C62
31113,W,M,F18,11/16/2000,Th,29667,29120,29463,C46,,,2/12/2001,31173,,,C42
31121,T,F,F18,11/17/2000,F,29889,29253,29253,C67,,,2/12/2001,30867,,,C37
31125,W,F,F18,11/17/2000,F,29889,29253,29253,C67,,,2/19/2001,31559,,,C80
31160,W,M,F18,11/18/2000,Sa,29795,29055,29055,C59,,,2/12/2001,31211,,,C48
31163,B,F,F18,11/18/2000,Sa,29795,29055,29055,C59,,,2/12/2001,30814,,,C39
31165,T,M,F18,11/18/2000,Sa,29618,29869,29055,C62,,,2/12/2001,30829,,,C44
31169,W,F,F18,11/18/2000,Sa,29618,29869,29869,C62,,,2/12/2001,30708,,,C38
31173,W,F,F18,11/18/2000,Sa,29618,29869,29869,C62,,,2/12/2001,31113,,,C42
31179,B,M,F18,11/18/2000,Sa,29768,29874,29874,C64,,,2/12/2001,30793,,,C46
31180,B,F,F18,11/18/2000,Sa,29768,29874,29874,C64,,,2/12/2001,30830,,,C40
31198,B,F,F18,11/19/2000,Su,29748,29864,29864,C63,,,2/12/2001,31276,,,C56
31202,T,M,F18,11/19/2000,Su,29861,29398,29864,C65,,,2/12/2001,30735,,,C49
31211,T,F,F18,11/19/2000,Su,29861,29398,29398,C65,,,2/12/2001,31160,,,C48
31212,T,F,F18,11/19/2000,Su,29861,29398,29398,C65,,,2/12/2001,30893,,,C47
31213,T,M,F18,11/19/2000,Su,29748,29864,29398,C63,,,2/12/2001,30837,,,C50
31227,T,M,F18,11/20/2000,M,29091,29266,29266,C14,,,2/19/2001,31561,,,C79
31228,T,F,F18,11/20/2000,M,29091,29266,29266,C14,,,2/12/2001,30876,,,C41
31247,B,M,F18,11/21/2000,Tu,29157,29021,29021,C9,,,2/28/2001,31710,,,C90
31248,B,F,F18,11/21/2000,Tu,29157,29021,29021,C9,,,2/12/2001,31390,,,C68
31257,W,M,F18,11/21/2000,Tu,29401,29230,29230,C30,,,2/12/2001,30927,,,C52
31259,W,F,F18,11/21/2000,Tu,29915,29181,29230,C72,,,2/28/2001,31745,,,C95
31262,W,M,F18,11/21/2000,Tu,29915,29181,29181,C72,,,2/12/2001,31032,,,C53
31267,B,F,F18,11/21/2000,Tu,29401,29230,29181,C30,,,2/12/2001,31046,,,C51
31268,W,F,F18,11/23/2000,Th,29754,29896,29896,C69,,,2/19/2001,31588,,,C82
31275,B,M,F18,11/23/2000,Th,29754,29896,29896,C69,,,2/12/2001,31074,,,C55
31276,W,M,F18,11/23/2000,Th,29923,29892,29892,C73,,,2/12/2000,31198,,,C56
31283,B,F,F18,11/23/2000,Th,29923,29892,29892,C73,,,2/12/2001,30789,,,C54
31298,W,F,F18,11/24/2000,F,29897,29597,29597,C70,,,2/12/2001,30864,,,C58
31300,W,F,F18,11/24/2000,F,29897,29597,29597,C70,,,2/12/2001,30759,,,C57
31303,B,M,F18,11/24/2000,F,29897,29597,29597,C70,,,2/12/2001,30870,,,C59
31315,B,M,F18,11/26/2000,Su,29255,29146,29146,C22,,,2/12/2001,31509,,,C75
31320,B,F,F18,11/26/2000,Su,29255,29146,29146,C22,,,2/12/2001,30990,,,C60
31321,B,F,F18,11/26/2000,Su,29255,29146,29146,C22,,,2/12/2001,31500,,,C76
31343,B,F,F18,11/28/2000,Tu,29022,29243,29243,C12,,,2/12/2001,31108,,,C62
31344,B,F,F18,11/28/2000,Tu,29022,29243,29243,C12,,,2/12/2001,30765,,,C61
31350,B,M,F18,11/28/2000,Tu,30021,29852,29852,C78,,,2/12/2001,30895,,,C63
31352,W,M,F18,11/28/2000,Tu,30021,29852,29852,C78,,,2/12/2000,30885,,,C64
31390,T,M,F18,11/30/2000,Th,29555,29127,29127,C36,,,2/12/2001,31248,,,C68
31397,W,F,F18,11/30/2000,Th,29555,29127,29127,C36,,,2/12/2001,30750,,,C65
31408,W,F,F18,11/30/2000,Th,29125,29691,29691,C42,,,2/12/2001,30836,,,C66
31410,T,M,F18,11/30/2000,Th,29125,29691,29691,C42,,,2/12/2001,30679,,,C70
31424,T,F,F18,12/1/2000,F,29703,30011,30011,C76,,,2/28/2001,31751,,,C96
31427,T,F,F18,12/1/2000,F,29703,30011,30011,C76,,,2/12/2001,30746,,,C72
31432,W,F,F18,12/1/2000,F,29765,30031,30031,C77,,,2/12/2001,30724,,,C71
31433,W,M,F18,12/1/2000,F,29765,30031,30031,C77,,,2/12/2001,30881,,,C74
31436,W,M,F18,12/1/2000,F,29765,30031,30031,C77,,,2/19/2001,31592,,,C81
31500,B,M,F18,12/4/2000,M,29149,29105,29105,C8,,,2/12/2001,31321,,,C76
31509,W,F,F18,12/4/2000,M,29149,29105,29105,C8,,,2/12/2001,31315,,,C75
31557,B,M,F18,12/8/2000,F,30039,29918,29918,C79,,,2/28/2001,31731,,,C91
31559,B,M,F18,12/8/2000,F,30039,29918,29918,C79,,,2/19/2001,31125,,,C80
31561,B,F,F18,12/8/2000,F,30039,29918,29918,C79,,,2/19/2001,31227,,,C79
31588,T,M,F18,12/10/2000,Su,29681,29164,29164,C48,,,2/19/2001,31268,,,C82
31592,W,F,F18,12/10/2000,Su,29681,29164,29164,C48,,,2/19/2001,31436,,,C81
31603,T,F,F18,12/11/2000,M,29952,29646,29646,C75,,,,,,,
31610,B,M,F18,12/11/2000,M,29952,29646,29646,C75,,,,31698,,,C87
31640,W,M,F18,12/14/2000,Th,29462,29205,29205,C33,,,2/28/2001,31603,,,C85
31646,B,M,F18,12/16/2000,Sa,30252,29888,29888,C90,,,2/28/2001,31747,,,C92
31668,B,M,F18,12/17/2000,Su,30149,29917,29917,C85,,,,31705,,,C89
31695,B,M,F18,12/18/2000,M,29865,30114,30114,C80,,,2/28/2001,31716,,,C93
31698,B,F,F18,12/18/2000,M,29865,30114,30114,C80,,,2/28/2001,31610,,,C87
31705,W,F,F18,12/18/2000,M,30239,29949,29949,C89,,,2/28/2001,31668,,,C89
31710,B,F,F18,12/19/2000,Tu,29108,29284,29284,C15,,,2/28/2001,31247,,,C90
31716,W,F,F18,12/19/2000,Tu,29890,29233,29233,C68,,,2/28/2001,31695,,,C93
31731,B,F,F18,12/19/2000,Tu,30150,30041,30041,C86,,,2/28/2001,31557,,,C91
31741,B,F,F18,12/19/2000,Tu,29955,30246,30246,C87,,,3/7/2001,30855,,,C103
31745,W,M,F18,12/19/2000,Tu,29955,30246,30246,C87,,,2/28/2001,31259,,,C95
31747,T,F,F18,12/19/2000,Tu,30232,30089,30089,C88,,,2/28/2001,31646,,,C92
31751,W,M,F18,12/19/2000,Tu,30232,30089,30089,C88,,,2/28/2001,31424,,,C96
