Animal #,CC,Sex,Gen,DOB,Family,Sire,Dam,Sire,Dam
46055.1,(Ag)L,M,F50,6/19/2012,BrF49-07,45441.1,45316.1,45441,45316
46056.1,(B)R,M,F50,6/19/2012,BrF49-07,45441.1,45316.1,45441,45316
46057.1,(B)L,M,F50,6/19/2012,BrF49-07,45441.1,45316.1,45441,45316
46058.1,(Ag)R,M,F50,6/19/2012,BrF49-07,45441.1,45316.1,45441,45316
46059.1,(B)L,M,F50,6/19/2012,BrF49-07,45441.1,45316.1,45441,45316
46046.1,(Ag)L,M,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46050.1,(B)R,M,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46051.1,(Ag)R,M,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46052.1,(Ag)L,M,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46049.1,(Ag)L,F,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46053.1,(B)R,F,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46054.1,(B)L,F,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46065.1,(B)R,F,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46066.1,(B)R,M,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46070.1,(W)L,M,F50,6/20/2012,BrF49-21,45312.1,45466.1,45312,45466
46071.1,(W)R,M,F50,6/20/2012,BrF49-21,45312.1,45466.1,45312,45466
46074.1,(W)R,M,F50,6/20/2012,BrF49-21,45312.1,45466.1,45312,45466
46075.1,(Ag)R,M,F50,6/20/2012,BrF49-13,45324.1,45325.1,45324,45325
46077.1,(W)R,M,F50,6/19/2012,BrF49-28,45446.1,45392.1,45446,45392
46078.1,(W)L,M,F50,6/19/2012,BrF49-28,45446.1,45392.1,45446,45392
46084.1,(Ag)R,M,F50,6/20/2012,BrF49-13,45324.1,45325.1,45324,45325
46085.1,(Ag)L,M,F50,6/20/2012,BrF49-13,45324.1,45325.1,45324,45325
46086.1,(B)R,M,F50,6/20/2012,BrF49-14,45320.1,45328.1,45320,45328
46102.1,(B)R,F,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46103.1,(B)L,F,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46104.1,(W)R,F,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46105.1,(W)L,F,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46106.1,(Ag)R,F,F50,6/20/2012,BrF49-18,45380.1,45340.1,45380,45340
46093.1,(W)R,M,F50,6/20/2012,BrF49-13,45324.1,45325.1,45324,45325
46097.1,(Ag)R,M,F50,6/21/2012,BrF49-31,45364.1,45397.1,45364,45397
46098.1,(Ag)L,M,F50,6/21/2012,BrF49-31,45364.1,45397.1,45364,45397
46099.1,(B)R,M,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46100.1,(B)L,M,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46021.1,(B)R,M,F50,6/19/2012,BrF49-23,45315.1,45434.1,45315,45434
46114.1,(W)R,M,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46115.1,(W)R,M,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46116.1,(W)L,M,F50,6/19/2012,BrF49-22,45314.1,45385.1,45314,45385
46117.1,(Ag)R,M,F50,6/19/2012,BrF49-24,45318.1,45383.1,45318,45383
46079.1,(W)R,F,F50,6/19/2012,BrF49-28,45446.1,45392.1,45446,45392
46080.1,(W)L,F,F50,6/19/2012,BrF49-28,45446.1,45392.1,45446,45392
46082.1,(Ag)R,F,F50,6/20/2012,BrF49-13,45324.1,45325.1,45324,45325
46083.1,(Ag)L,F,F50,6/20/2012,BrF49-13,45324.1,45325.1,45324,45325
46091.1,(Ag)R,F,F50,6/20/2012,BrF49-14,45320.1,45328.1,45320,45328
46094.1,(B)R,F,F50,6/21/2012,BrF49-31,45364.1,45397.1,45364,45397
46095.1,(W)R,F,F50,6/21/2012,BrF49-31,45364.1,45397.1,45364,45397
46096.1,(B)L,F,F50,6/21/2012,BrF49-31,45364.1,45397.1,45364,45397
46087.1,(B)R,M,F50,6/20/2012,BrF49-14,45320.1,45328.1,45320,45328
46088.1,(W)R,M,F50,6/19/2012,BrF49-28,45446.1,45392.1,45446,45392
46089.1,(Ag)L,M,F50,6/20/2012,BrF49-14,45320.1,45328.1,45320,45328
46090.1,(Ag)R,M,F50,6/20/2012,BrF49-14,45320.1,45328.1,45320,45328
46092.1,(Ag)R,M,F50,6/20/2012,BrF49-14,45320.1,45328.1,45320,45328
46107.1,(Ag)R,F,F50,6/20/2012,BrF49-18,45380.1,45340.1,45380,45340
46108.1,(Ag)L,F,F50,6/20/2012,BrF49-18,45380.1,45340.1,45380,45340
46113.1,(B)R,F,F50,6/20/2012,BrF49-21,45312.1,45466.1,45312,45466
46067.1,(B)L,F,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46068.1,(B)R,F,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46072.1,(Ag)R,F,F50,6/20/2012,BrF49-21,45312.1,45466.1,45312,45466
46073.1,(Ag)L,F,F50,6/20/2012,BrF49-21,45312.1,45466.1,45312,45466
46076.1,(W)R,F,F50,6/19/2012,BrF49-28,45446.1,45392.1,45446,45392
46043.1,(Ag)L,F,F50,6/20/2012,BrF49-04,45452.1,45307.1,45452,45307
46044.1,(Ag)R,F,F50,6/20/2012,BrF49-04,45452.1,45307.1,45452,45307
46045.1,(Ag)R,F,F50,6/20/2012,BrF49-04,45452.1,45307.1,45452,45307
46047.1,(Ag)R,F,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46048.1,(B)R,F,F50,6/20/2012,BrF49-06,45432.1,45313.1,45432,45313
46101.1,(W)R,M,F50,6/21/2012,BrF49-31,45364.1,45397.1,45364,45397
46109.1,(Ag)R,M,F50,6/20/2012,BrF49-18,45380.1,45340.1,45380,45340
46110.1,(Ag)R,M,F50,6/20/2012,BrF49-18,45380.1,45340.1,45380,45340
46111.1,(Ag)L,M,F50,6/20/2012,BrF49-18,45380.1,45340.1,45380,45340
46112.1,(Ag)L,M,F50,6/20/2012,BrF49-18,45380.1,45340.1,45380,45340
46069.1,(W)R,F,F50,6/20/2012,BrF49-21,45312.1,45466.1,45312,45466
46081.1,(B)R,F,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46125.1,(Ag)L,F,F50,6/19/2012,BrF49-24,45318.1,45383.1,45318,45383
46042.1,(Ag)R,M,F50,6/20/2012,BrF49-04,45452.1,45307.1,45452,45307
46062.1,(B)R,M,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46063.1,(B)L,M,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46064.1,(W)L,M,F50,6/19/2012,BrF49-09,45465.1,45323.1,45465,45323
46158.1,(B)R,M,F50,6/21/2012,BrF49-17,45377.1,45335.1,45377,45335
46159.1,(B)L,M,F50,6/23/2012,BrF49-20,45339.1,45334.1,45339,45334
46160.1,(Ag)R,M,F50,6/23/2012,BrF49-20,45339.1,45334.1,45339,45334
46164.1,(W)L,M,F50,6/21/2012,BrF49-19,45416.1,45333.1,45416,45333
46167.1,(W)R,M,F50,6/22/2012,BrF49-12,45435.1,45481.1,45435,45481
46038.1,(W)L,M,F50,6/19/2012,BrF49-03,45381.1,45305.1,45381,45305
46161.1,(Ag)R,F,F50,6/23/2012,BrF49-20,45339.1,45334.1,45339,45334
46162.1,(Ag)L,F,F50,6/23/2012,BrF49-20,45339.1,45334.1,45339,45334
46165.1,(W)R,F,F50,6/21/2012,BrF49-19,45416.1,45333.1,45416,45333
46166.1,(B)R,F,F50,6/21/2012,BrF49-19,45416.1,45333.1,45416,45333
46163.1,(B)R,M,F50,6/21/2012,BrF49-19,45416.1,45333.1,45416,45333
46169.1,(Ag)L,M,F50,6/22/2012,BrF49-12,45435.1,45481.1,45435,45481
46170.1,(B)L,M,F50,6/22/2012,BrF49-2,45468.1,45304.1,45468,45304
46171.1,(W)L,M,F50,6/22/2012,BrF49-2,45468.1,45304.1,45468,45304
46174.1,(W)R,M,F50,6/21/2012,BrF49-34,45367.1,45451.1,45367,45451
46168.1,(Ag)R,F,F50,6/22/2012,BrF49-12,45435.1,45481.1,45435,45481
46172.1,(B)R,F,F50,6/22/2012,BrF49-2,45468.1,45304.1,45468,45304
46173.1,(W)R,F,F50,6/22/2012,BrF49-2,45468.1,45304.1,45468,45304
46175.1,(W)L,F,F50,6/21/2012,BrF49-34,45367.1,45451.1,45367,45451
46176.1,(B)L,F,F50,6/21/2012,BrF49-34,45367.1,45451.1,45367,45451
46177.1,(W)L,M,F50,6/21/2012,BrF49-34,45367.1,45451.1,45367,45451
46178.1,(Ag)R,M,F50,6/21/2012,BrF49-33,45370.1,45475.1,45370,45475
46179.1,(B)R,M,F50,6/21/2012,BrF49-33,45370.1,45475.1,45370,45475
46180.1,(Ag)L,M,F50,6/21/2012,BrF49-32,45488.1,45398.1,45488,45398
46181.1,(W)R,M,F50,6/21/2012,BrF49-29,45450.1,45463.1,45450,45463
46183.1,(Ag)R,F,F50,6/21/2012,BrF49-33,45370.1,45475.1,45370,45475
46184.1,(Ag)R,F,F50,6/21/2012,BrF49-33,45370.1,45475.1,45370,45475
46185.1,(W)R,F,F50,6/21/2012,BrF49-32,45488.1,45398.1,45488,45398
46186.1,(W)R,F,F50,6/21/2012,BrF49-32,45488.1,45398.1,45488,45398
46187.1,(B)R,F,F50,6/21/2012,BrF49-29,45450.1,45463.1,45450,45463
46188.1,(W)R,F,F50,6/21/2012,BrF49-29,45450.1,45463.1,45450,45463
46191.1,(B)R,F,F50,6/21/2012,BrF49-27,45444.1,45369.1,45444,45369
46192.1,(B)R,F,F50,6/21/2012,BrF49-27,45444.1,45369.1,45444,45369
46195.1,(W)L,F,F50,6/21/2012,BrF49-16,45374.1,45431.1,45374,45431
46196.1,(B)L,F,F50,6/21/2012,BrF49-16,45374.1,45431.1,45374,45431
26578.1,(W)R,F,F50,6/21/2012,BrF49-11,45440.1,45310.1,45440,45310
26579.1,(W)R,F,F50,6/21/2012,BrF49-11,45440.1,45310.1,45440,45310
46198.1,(B)R,F,F50,6/21/2012,BrF49-10,45464.1,45360.1,45464,45360
46199.1,(B)R,F,F50,6/21/2012,BrF49-10,45464.1,45360.1,45464,45360
46202.1,(B)L,F,F50,6/22/2012,BrF49-8,45303.1,45322.1,45303,45322
46182.1,(B)R,M,F50,6/21/2012,BrF49-29,45450.1,45463.1,45450,45463
46189.1,(B)L,M,F50,6/21/2012,BrF49-27,45444.1,45369.1,45444,45369
46190.1,(B)L,M,F50,6/21/2012,BrF49-27,45444.1,45369.1,45444,45369
46193.1,(W)R,M,F50,6/21/2012,BrF49-16,45374.1,45431.1,45374,45431
46197.1,(W)L,M,F50,6/21/2012,BrF49-10,45464.1,45360.1,45464,45360
26574.1,(W)R,M,F50,6/21/2012,BrF49-11,45440.1,45310.1,45440,45310
46194.1,(B)R,M,F50,6/21/2012,BrF49-16,45374.1,45431.1,45374,45431
46200.1,(B)L,M,F50,6/21/2012,BrF49-10,45464.1,45360.1,45464,45360
46204.1,(W)L,M,F50,6/21/2012,BrF49-5,45447.1,45311.1,45447,45311
46207.1,(Ag)L,M,F50,6/21/2012,BrF49-5,45447.1,45311.1,45447,45311
46203.1,(B)RL,F,F50,6/22/2012,BrF49-8,45303.1,45322.1,45303,45322
46206.1,(B)L,F,F50,6/21/2012,BrF49-5,45447.1,45311.1,45447,45311
46208.1,(W)R,F,F50,6/21/2012,BrF49-5,45447.1,45311.1,45447,45311
46210.1,(B)R,F,F50,6/21/2012,BrF49-26,45384.1,45389.1,45384,45389
46211.1,(B)R,F,F50,6/21/2012,BrF49-26,45384.1,45389.1,45384,45389
46201.1,(B)RL,M,F50,6/21/2012,BrF49-11,45440.1,45310.1,45440,45310
46209.1,(B)R,M,F50,6/21/2012,BrF49-5,45447.1,45311.1,45447,45311
46213.1,(W)R,M,F50,6/21/2012,BrF49-26,45384.1,45389.1,45384,45389
46214.1,(Ag)R,M,F50,6/21/2012,BrF49-26,45384.1,45389.1,45384,45389
46216.1,(Ag)R,F,F50,7/3/2012,BrF49-36,45342.1,45482.1,45342,45482
46219.1,(Ag)L,F,F50,7/6/2012,BrF49-37,45352.1,45484.1,45352,45484
46221.1,(Ag)R,F,F50,7/6/2012,BrF49-38,45355.1,45485.1,45355,45485
46223.1,(B)R,F,F50,7/4/2012,BrF49-39,45357.1,45359.1,45357,45359
46217.1,(Ag)R,M,F50,7/3/2012,BrF49-36,45342.1,45482.1,45342,45482
46218.1,(Ag)Stub,M,F50,7/6/2012,BrF49-37,45352.1,45484.1,45352,45484
46220.1,(B)R,M,F50,7/6/2012,BrF49-38,45355.1,45485.1,45355,45485
46222.1,(B)L,M,F50,7/4/2012,BrF49-39,45357.1,45359.1,45357,45359
46215.1,(B)R,M,F50,7/4/2012,BrF49-55,45425.1,45393.1,45425,45393
46225.1,(B)L,M,F50,7/5/2012,BrF49-41,45426.1,45353.1,45426,45353
46302.1,(Ag)R,M,F50,7/4/2012,BrF49-44,45479.1,45382.1,45479,45382
46304.1,(B)R,M,F50,7/4/2012,BrF49-46,45438.1,45457.1,45438,45457
46224.1,(B)R,F,F50,7/4/2012,BrF49-55,45425.1,45393.1,45425,45393
46301.1,(B)L,F,F50,7/5/2012,BrF49-41,45426.1,45353.1,45426,45353
46303.1,(Ag)R,F,F50,7/4/2012,BrF49-44,45479.1,45382.1,45479,45382
46305.1,(B)R,F,F50,7/4/2012,BrF49-46,45438.1,45457.1,45438,45457
46339.1,W(L),F,F50,7/5/2012,BrF49-40,45358.1,45417.1,45358,45417
46343.1,(W)R,F,F50,7/4/2012,BrF49-48,45390.1,454940.1,45390,454940
46347.1,(AG)R,F,F50,7/5/2012,BrF49-49,45327.1,45449.1,45327,45449
46351.1,(B)R,F,F50,7/5/2012,BrF49-53,45420.1,45486.1,45420,45486
46355.1,(B)l,F,F50,7/5/2012,BrF49-54,45348.1,45418.1,45348,45418
46338.1,(W)r,M,F50,7/5/2012,BrF49-40,45358.1,45417.1,45358,45417
46342.1,(W)L,M,F50,7/4/2012,BrF49-48,45390.1,454940.1,45390,454940
46346.1,(AG)R,M,F50,7/5/2012,BrF49-49,45327.1,45449.1,45327,45449
46350.1,(AG)L,M,F50,7/5/2012,BrF49-53,45420.1,45486.1,45420,45486
46354.1,(B)R,M,F50,7/5/2012,BrF49-54,45348.1,45418.1,45348,45418
46359.1,(W)R,F,F50,7/5/2012,BrF49-50,45341.1,45454.1,45341,45454
46363.1,(AG)R,F,F50,7/6/2012,BrF49-42,45489.1,45354.1,45489,45354
46367.1,(W)L,F,F50,7/5/2012,BrF49-43,45326.1,45356.1,45326,45356
46373.1,(B)R,F,F50,7/6/2012,BrF49-51,45480.1,45455.1,45480,45455
46385.1,(AG)L,F,F50,7/5/2012,BrF49-52,45483.1,45362.1,45483,45362
46358.1,(W)R,M,F50,7/5/2012,BrF49-50,45341.1,45454.1,45341,45454
46362.1,(W)L,M,F50,7/6/2012,BrF49-42,45489.1,45354.1,45489,45354
46366.1,(B)R,M,F50,7/5/2012,BrF49-43,45326.1,45356.1,45326,45356
46370.1,(AG)R,M,F50,7/6/2012,BrF49-51,45480.1,45455.1,45480,45455
46384.1,(B)L,M,F50,7/5/2012,BrF49-52,45483.1,45362.1,45483,45362
46431.1,(B)R,F,F50,7/14/2012,BrF49-57,45330.1,45476.1,45330,45476
46435.1,(Ag)R,F,F50,7/18/2012,BrF49-81,45387.1,45461.1,45387,45461
46439.1,(B)L,F,F50,7/18/2012,BrF49-66,45429.1,45378.1,45429,45378
46443.1,(Ag)L,F,F50,7/18/2012,BrF49-67,45422.1,45379.1,45422,45379
46432.1,(W)R,M,F50,7/14/2012,BrF49-57,45330.1,45476.1,45330,45476
46436.1,(B)R,M,F50,7/18/2012,BrF49-81,45387.1,45461.1,45387,45461
46440.1,(B)L,M,F50,7/18/2012,BrF49-66,45429.1,45378.1,45429,45378
46444.1,BRL,M,F50,7/18/2012,BrF49-67,45422.1,45379.1,45422,45379
46449.1,BR,F,F50,7/18/2012,BrF49-61,45453.1,45365.1,45453,45365
46453.1,WR,F,F50,7/19/2012,BrF49-63,45423.1,45373.1,45423,45373
46459.1,AgR,F,F50,7/18/2012,BrF49-60,45306.1,45350.1,45306,45350
46463.1,AgL,F,F50,7/18/2012,BrF49-78,45345.1,45448.1,45345,45448
46448.1,BR,M,F50,7/18/2012,BrF49-61,45453.1,45365.1,45453,45365
46452.1,WR,M,F50,7/19/2012,BrF49-63,45423.1,45373.1,45423,45373
46456.1,WL,M,F50,7/18/2012,BrF49-72,45474.1,45433.1,45474,45433
46460.1,AgR,M,F50,7/18/2012,BrF49-60,45306.1,45350.1,45306,45350
46464.1,AgR,M,F50,7/18/2012,BrF49-78,45345.1,45448.1,45345,45448
46468.1,WR,M,F50,7/18/2012,BrF49-73,45456.1,45436.1,45456,45436
46472.1,AgL,M,F50,7/19/2012,BrF49-64,45308.1,45372.1,45308,45372
46477.1,WL,M,F50,7/19/2012,BrF49-58,45477.1,45344.1,45477,45344
46467.1,WR,F,F50,7/18/2012,BrF49-73,45456.1,45436.1,45456,45436
46471.1,AgR,F,F50,7/19/2012,BrF49-64,45308.1,45372.1,45308,45372
46475.1,WL,F,F50,7/19/2012,BrF49-58,45477.1,45344.1,45477,45344
454960.1,WL,M,F50,7/19/2012,BrF49-82,45471.1,45467.1,45471,45467
46480.1,BR,M,F50,7/21/2012,BrF49-68,45395.1,45428.1,45395,45428
46484.1,WR,M,F50,7/22/2012,BrF49-83,45400.1,45469.1,45400,45469
46488.1,AgR,M,F50,7/21/2012,BrF49-69,45309.1,45419.1,45309,45419
46492.1,BL,M,F50,7/21/2012,BrF49-74,45470.1,45347.1,45470,45347
46495.1,WR,F,F50,7/19/2012,BrF49-82,45471.1,45467.1,45471,45467
46481.1,BR,F,F50,7/21/2012,BrF49-68,45395.1,45428.1,45395,45428
46485.1,AgR,F,F50,7/22/2012,BrF49-83,45400.1,45469.1,45400,45469
46489.1,AgL,F,F50,7/21/2012,BrF49-69,45309.1,45419.1,45309,45419
46309.1,WL,F,F50,7/19/2012,BrF49-84,45459.1,45472.1,45459,45472
46391.1,AgR,F,F50,7/19/2012,BrF49-71,45391.1,45430.1,45391,45430
46395.1,BR,F,F50,7/21/2012,BrF49-75,45462.1,45439.1,45462,45439
46399.1,BL,F,F50,7/19/2012,BrF49-65,45458.1,45375.1,45458,45375
46499.1,WR,F,F50,7/19/2012,BrF49-85,45399.1,45487.1,45399,45487
46390.1,AgR,M,F50,7/19/2012,BrF49-71,45391.1,45430.1,45391,45430
46394.1,BR,M,F50,7/21/2012,BrF49-75,45462.1,45439.1,45462,45439
46396.1,WL,M,F50,7/19/2012,BrF49-65,45458.1,45375.1,45458,45375
46500.1,WR,M,F50,7/19/2012,BrF49-85,45399.1,45487.1,45399,45487
46306.1,WRL,M,F50,7/19/2012,BrF49-84,45459.1,45472.1,45459,45472
46322.1,AgR,M,F50,7/26/2012,BrF49-35,45351.1,45478.1,45351,45478
46646.1,WR,M,F50,7/24/2012,BrF49-45,45495.1,45388.1,45495,45388
46321.1,AgR,F,F50,7/26/2012,BrF49-35,45351.1,45478.1,45351,45478
46643.1,BR,F,F50,7/23/2012,BrF49-70,45394.1,45424.1,45394,45424
46647.1,WR,F,F50,7/24/2012,BrF49-45,45495.1,45388.1,45495,45388
46674.1,BR,F,F50,7/30/2012,BrF49-62,45336.1,45368.1,45336,45368
46673.1,BL,M,F50,7/30/2012,BrF49-62,45336.1,45368.1,45336,45368
