Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
38475,B,M,F22,1/22/2002,Tu,36865,36422,36422,C44,,,,38198,,,C17
38482,B,M,F22,1/22/2002,Tu,36983,36370,36370,C62,,,,38565,,,C31
38488,W,M,F22,1/22/2002,Tu,36993,36692,36692,C63,,,,38659,,,C32
38492,W,F,F22,1/22/2002,Tu,36993,36692,36692,C63,,,,38662,,,C41
38501,B,F,F22,1/22/2002,Tu,36489,37105,37105,C74,,,,38673,,,C42
38505,B,M,F22,1/22/2002,Tu,36489,37105,37105,C74,,,,38292,,,C18
38510,B,M,F22,1/22/2002,Tu,37039,37100,37100,C77,,,,38233,,,C19
38516,W,F,F22,1/22/2002,Tu,37039,37100,37100,C77,,,,38296,,,C12
38522,B,F,F22,1/22/2002,Tu,37078,36606,36606,C79,,,,38392,,,C14
38523,B,M,F22,1/22/2002,Tu,37078,36606,36606,C79,,,,38829,,,C54
38527,B,F,F22,1/22/2002,Tu,36368,37172,37172,C88,,,,38760,,,C47
38529,B,M,F22,1/22/2002,Tu,36368,37172,37172,C88,,,,38856,,,C61
38539,B,M,F22,1/22/2002,Tu,37198,36578,36578,C92,,,,38705,,,C33
38556,W,M,F22,1/23/2002,W,36287,36457,36457,C1,,,,38184,,,C34
38558,W,F,F22,1/23/2002,W,36287,36457,36457,C1,,,,38424,,,C29
38559,W,M,F22,1/23/2002,W,36325,36463,36463,C2,,,,39088,,,C77
38565,B,F,F22,1/23/2002,W,36325,36463,36463,C2,,,,38482,,,C31
38578,B,M,F22,1/23/2002,W,36576,36330,36330,C19,,,,38373,,,C36
38584,W,F,F22,1/23/2002,W,36576,36330,36330,C19,,,,38165,,,C20
38587,W,F,F22,1/23/2002,W,36639,36526,36526,C20,,,,38445,,,C30
38590,W,M,F22,1/23/2002,W,36639,36526,36526,C20,,,,38793,,,C51
38596,W,F,F22,1/23/2002,W,36677,36651,36651,C27,,,,38806,,,C56
38605,B,M,F22,1/23/2002,W,36677,36651,36651,C27,,,,38267,,,C37
38615,B,F,F22,1/23/2002,W,36713,36347,36347,C29,,,,38317,,,C25
38625,W,F,F22,1/23/2002,W,36743,36600,36600,C36,,,,39116,,,C80
38628,W,M,F22,1/23/2002,W,36743,36600,36600,C36,,,,39003/38833,,,C71/59
38631,B,F,F22,1/23/2002,W,36758,37094,37094,C37,,,,38376,,,C27
38635,B,M,F22,1/23/2002,W,36758,37094,37094,C37,,,,38416,,,C39
38646,T,M,F22,1/23/2002,W,36775,36907,36907,C41,,,,38953,,,C68
38649,W,F,F22,1/23/2002,W,36688,36887,36887,C48,,,,38799,,,C53
38653,B,M,F22,1/23/2002,W,36688,36887,36887,C48,,,,38316,,,C40
38659,B,F,F22,1/23/2002,W,36875,36666,36666,C49,,,,38488,,,C32
38662,B,M,F22,1/23/2002,W,36875,36666,36666,C49,,,,38492,,,C41
38664,W,F,F22,1/23/2002,W,36650,36925,36925,C51,,,,39035,,,C75
38673,T,M,F22,1/23/2002,W,36650,36925,36925,C51,,,,38501,,,C42
38675,B,F,F22,1/23/2002,W,36926,36897,36897,C52,,,,38963,,,C70
38682,T,M,F22,1/23/2002,W,36926,36897,36897,C52,,,,39140,,,C81
38684,T,F,F22,1/23/2002,W,36416,36956,36956,C54,,,,39224,,,C85
38686,T,M,F22,1/23/2002,W,36416,36956,36956,C54,,,,38941,,,C65
38690,B,F,F22,1/23/2002,W,36416,36956,36956,C54,,,,38359,,,C26
38693,W,M,F22,1/23/2002,W,36435,36998,36998,C55,,,,38384,,,C43
38697,B,F,F22,1/23/2002,W,36435,36998,36998,C55,,,,38284,,,C23
38699,B,M,F22,1/23/2002,W,37005,36429,36429,C66,,,,38810,,,C55
38701,B,F,F22,1/23/2002,W,37005,36429,36429,C66,,,,38836,,,C60
38705,B,F,F22,1/23/2002,W,36699,37037,37037,C69,,,,38539,,,C33
38712,W,M,F22,1/23/2002,W,36699,37037,37037,C69,,,,38420,,,C44
38719,W,F,F22,1/23/2002,W,36395,37098,37098,C73,,,,38828,,,C58
38722,W,M,F22,1/23/2002,W,36395,37098,37098,C73,,,,38229,,,C45
38735,W,M,F22,1/23/2002,W,36613,37109,37109,C76,,,,39125,,,C79
38738,W,F,F22,1/23/2002,W,36613,37109,37109,C76,,,,39093,,,C78
38741,B,F,F22,1/23/2002,W,37091,36410,36410,C82,,,,38927,,,C64
38744,B,M,F22,1/23/2002,W,37091,36410,36410,C82,,,,38255,,,C46
38753,T,F,F22,1/23/2002,W,36634,37200,37200,C90,,,,38219,,,C21
38760,W,M,F22,1/23/2002,W,36634,37200,37200,C90,,,,38527,,,C47
38765,B,M,F22,1/23/2002,W,37214,36784,36784,C93,,,,38279,,,C48
38769,B,F,F22,1/23/2002,W,37214,36784,36784,C93,,,,38769,,,C28
38772,T,M,F22,1/23/2002,W,37217,36906,36906,C94,,,,38343,,,C49
38776,T,F,F22,1/23/2002,W,37217,36906,36906,C94,,,,38228,,,C22
38793,W,F,F22,1/24/2002,Th,36905,36570,36570,C46,,,,38590,,,C51
38797,W,F,F22,1/24/2002,Th,36503,36978,36978,C56,,,,38439,,,C50
38799,B,M,F22,1/24/2002,Th,36503,36978,36978,C56,,,,38649,,,C53
38805,W,F,F22,1/25/2002,F,36997,36587,36587,C64,,,,39004,,,C72
38806,W,M,F22,1/25/2002,F,36997,36587,36587,C64,,,,38596,,,C56
38810,B,F,F22,1/25/2002,F,37084,36687,36687,C80,,,,38699,,,C55
38811,B,M,F22,1/25/2002,F,37084,36687,36687,C80,,,,38215,,,C57
38828,W,M,F22,1/25/2002,F,37196,36985,36985,C91,,,,38719,,,C58
38829,W,F,F22,1/25/2002,F,37196,36985,36985,C91,,,,38523,,,C54
38833,W,F,F22,1/26/2002,Sa,37106,36384,38384,C83,,,,38628,,,C59
38836,W,M,F22,1/26/2002,Sa,37106,36384,38384,C83,,,,38701,,,C60
38856,W,F,F22,1/30/2002,W,37053,36937,36937,C71,,,,38529,,,C67
38925,B,F,F22,2/2/2002,Sa,36552,36484,36484,C16,,,,38250,,,C63
38927,B,M,F22,2/2/2002,Sa,36552,36484,36484,C16,,,,38741,,,C64
38941,T,F,F22,2/3/2002,Su,36605,36414,36414,C21,,,,38686,,,C65
38946,T,M,F22,2/3/2002,Su,36605,36414,36414,C21,,,,38174,,,C66
38953,B,F,F22,2/4/2002,M,36702,36356,36356,C28,,,,38646,,,C68
38963,W,M,F22,2/4/2002,M,36715,36953,36953,C58,,,,38675,,,C70
38967,B,F,F22,2/4/2002,M,36715,36953,36953,C58,,,,38329,,,C67
39003,W,F,F22,2/10/2002,Su,36389,36486,36486,C7,,,,38628,,,C71
39004,W,M,F22,2/10/2002,Su,36389,36486,36486,C7,,,,38805,,,C72
39035,B,M,F22,2/11/2002,M,36951,36565,36565,C60,,,,38664,,,C75
39036,B,F,F22,2/11/2002,M,36951,36565,36565,C60,,,,38467,,,C74
39040,W,M,F22,2/11/2002,M,36672,37049,37049,C68,,,,38163,,,C3
39051,B,M,F22,2/11/2002,M,37061,36365,36365,C72,,,,38375,,,C76
39052,B,F,F22,2/11/2002,M,37061,36365,36365,C72,,,,38450,,,C73
39088,T,F,F22,2/13/2002,W,36424,36495,36495,C8,,,,38559,,,C77
39093,B,M,F22,2/13/2002,W,36424,36495,36495,C8,,,,38738,,,C78
39116,W,M,F22,2/14/2002,Th,36636,37009,37009,C57,,,,38625,,,C80
39125,W,F,F22,2/14/2002,Th,36636,37009,37009,C57,,,,38735,,,C79
39135,B,M,F22,2/15/2002,F,36851,36449,36449,C42,,,,39259,,,C82
39140,W,F,F22,2/15/2002,F,36851,36449,36449,C42,,,,38682,,,C81
39181,B,F,F22,2/22/2002,F,36468,36533,36533,C10,,,,39239,,,C84
39186,W,M,F22,2/22/2002,F,36468,36533,36533,C10,,,,39246,,,C83
39224,W,M,F22,2/27/2002,W,36715,36953,36953,C58-2,,,,38648,,,C85
39239,W,M,F22,2/28/2002,Th,36445,36644,36644,C25,,,,39181,,,C84
39246,B,F,F22,2/28/2002,Th,36445,36644,36644,C25,,,,39186,,,C83
39259,W,F,F22,2/28/2002,Th,36771,36747,36747,C39-2,,,,39135,,,C82
39333,W,M,F22,3/6/2002,W,36485,37139,37139,C85,,,,40056,,,C86
39397,W,F,F22,3/12/2002,Tu,36783,37057,37057,C70,,,,40055,,,C87
40055,W,M,F22,3/29/2002,F,36764,36740,36740,C38,,,,39397,,,C87
40056,W,F,F22,3/29/2002,F,36764,36740,36740,C38,,,,39333,,,C86
