21576.1,W,M,F37,2/14/2008,,16962.1,1956.1,,BrF36-03
21581.1,,F,F37,2/14/2008,,16962.1,1956.1,,BrF36-03
21582.1,,F,F37,2/14/2008,,16962.1,1956.1,,BrF36-03
21585.1,,F,F37,2/14/2008,,16924.1,1789.1,,BrF36-08
21587.1,,F,F37,2/14/2008,,16924.1,1789.1,,BrF36-08
21592.1,T,M,F37,2/14/2008,,16924.1,1789.1,,BrF36-08
21593.1,B,M,F37,2/14/2008,,16924.1,1789.1,,BrF36-08
21595.1,,M,F37,2/14/2008,,1971.1,1812.1,,BrF36-26
21602.1,,M,F37,2/14/2008,,1971.1,1812.1,,BrF36-26
21603.1,,F,F37,2/14/2008,,1971.1,1812.1,,BrF36-26
21604.1,,F,F37,2/15/2008,,16611.1,1852.1,,BrF36-34
21611.1,,F,F37,2/15/2008,,16611.1,1852.1,,BrF36-34
21612.1,,M,F37,2/15/2008,,16611.1,1852.1,,BrF36-34
21614.1,B,F,F37,2/14/2008,,19003.1,1988.1,,BrF36-61
21618.1,B,F,F37,2/14/2008,,19003.1,1988.1,,BrF36-61
21615.1,B,M,F37,2/14/2008,,19003.1,1988.1,,BrF36-61
21621.1,W,F,F37,2/15/2008,,1895.1,2020.1,,BrF36-13
21622.1,B,M,F37,2/15/2008,,1895.1,2020.1,,BrF36-13
21624.1,B,F,F37,2/15/2008,,1933.1,1975.1,,BrF36-36
21625.1,B,F,F37,2/15/2008,,1933.1,1975.1,,BrF36-36
21626.1,T,M,F37,2/15/2008,,1933.1,1975.1,,BrF36-36
21627.1,,M,F37,2/15/2008,,1957.1,1832.1,,BrF36-30
21628.1,,F,F37,2/15/2008,,1957.1,1832.1,,BrF36-30
21629.1,,M,F37,2/15/2008,,1957.1,1832.1,,BrF36-30
21630.1,,M,F37,2/16/2008,,16923.1,16381.1,,BrF36-38
21631.1,,F,F37,2/16/2008,,16923.1,16381.1,,BrF36-38
21632.1,,M,F37,2/17/2008,,19144.1,1842.1,,BrF36-32
21633.1,,F,F37,2/17/2008,,19144.1,1842.1,,BrF36-32
21634.1,,F,F37,2/17/2008,,19144.1,1842.1,,BrF36-32
21704.1,,F,F37,2/20/2008,,1990.1,19004.1,,BrF36-02
21705.1,,F,F37,2/19/2008,,19019.1,1807.1,,BrF36-66
21706.1,W,M,F37,2/19/2008,,19019.1,1807.1,,BrF36-66
21707.1,B,M,F37,2/20/2008,,1990.1,19004.1,,BrF36-02
21708.1,B,F,F37,2/25/2008,,19143.1,1947.1,,BrF36-05
21709.1,W,F,F37,2/25/2008,,19143.1,1947.1,,BrF36-05
21710.1,B,M,F37,2/25/2008,,19143.1,1947.1,,BrF36-05
21711.1,T,F,F37,2/26/2008,,16610.1,1889.1,,BrF36-14
21713.1,B,M,F37,2/26/2008,,16610.1,1889.1,,BrF36-14
21714.1,B,F,F37,2/26/2008,,19142.1,2002.1,,BrF36-16
21715.1,B,F,F37,2/26/2008,,19142.1,2002.1,,BrF36-16
21716.1,W,M,F37,2/26/2008,,19142.1,2002.1,,BrF36-16
21717.1,W,M,F37,2/26/2008,,2090.1,16963.1,,BrF36-28
21718.1,T,M,F37,2/26/2008,,2090.1,16963.1,,BrF36-28
21719.1,B,F,F37,2/26/2008,,2090.1,16963.1,,BrF36-28
21720.1,T,F,F37,2/26/2008,,2090.1,16963.1,,BrF36-28
21721.1,B,F,F37,2/26/2008,,1919.1,1894.1,,BrF36-55
21722.1,B,F,F37,2/26/2008,,1919.1,1894.1,,BrF36-55
21723.1,B,M,F37,2/26/2008,,1919.1,1894.1,,BrF36-55
21724.1,W,M,F37,2/26/2008,,1919.1,1894.1,,BrF36-55
21725.1,W,F,F37,2/27/2008,,19016.1,1858.1,,BrF36-06
21726.1,W,F,F37,2/27/2008,,19016.1,1858.1,,BrF36-06
21727.1,W,M,F37,2/27/2008,,19016.1,1858.1,,BrF36-06
21730.1,B,M,F37,2/27/2008,,19148.1,16380.1,,BrF36-21
21731.1,T,F,F37,2/27/2008,,1816.1,2001.1,,BrF36-22
21732.1,B,F,F37,2/27/2008,,1816.1,2001.1,,BrF36-22
21733.1,T,M,F37,2/27/2008,,1816.1,2001.1,,BrF36-22
21734.1,W,M,F37,2/27/2008,,1897.1,16925.1,,BrF36-31
21735.1,B,M,F37,2/27/2008,,1897.1,16925.1,,BrF36-31
21736.1,W,F,F37,2/27/2008,,1897.1,16925.1,,BrF36-31
21737.1,W,M,F37,2/27/2008,,1952.1,1979.1,,BrF36-58
21738.1,W,F,F37,2/27/2008,,1952.1,1979.1,,BrF36-58
21739.1,W,F,F37,2/27/2008,,1952.1,1979.1,,BrF36-58
21740.1,B,M,F37,2/28/2008,,19006.1,1938.1,,BrF36-60
21741.1,B,M,F37,2/28/2008,,19006.1,1938.1,,BrF36-60
21742.1,B,F,F37,2/28/2008,,19006.1,1938.1,,BrF36-60
21796.1,T,F,F37,3/2/2008,,1888.1,1922.1,,BrF36-29
21797.1,T,F,F37,3/2/2008,,1888.1,1922.1,,BrF36-29
21798.1,T,M,F37,3/2/2008,,1888.1,1922.1,,BrF36-29
21799.1,W,F,F37,3/2/2008,,1801.1,2004.1,,BrF36-19
21800.1,W,M,F37,3/2/2008,,1801.1,2004.1,,BrF36-19
21801.1,T,M,F37,3/2/2008,,1801.1,2004.1,,BrF36-19
21802.1,W,F,F37,3/3/2008,,1984.1,2045.1,,BrF36-24
21803.1,W,F,F37,3/3/2008,,1984.1,2045.1,,BrF36-24
21804.1,W,M,F37,3/3/2008,,1984.1,2045.1,,BrF36-24
21809.1,T,F,F37,3/19/2008,,19148.1,16380.1,,BrF36-21
21810.1,W,M,F37,3/19/2008,,19014.1,19018.1,,BrF36-48
21811.1,W,M,F37,3/19/2008,,19014.1,19018.1,,BrF36-48
21812.1,W,F,F37,3/19/2008,,19014.1,19018.1,,BrF36-48
21813.1,B,F,F37,3/20/2008,,1905.1,19010.1,,BrF36-07
21814.1,W,F,F37,3/20/2008,,1905.1,19010.1,,BrF36-07
21815.1,B,M,F37,3/20/2008,,1905.1,19010.1,,BrF36-07
21859.1,T,M,F37,3/10/2008,,1953.1,1931.1,,BrF36-23
21860.1,T,M,F37,3/10/2008,,1953.1,1931.1,,BrF36-23
21861.1,B,F,F37,3/10/2008,,1953.1,1931.1,,BrF36-23
21862.1,B,F,F37,3/17/2008,,1845.1,1994.1,,BrF36-43
21863.1,T,F,F37,3/17/2008,,1845.1,1994.1,,BrF36-43
21864.1,B,M,F37,3/17/2008,,1845.1,1994.1,,BrF36-43
21865.1,B,F,F37,3/18/2008,,1837.1,19001.1,,BrF36-12
21866.1,B,M,F37,3/18/2008,,1837.1,19001.1,,BrF36-12
21867.1,B,M,F37,3/18/2008,,1837.1,19001.1,,BrF36-12
21868.1,W,F,F37,3/19/2008,,19008.1,19011.1,,BrF36-46
21869.1,T,F,F37,3/19/2008,,19008.1,19011.1,,BrF36-46
21870.1,W,M,F37,3/19/2008,,19008.1,19011.1,,BrF36-46
21900.1,T,F,F37,3/19/2008,,19148.1,16380.1,,BrF36-21
21964.1,B,F,F37,3/24/2008,,1762.1,16374.1,,BrF36-18
21965.1,B,F,F37,3/24/2008,,1762.1,16374.1,,BrF36-18
21966.1,B,M,F37,3/24/2008,,1762.1,16374.1,,BrF36-18
21967.1,W,F,F37,3/27/2008,,19009.1,19147.1,,BrF36-63
21968.1,W,M,F37,3/27/2008,,19009.1,19147.1,,BrF36-63
21969.1,W,M,F37,3/27/2008,,19009.1,19147.1,,BrF36-63
23076.1,W,M,F37,4/23/2008,,1804.1,19146.1,,BrF36-41
23077.1,W,M,F37,4/23/2008,,1804.1,19146.1,,BrF36-41
23079.1,B,F,F37,4/23/2008,,1804.1,19146.1,,BrF36-41
23080.1,T,F,F37,4/24/2008,,1794.1,16964.1,,BrF36-50
23081.1,T,F,F37,4/24/2008,,1794.1,16964.1,,BrF36-50
23082.1,T,M,F37,4/24/2008,,1794.1,16964.1,,BrF36-50
23083.1,T,M,F37,4/25/2008,,21318.1,1949.1,,BrF36-74
23084.1,T,M,F37,4/25/2008,,21318.1,1949.1,,BrF36-74
23085.1,B,F,F37,4/25/2008,,21318.1,1949.1,,BrF36-74
23110.1,W,F,F37,4/27/2008,,1855.1,16614.1,,BrF36-47
23111.1,W,F,F37,4/27/2008,,1855.1,16614.1,,BrF36-47
23112.1,W,M,F37,4/27/2008,,1855.1,16614.1,,BrF36-47
23113.1,T,F,F37,4/28/2008,,1961.1,1814.1,,BrF36-52
23114.1,W,M,F37,4/28/2008,,1961.1,1814.1,,BrF36-52
23116.1,W,M,F37,4/30/2008,,2050.1,21317.1,,BrF36-70
23117.1,B,M,F37,4/30/2008,,2050.1,21317.1,,BrF36-70
23118.1,B,F,F37,4/30/2008,,2050.1,21317.1,,BrF36-70
23119.1,W,M,F37,4/28/2008,,21320.1,2005.1,,BrF36-73
23120.1,W,M,F37,4/28/2008,,21320.1,2005.1,,BrF36-73
23803.1,T,F,F37,4/10/2008,,1974.1,19013.1,,BrF36-20
23804.1,W,F,F37,4/10/2008,,19014.1,19018.1,,BrF36-48
23805.1,W,F,F37,4/10/2008,,19014.1,19018.1,,BrF36-48
23876.1,T,M,F37,4/17/2008,,2021.1,19007.1,,BrF36-15
23877.1,B,F,F37,4/17/2008,,2021.1,19007.1,,BrF36-15
23878.1,T,F,F37,4/17/2008,,2021.1,19007.1,,BrF36-15
23902.1,B,F,F37,3/31/2008,,1839.1,19017.1,,BrF36-11
23903.1,B,M,F37,3/31/2008,,1839.1,19017.1,,BrF36-11
23904.1,B,M,F37,3/31/2008,,1839.1,19017.1,,BrF36-11
23905.1,W,F,F37,4/2/2008,,1860.1,19154.1,,BrF36-64
23906.1,W,F,F37,4/2/2008,,1860.1,19154.1,,BrF36-64
23907.1,W,M,F37,4/2/2008,,1860.1,19154.1,,BrF36-64
23908.1,B,F,F37,4/2/2008,,19015.1,19141.1,,BrF36-65
23909.1,W,M,F37,4/2/2008,,19015.1,19141.1,,BrF36-65
23910.1,B,M,F37,4/2/2008,,19015.1,19141.1,,BrF36-65
23911.1,B,F,F37,4/1/2008,,1787.1,19153.1,,BrF36-44
23912.1,B,F,F37,4/1/2008,,1787.1,19153.1,,BrF36-44
23913.1,B,M,F37,4/1/2008,,1787.1,19153.1,,BrF36-44
23914.1,B,M,F37,4/1/2008,,1787.1,19153.1,,BrF36-44
23915.1,W,F,F37,4/2/2008,,19012.1,19151.1,,BrF36-62
23916.1,W,F,F37,4/2/2008,,19012.1,19151.1,,BrF36-62
23917.1,W,M,F37,4/2/2008,,19012.1,19151.1,,BrF36-62
23918.1,W,M,F37,4/2/2008,,19012.1,19151.1,,BrF36-62
