Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
1214,black,M,F3,5/20/1996,M,349,292,292,C1-39,,10/23/1996,7/30/1996,1282,3273-3281,9/14/1996,C1-39
1219,white,F,F3,5/20/1996,M,143,130,130,C1-37,,10/23/1996,7/30/1996,1319,2956-2965,9/11/1996,C1-37
1223,black,F,F3,5/20/1996,M,349,292,130,C1-36,,10/24/1996,7/30/1996,1328,3055-3062,9/12/1996,C1-36
1225,tan,F,F3,5/20/1996,M,297,315,315,C2-24,,11/4/1996,8/14/1996,1604,3607-3609,9/26/1996,C2-24
1231,tan,M,F3,5/20/1996,M,297,315,315,C2-16,,10/23/1996,8/7/1996,1510,3399-3408,9/20/1996,C2-16
1235,white,F,F3,5/20/1996,M,131,309,315,C2-1,,10/23/1996,7/30/1996,1254,2966-2978,9/11/1996,C2-1
1252,white,M,F3,5/20/1996,M,363,299,299,C2-8,,10/23/1996,  ,1390,3269-3271,9/14/1996,C2-8
1254,tan,M,F3,5/20/1996,M,301,318,299,C2-1,,10/24/1996,7/30/1996,1235,2966-2978,9/11/1996,C2-1
1261,white,F,F3,5/20/1996,M,301,318,318,C2-11,,11/4/1996,8/1/1996,1387,3409-3419,9/22/1996,C2-11
1264,black,F,F3,5/20/1996,M,363,299,318,C2-4,,10/24/1996,7/30/1996,1342,3063-3072,9/12/1996,C2-4
1273,black,F,F3,5/20/1996,M,312,327,316,C1-38,,11/4/1996,8/7/1996,1485,3382-3387,9/20/1996,C1-38
1282,white,F,F3,5/20/1996,M,342,284,327,C1-39,,11/1/1996,7/30/1996,1214,3272-3281,9/14/1996,C1-39
1283,white,M,F3,5/20/1996,M,342,284,327,C1-47,,10/23/1996,8/7/1996,1486,3323-3334,9/17/1996,C1-47
1293,black,F,F3,5/20/1996,M,350,316,284,C1-42,,10/25/1996,8/7/1996,1501,3335-3346,9/18/1996,C1-42
1310,black,F,F3,5/21/1996,T,298,314,302,C2-2,,10/31/1996,7/31/1996,1191,"3866-67,4404-08",9/30/1996,C2-2
1313,black,M,F3,5/21/1996,T,298,314,314,C2-21,,10/30/1996,  ,1664,3518-3527,9/25/1996,C2-21
1314,tan,M,F3,5/21/1996,T,344,302,314,C2-9,,10/25/1996,8/1/1996,1377,3293-3304,9/15/1996,C2-9
1315,white,F,F3,5/21/1996,T,344,302,314,C2-14,,10/9/1996,8/1/1996,1413,2979-2988,9/11/1996,C2-14
1319,white,M,F3,5/21/1996,T,319,331,331,C1-37,,10/24/1996,7/31/1996,1219,2956-2965,9/11/1996,C1-37
1320,white,F,F3,5/21/1996,T,225,104,331,C1-41,,11/1/1996,8/1/1996,1462,3254-3264,9/13/1996,C1-41
1328,white,M,F3,5/21/1996,T,225,104,104,C1-36,,10/24/1996,7/31/1996,1223,3055-3062,9/12/1996,C1-36
1332,tan,F,F3,5/21/1996,T,259,66,66,C2-25,,10/31/1996,8/14/1996,1619,3771-3777,9/19/1996,C2-25
1333,tan,M,F3,5/21/1996,T,265,175,66,C2-5,,10/30/1996,7/30/1996,1190,3073-3085,9/12/1996,C2-5
1337,black,F,F3,5/21/1996,T,265,175,175,C2-13,,10/30/1996,8/1/1996,1417,3225-3235,9/13/1996,C2-13
1342,tan,M,F3,5/21/1996,T,259,66,175,C2-4,,10/24/1996,7/30/1996,1264,3063-3072,9/12/1996,C2-4
1365,white,M,F3,5/22/1996,W,229,187,320,C2-18,,11/12/1996,8/14/1996,1550,3511-3517,9/25/1996,C2-18
1367,white,F,F3,5/22/1996,W,229,187,320,C2-15,,10/30/1996,8/1/1996,1435,3313-3322,9/17/1996,C2-15
1377,white,F,F3,5/22/1996,W,160,168,168,C2-9,,10/30/1996,8/1/1996,1314,3293-3304,9/15/1996,C2-9
1379,black,M,F3,5/22/1996,W,160,168,168,C2-10,,10/25/1996,8/1/1996,1401,"3213-15,17-24",9/13/1996,C2-10
1380,black,F,F3,5/22/1996,W,136,67,168,C2-6,,10/30/1993,8/1/1996,1209,3206-3212,9/13/1996,C2-6
1381,black,M,F3,5/22/1996,W,136,67,168,C2-22,,10/31/1996,8/14/1996,1685,3753-3760,9/27/1996,C2-22
1387,white,M,F3,5/22/1996,W,317,291,291,C2-11,,10/30/1996,8/1/1996,1261,3409-3419,9/22/1996,C2-11
1390,black,F,F3,5/22/1996,W,355,307,291,C2-8,,11/1/1996,8/1/1996,1252,3269-3271,9/14/1996,C2-8
1391,tan,M,F3,5/22/1996,W,355,307,291,C2-12,,10/30/1996,8/1/1996,1419,3494-3500,9/25/1996,C2-12
1401,black,F,F3,5/22/1996,W,317,291,307,C2-10,,10/30/1996,8/1/1996,1379,"3213-15,17-24",9/13/1996,C2-10
1411,white,F,F3,5/22/1996,W,262,155,155,C2-30,,11/1/1996,8/14/1996,1477,3622-3635,9/26/1996,C2-30
1413,tan,M,F3,5/22/1996,W,262,155,155,C2-14,,10/25/1996,8/1/1996,1315,2979-2988,9/11/1996,C2-14
1417,black,M,F3,5/22/1996,W,120,162,155,C2-13,,10/25/1996,8/1/1996,1337,3225-3235,9/13/1996,C2-13
1419,tan,F,F3,5/22/1996,W,120,162,155,C2-12,,10/30/1996,8/1/1996,1391,3494-3500,9/25/1996,C2-12
1422,black,F,F3,5/22/1996,W,365,288,288,,,11/4/1996,8/1/1996,1182,,,
1435,white,M,F3,5/22/1996,W,365,288,329,C2-15,,11/1/1996,8/1/1996,1367,3313-3322,9/17/1996,C2-15
1462,tan,M,F3,5/23/1996,TH,308,328,290,C1-41,,11/1/1996,8/1/1996,1320,3254-3264,9/13/1996,C1-41
1463,black,F,F3,5/23/1996,TH,308,328,328,C1-44,,11/4/1996,8/7/1996,1479,3371-3381,9/19/1996,C1-44
1466,black,F,F3,5/23/1996,TH,343,290,328,C1-49,,11/5/1996,8/14/1996,1530,3679-3689,9/26/1996,C1-49
1467,white,M,F3,5/23/1996,TH,343,290,328,C1-45,,10/30/1996,8/7/1996,1481,3388-3398,9/20/1996,C1-45
1477,black,M,F3,5/23/1996,TH,108,203,313,C2-30,,10/31/1996,8/14/1996,1411,3622-3635,9/26/1996,C2-30
1479,white,M,F3,5/24/1996,F,118,213,213,C1-44,,10/30/1996,8/7/1996,1463,3371-3381,9/19/1996,C1-44
1481,tan,F,F3,5/24/1996,F,118,213,213,,,11/4/1996,8/7/1996,1467,,,
1485,white,M,F3,5/24/1996,F,165,190,135,C1-43,,10/30/1996,8/7/1996,1273,3382-3387,9/20/1996,C1-43
1486,white,F,F3,5/24/1996,F,165,135,135,C1-47,,10/30/1996,8/7/1996,1283,3323-3334,9/17/1996,C1-47
1501,black,M,F3,5/24/1996,F,222,97,97,C1-42,,10/30/1996,8/7/1996,1293,3335-3346,9/18/1996,C1-42
1510,black,F,F3,5/25/1996,SA,336,289,70,C2-16,,11/4/1996,8/7/1996,1231,3399-3408,9/20/1996,C2-16
1521,black,M,F3,5/26/1996,SU,348,285,300,C1-59,,11/8/1996,8/22/1996,1789,4010-4017,10/5/1996,C1-59
1525,black,M,F3,5/26/1996,SU,333,300,285,C1-54,,11/8/1996,8/14/1996,1563,3667-3672,9/26/1996,C1-54
1526,black,M,F3,6/2/1996,SU,115,236,236,C1-51,,11/8/1996,8/14/1996,1540,"3658-3666,3697",9/26/1996,C1-51
1530,black,M,F3,6/2/1996,SU,395,341,236,C1-49,,11/5/1996,8/14/1996,1466,3679-3689,9/26/1996,C1-49
1532,black,M,F3,6/2/1996,SU,395,341,236,C1-55,,10/30/1996,8/14/1996,1586,3485-3493,9/25/1996,C1-55
1539,white,M,F3,6/3/1996,M,370,397,397,C1-52,,11/12/1996,35291,1541,3474-3484,9/25/1996,C1-52
1540,black,F,F3,6/3/1996,M,400,382,397,C1-51,,11/4/1996,8/14/1996,1526,"3658-3666,3697",9/26/1996,C1-51
1541,black,F,F3,6/3/1996,M,400,382,382,C1-52,,10/30/1996,8/14/1996,1539,3474-3484,9/25/1996,C1-52
1550,black,F,F3,6/3/1996,M,388,346,346,C2-18,,10/30/1996,8/14/1996,1365,3511-3517,9/25/1996,C2-18
1561,black,M,F3,6/3/1996,M,395,341,341,C2-19,,11/12/1996,8/14/1996,1198,3501-3510,9/25/1996,C2-19
1563,black,F,F3,6/3/1996,M,115,236,341,C1-54,,11/4/1996,8/14/1996,1525,3667-3672,9/26/1996,C1-54
1566,black,M,F3,6/3/1996,M,115,236,341,C1-61,,11/6/1996,8/28/1996,1855,4099-4107,10/10/1996,C1-61
1569,white,F,F3,6/3/1996,T,405,337,337,C2-29,,11/4/1996,8/14/1996,1575,3610-3621,9/26/1996,C2-29
1575,black,M,F3,6/3/1996,T,406,374,337,C2-29,,10/31/1996,8/14/1996,1569,3610-3621,9/26/1996,C2-29
1577,black,F,F3,6/3/1996,T,406,374,374,C2-28,,10/30/1996,8/14/1996,1588,3528-3532,9/25/1996,C2-28
1585,black,M,F3,6/3/1996,T,394,351,351,C1-58,,11/5/1996,8/14/1996,1734,3834-3841,9/28/1996,C1-58
1586,black,F,F3,6/3/1996,T,394,351,351,C1-55,,10/30/1996,8/14/1996,1532,3485-3490,9/25/1996,C1-55
1588,white,M,F3,6/3/1996,T,405,337,351,C2-28,,11/4/1996,8/14/1996,1577,3528-3532,9/25/1996,C2-28
1594,black,F,F3,6/3/1996,T,392,364,364,C2-36,,10/31/1996,8/19/1996,1754,3865-3871,9/30/1996,C2-36
1597,black,F,F3,6/3/1996,T,403,339,364,C2-20,,11/5/1996,8/14/1996,1207,3734-3745,9/27/1996,C2-20
1604,white,M,F3,6/3/1996,T,403,339,339,C2-24,,10/31/1996,8/14/1996,1225,3602-3609,9/26/1996,C2-24
1609,black,M,F3,6/3/1996,T,392,364,339,C2-23,,10/30/1996,8/14/1996,1202,3761-3765,9/27/1996,C2-23
1612,black,F,F3,6/3/1996,T,390,338,338,C2-31,,11/4/1996,8/14/1996,1688,3798-3803,9/27/1996,C2-31
1619,black,M,F3,6/3/1996,T,390,338,360,C2-25,,11/4/1996,8/14/1996,1332,3771-3777,9/27/1996,C2-25
1623,black,F,F3,6/3/1996,T,393,360,360,C2-32,,11/4/1996,8/14/1996,1699,3636-3645,9/26/1996,C2-32
1626,black,F,F3,6/3/1996,T,393,360,360,C2-40,,11/15/1996,8/14/1996,1778,4346-4358,11/1/1996,C2-40
1629,white,M,F3,6/3/1996,T,399,347,347,C2-52,,11/13/1996,8/29/1996,1959,4241-4251,10/11/1996,C2-52
1638,tan,M,F3,6/3/1996,T,414,396,396,C2-27,,11/4/1996,8/14/1996,1677,3746-3752,9/27/1996,C2-27
1644,black,F,F3,6/3/1996,T,415,354,354,C1-62,,11/4/1996,8/28/1996,1893,4200-4209,10/11/1996,C1-62
1645,white,F,F3,6/3/1996,T,415,354,354,C1-60,,10/29/1996,8/28/1996,1857,4419-4429,10/18/1996,C1-60
1655,tan,M,F3,6/3/1996,T,373,398,356,C2,,11/13/1996,8/29/1996,1919,4251-4258,10/11/1996,C2-53
1664,black,F,F3,6/3/1996,T,375,356,398,C2-21,,10/30/1996,,1313,3518-3527,9/25/1996,C2-21
1668,black,M,F3,6/3/1996,T,413,379,379,C2-41,,11/8/1996,8/23/1996,1839,3949-3958,10/3/1996,C2-41
1672,tan,M,F3,6/3/1996,T,377,366,379,C2-35,,11/13/1996,8/15/1996,1750,4270-4280,10/12/1996,C2-35
1677,white,F,F3,6/3/1996,T,377,366,366,C2-27,,11/5/1996,8/14/1996,1638,3746-3752,9/27/1996,C2-27
1685,black,F,F3,6/3/1996,T,413,379,366,C2-22,,10/31/1996,8/14/1996,1381,3753-3760,9/27/1996,C2-22
1688,black,M,F3,6/5/1996,W,383,372,345,C2-31,,10/31/1996,8/14/1996,1612,3794-3803,9/27/1996,C2-31
1696,white,F,F3,6/5/1996,W,378,385,372,C2-44,,11/6/1996,8/23/1996,1819,4044-4052,10/5/1996,C2-44
1699,white,M,F3,6/5/1996,W,378,385,385,C2-32,,11/5/1996,8/14/1996,1623,,9/26/1996,C2-32
1708,black,F,F3,6/6/1996,TH,387,340,340,C2-43,,11/6/1996,8/23/1996,1825,4035-3-4043,10/5/1996,C2-43
1721,black,M,F3,6/6/1996,TH,402,357,361,C2-37,,11/6/1996,8/19/1996,"1762, 1831",4018-4024,10/5/1996,C2-37
1729,black,M,F3,6/6/1996,TH,387,340,357,C2-42,,11/8/1996,8/23/1996,1831,4025-4034,10/5/1996,C2-42
1734,white,F,F3,6/6/1996,TH,371,389,389,C1-58,,11/5/1996,8/15/1996,1585,3834-3841,9/28/1996,C1-58
1738,white,F,F3,6/8/1996,SA,429,409,409,C2-45,,11/6/1996,8/23/1996,1834,4053-4058,10/5/1996,C2-45
1747,black,M,F3,6/8/1996,SA,426,401,401,C2-38,,11/8/1996,8/23/1996,1782,3936-3948,10/3/1996,C2-38
1750,black,F,F3,6/8/1996,SA,426,401,401,C2-35,,11/6/1996,8/15/1996,1672,4270-4280,10/12/1996,C2-35
1754,white,M,F3,6/8/1996,SA,429,409,401,C2-36,,11/6/1996,8/19/1996,1594,3865-3874,9/30/1996,C2-36
1762,white,F,F3,6/9/1996,SU,422,407,408,C2-37,,11/6/1996,8/19/1996,1721,4018-4024,10/5/1996,C2-37
1766,white,F,F3,6/10/1996,MO,431,408,407,C2-49,,10/14/1996,8/28/1996,1862,4080-4082,10/10/1996,C2-49
1775,black,F,F3,6/11/1996,TU,445,428,324,C2-62,,11/8/1996,8/30/1996,1973,4157-4165,10/10/1996,C2-62
1778,black,M,F3,6/11/1996,TU,445,428,428,C2-40,,11/8/1996,,1626,4346-4358,10/12/1996,C2-40
1782,black,F,F3,6/11/1996,TU,359,324,428,C2-38,,11/8/1996,8/22/1996,1747,3936-3948,10/3/1996,C2-38
1789,white,F,F3,6/12/1996,W,436,425,425,C1-59,,11/4/1996,8/22/1996,1521,4010-4017,10/5/1996,C1-59
1791,white,M,F3,6/12/1996,W,436,425,425,C1-63,,11/13/1996,8/28/1996,1894,4259-4269,10/11/1996,C1-63
1799,black,F,F3,6/14/1996,F,446,412,427,C2-61,,11/8/1996,8/30/1996,1961,4143-4149,10/10/1996,C2-61
1800,black,M,F3,6/14/1996,F,446,412,412,C2-48,,11/6/1996,8/28/1996,1868,4300-4308,10/12/1996,C2-48
1817,black,F,F3,6/14/1996,F,443,418,418,C2-50,,10/14/1996,8/28/1996,1885,4071-4079,10/8/1996,C2-50
1819,black,M,F3,6/14/1996,F,443,418,418,C2-44,,11/8/1996,8/23/1996,1696,4044-4052,10/5/1996,C2-44
1825,black,M,F3,6/14/1996,F,438,417,418,C2-43,,11/5/1996,8/23/1996,1708,4035-4043,10/5/1996,C2-43
1826,black,F,F3,6/14/1996,F,438,417,418,C2-56,,11/6/1996,8/29/1996,1917,4290-4299,10/12/1996,C2-56
1831,white,F,F3,6/14/1996,F,437,411,411,C2-42,,11/6/1996,8/23/1996,1729,4025-4034,10/5/1996,C2-42
1834,black,M,F3,6/14/1996,F,439,420,411,C2-45,,11/8/1996,8/23/1996,1738,4053-4058,10/5/1996,C2-45
1839,tan,F,F3,6/14/1996,F,439,420,420,C2-41,,11/8/1996,8/23/1996,1668,3949-3958,10/3/1996,C2-41
1848,white,M,F3,6/18/1996,TU,478,462,462,C2-55,,11/12/1996,8/29/1996,1927,4108-4116,10/10/1996,C2-55
1855,tan,F,F3,6/18/1996,TU,447,458,458,C1-61,,11/12/1996,8/28/1996,1566,4099-4107,10/10/1996,C1-61
1857,black,M,F3,6/18/1996,TU,447,458,458,C1-60,,11/8/1996,8/28/1996,1645,4419-4429,10/18/1996,C1-60
1862,white,M,F3,6/18/1996,TU,472,463,463,C2-49,,11/8/1996,8/28/1996,1766,4080-4082,10/10/1996,C2-49
1868,black,F,F3,6/18/1996,TU,472,463,463,C2-48,,11/6/1996,8/28/1996,1800,4300-4308,10/12/1996,C2-48
1876,black,M,F3,6/19/1996,W,476,441,441,C2-59,,11/13/1996,8/30/1996,1970,4324-4333,10/12/1996,C2-59
1884,black,F,F3,6/19/1996,W,473,453,453,C2-57,,11/8/1996,8/29/1996,1899,4131-4142,10/10/1996,C2-57
1885,black,M,F3,6/19/1996,W,473,453,453,C2-50,,11/13/1996,8/28/1996,1817,4071-4079,10/8/1996,C2-50
1893,tan,M,F3,6/19/1996,W,461,474,474,C1-62,,11/13/1996,8/28/1996,1644,4200-4209,10/11/1996,C1-62
1894,,F,F3,6/19/1996,W,461,474,474,C1-63,,10/23/1996,8/28/1996,1791,4259-4269,10/11/1996,C1-63
1899,white,M,F3,6/20/1996,TH,424,410,410,C2-57,,11/13/1996,8/29/1996,1884,4131-4142,10/10/1996,C2-57
1917,white,M,F3,6/20/1996,TH,459,470,470,C2-56,,11/12/1996,8/29/1996,1826,4290-4299,10/12/1996,C2-56
1919,tan,F,F3,6/20/1996,TH,459,470,470,C2-53,,10/23/1996,8/29/1996,1655,4251-4258,10/11/1996,C2-53
1927,white,F,F3,6/20/1996,TH,467,454,454,C255,,11/12/1996,8/29/1996,1848,4108-4116,10/10/1996,C255
1943,tan,F,F3,6/20/1996,TH,452,460,433,C2-58,,11/5/1996,8/29/1996,1949,4180-4189,10/11/1996,C2-58
1949,black,M,F3,6/20/1996,TH,475,433,460,C2-58,,11/12/1996,8/29/1996,1943,4180-4189,10/11/1996,C2-58
1959,black,F,F3,6/20/1996,TH,455,466,466,C2-52,,10/23/1996,8/29/1996,1629,4241-4250,10/11/1996,C2-52
1961,black,M,F3,6/20/1996,TH,455,466,466,C2-61,,11/13/1996,8/30/1996,1799,4143-4149,10/10/1996,C2-61
1970,black,F,F3,6/21/1996,F,451,468,468,C2-59,,11/5/1996,8/30/1996,1876,4324-4333,10/12/1996,C2-59
1973,black,M,F3,6/21/1996,F,451,468,468,C2-62,,11/13/1996,8/30/1996,1775,4157-4165,10/10/1996,C2-62
