Animal #,C,Sex,Gen.,D.O.B.,Family,Sire,Dam
36403.1,Ag,F,F43,4/28/2010,BrF42-17,33788.1,33771.1
36404.1,B,M,F43,4/28/2010,BrF42-17,33788.1,33771.1
36391.1,B,F,F43,4/27/2010,BrF42-18,33795.1,33781.1
36392.1,B,F,F43,4/27/2010,BrF42-18,33795.1,33781.1
36393.1,B,M,F43,4/27/2010,BrF42-18,33795.1,33781.1
36405.1,W,F,F43,4/28/2010,BrF42-19,33733.1,33783.1
36406.1,B,M,F43,4/28/2010,BrF42-19,33733.1,33783.1
36407.1,B,M,F43,4/28/2010,BrF42-19,33733.1,33783.1
36394.1,Ag,F,F43,4/27/2010,BrF42-20,33722.1,33785.1
36395.1,Ag,F,F43,4/27/2010,BrF42-20,33722.1,33785.1
36396.1,B,M,F43,4/27/2010,BrF42-20,33722.1,33785.1
36415.1,B,F,F43,4/29/2010,BrF42-21,33710.1,33787.1
36416.1,W,M,F43,4/29/2010,BrF42-21,33710.1,33787.1
36996.1,B,F,F43,6/11/2010,BrF42-21,33710.1,33787.1
36408.1,W,F,F43,4/28/2010,BrF42-22,33761.1,33789.1
36409.1,W,M,F43,4/28/2010,BrF42-22,33761.1,33789.1
36397.1,B,F,F43,4/27/2010,BrF42-23,33715.1,33791.1
36398.1,B,M,F43,4/27/2010,BrF42-23,33715.1,33791.1
36399.1,Ag,M,F43,4/27/2010,BrF42-23,33715.1,33791.1
36400.1,W,F,F43,4/27/2010,BrF42-24,33716.1,33792.1
36401.1,W,M,F43,4/27/2010,BrF42-24,33716.1,33792.1
36410.1,W,F,F43,4/28/2010,BrF42-25,33772.1,33794.1
36411.1,Ag,F,F43,4/29/2010,BrF42-25,33772.1,33794.1
36412.1,Ag,M,F43,4/28/2010,BrF42-25,33772.1,33794.1
36384.1,W,F,F43,4/25/2010,BrF42-26,33770.1,33797.1
36385.1,Ag,M,F43,4/25/2010,BrF42-26,33770.1,33797.1
36997.1,Ag,F,F43,6/10/2010,BrF42-27,33705.1,33799.1
36998.1,Ag,M,F43,6/10/2010,BrF42-27,33705.1,33799.1
36999.1,W,M,F43,6/10/2010,BrF42-27,33705.1,33799.1
36991.1,W,F,F43,5/25/2010,BrF42-28,33858.1,33707.1
36992.1,W,M,F43,5/25/2010,BrF42-28,33858.1,33707.1
36993.1,W,M,F43,5/25/2010,BrF42-28,33858.1,33707.1
36444.1,W,F,F43,5/5/2010,BrF42-29,33859.1,33709.1
36445.1,W,M,F43,5/5/2010,BrF42-29,33859.1,33709.1
36430.1,Ag,F,F43,5/4/2010,BrF42-30,33861.1,33739.1
36431.1,B,M,F43,5/4/2010,BrF42-30,33861.1,33739.1
36432.1,Ag,M,F43,5/4/2010,BrF42-30,33861.1,33739.1
36420.1,Ag,F,F43,5/3/2010,BrF42-31,33855.1,33745.1
36421.1,Ag,M,F43,5/3/2010,BrF42-31,33855.1,33745.1
36422.1,Ag,M,F43,5/3/2010,BrF42-31,33855.1,33745.1
36446.1,B,F,F43,5/5/2010,BrF42-32,33875.1,33757.1
36447.1,W,M,F43,5/5/2010,BrF42-32,33875.1,33757.1
36448.1,B,F,F43,5/5/2010,BrF42-33,33870.1,33759.1
36449.1,B,M,F43,5/5/2010,BrF42-33,33870.1,33759.1
36423.1,B,M,F43,5/3/2010,BrF42-34,33862.1,33760.1
36990.1,Ag,F,F43,5/24/2010,BrF42-34,33862.1,33760.1
36433.1,W,F,F43,5/4/2010,BrF42-35,33867.1,33777.1
36434.1,B,F,F43,5/4/2010,BrF42-35,33867.1,33777.1
36435.1,W,M,F43,5/4/2010,BrF42-35,33867.1,33777.1
36486.1,B,F,F43,6/3/2010,BrF42-36,33782.1,33856.1
36487.1,B,M,F43,6/3/2010,BrF42-36,33782.1,33856.1
36488.1,W,M,F43,6/3/2010,BrF42-36,33782.1,33856.1
36994.1,B,F,F43,5/25/2010,BrF42-37,33793.1,33857.1
36995.1,B,M,F43,5/25/2010,BrF42-37,33793.1,33857.1
36427.1,W,F,F43,5/4/2010,BrF42-38,33732.1,33860.1
36428.1,B,M,F43,5/4/2010,BrF42-38,33732.1,33860.1
36429.1,W,M,F43,5/4/2010,BrF42-38,33732.1,33860.1
36424.1,Ag,F,F43,5/3/2010,BrF42-39,33750.1,33863.1
36425.1,Ag,F,F43,5/3/2010,BrF42-39,33750.1,33863.1
36426.1,Ag,M,F43,5/3/2010,BrF42-39,33750.1,33863.1
36748.1,B,F,F43,5/6/2010,BrF42-40,33873.1,33864.1
36749.1,B,M,F43,5/6/2010,BrF42-40,33873.1,33864.1
36750.1,B,M,F43,5/6/2010,BrF42-40,33873.1,33864.1
36436.1,W,F,F43,5/4/2010,BrF42-41,33778.1,33866.1
36437.1,W,F,F43,5/4/2010,BrF42-41,33778.1,33866.1
36438.1,W,M,F43,5/4/2010,BrF42-41,33778.1,33866.1
36795.1,Ag,F,F43,5/7/2010,BrF42-42,33730.1,33868.1
36796.1,Ag,F,F43,5/7/2010,BrF42-42,33730.1,33868.1
36794.1,Ag,M,F43,5/7/2010,BrF42-42,33730.1,33868.1
36439.1,Ag,F,F43,5/4/2010,BrF42-43,33738.1,33871.1
36440.1,B,M,F43,5/4/2010,BrF42-43,33738.1,33871.1
36441.1,Ag,M,F43,5/4/2010,BrF42-43,33738.1,33871.1
36450.1,W,F,F43,5/5/2010,BrF42-44,33763.1,33874.1
36451.1,B,M,F43,5/5/2010,BrF42-44,33763.1,33874.1
36442.1,B,F,F43,5/4/2010,BrF42-45,33768.1,33876.1
36443.1,Ag,M,F43,5/4/2010,BrF42-45,33768.1,33876.1
36452.1,W,F,F43,5/10/2010,BrF42-46,34458.1,33704.1
36453.1,W,M,F43,5/10/2010,BrF42-46,34458.1,33704.1
36454.1,W,M,F43,5/10/2010,BrF42-46,34458.1,33704.1
36803.1,B,F,F43,5/10/2010,BrF42-47,34460.1,33714.1
36804.1,B,M,F43,5/10/2010,BrF42-47,34460.1,33714.1
36797.1,Ag,F,F43,5/10/2010,BrF42-48,34455.1,33720.1
36798.1,Ag,M,F43,5/10/2010,BrF42-48,34455.1,33720.1
36799.1,Ag,M,F43,5/10/2010,BrF42-48,34455.1,33720.1
36484.1,W,F,F43,5/31/2010,BrF42-49,33883.1,33723.1
36485.1,B,M,F43,5/31/2010,BrF42-49,33883.1,33723.1
36476.1,Ag,F,F43,5/12/2010,BrF42-50,33889.1,33731.1
36477.1,Ag,M,F43,5/12/2010,BrF42-50,33889.1,33731.1
36478.1,Ag,M,F43,5/12/2010,BrF42-50,33889.1,33731.1
36458.1,B,F,F43,5/11/2010,BrF42-51,33888.1,33734.1
36459.1,B,M,F43,5/11/2010,BrF42-51,33888.1,33734.1
36455.1,B,F,F43,5/10/2010,BrF42-52,33878.1,33737.1
36456.1,B,F,F43,5/10/2010,BrF42-52,33878.1,33737.1
36457.1,Ag,M,F43,5/10/2010,BrF42-52,33878.1,33737.1
36460.1,B,F,F43,5/11/2010,BrF42-53,34457.1,33742.1
36461.1,B,M,F43,5/11/2010,BrF42-53,34457.1,33742.1
36462.1,W,F,F43,5/11/2010,BrF42-54,33894.1,33754.1
36463.1,Ag,M,F43,5/11/2010,BrF42-54,33894.1,33754.1
36464.1,Ag,M,F43,5/11/2010,BrF42-54,33894.1,33754.1
36800.1,W,F,F43,5/11/2010,BrF42-55,33881.1,33755.1
36801.1,W,F,F43,5/11/2010,BrF42-55,33881.1,33755.1
36802.1,Ag,M,F43,5/11/2010,BrF42-55,33881.1,33755.1
36479.1,W,F,F43,5/12/2010,BrF42-56,33886.1,33853.1
36480.1,B,F,F43,5/12/2010,BrF42-56,33886.1,33853.1
36481.1,W,M,F43,5/12/2010,BrF42-56,33886.1,33853.1
36465.1,W,F,F43,5/11/2010,BrF42-57,33880.1,33872.1
36466.1,B,F,F43,5/11/2010,BrF42-57,33880.1,33872.1
36467.1,B,M,F43,5/11/2010,BrF42-57,33880.1,33872.1
36468.1,W,F,F43,5/11/2010,BrF42-58,33892.1,33877.1
36469.1,W,F,F43,5/11/2010,BrF42-58,33892.1,33877.1
36470.1,B,M,F43,5/11/2010,BrF42-58,33892.1,33877.1
36471.1,Ag,F,F43,5/11/2010,BrF42-59,33865.1,33879.1
36472.1,W,M,F43,5/11/2010,BrF42-59,33865.1,33879.1
36473.1,B,M,F43,5/11/2010,BrF42-59,33865.1,33879.1
36474.1,B,F,F43,5/11/2010,BrF42-60,33736.1,33882.1
36475.1,W,M,F43,5/11/2010,BrF42-60,33736.1,33882.1
36482.1,B,F,F43,5/12/2010,BrF42-61,33718.1,33884.1
36483.1,B,M,F43,5/12/2010,BrF42-61,33718.1,33884.1
36983.1,B,F,F43,5/19/2010,BrF42-62,33708.1,33885.1
36984.1,W,F,F43,5/19/2010,BrF42-62,33708.1,33885.1
36985.1,W,M,F43,5/19/2010,BrF42-62,33708.1,33885.1
36986.1,B,F,F43,5/19/2010,BrF42-63,33758.1,33887.1
36987.1,Ag,M,F43,5/19/2010,BrF42-63,33758.1,33887.1
36988.1,Ag,M,F43,5/19/2010,BrF42-63,33758.1,33887.1
36489.1,Ag,F,F43,6/6/2010,BrF42-65,33706.1,33891.1
36490.1,Ag,F,F43,6/6/2010,BrF42-65,33706.1,33891.1
36491.1,Ag,M,F43,6/6/2010,BrF42-65,33706.1,33891.1
36976.1,B,M,F43,5/18/2010,BrF42-66,33851.1,33893.1
36492.1,W,F,F43,6/7/2010,BrF42-66,33851.1,33893.1
36977.1,B,F,F43,5/18/2010,BrF42-67,33746.1,34453.1
36978.1,B,M,F43,5/18/2010,BrF42-67,33746.1,34453.1
36979.1,Ag,F,F43,5/18/2010,BrF42-68,33711.1,34454.1
36980.1,W,M,F43,5/18/2010,BrF42-68,33711.1,34454.1
36981.1,B,F,F43,5/18/2010,BrF42-69,33869.1,34456.1
36982.1,W,M,F43,5/18/2010,BrF42-69,33869.1,34456.1
36498.1,W,M,F43,6/17/2010,BrF42-71,33895.1,33743.1
36499.1,W,M,F43,6/17/2010,BrF42-71,33895.1,33743.1
36493.1,B,F,F43,6/15/2010,BrF42-72,33741.1,33800.1
37000.1,Ag,M,F43,6/15/2010,BrF42-72,33741.1,33800.1
36494.1,B,F,F43,6/15/2010,BrF42-73,33764.1,33726.1
36495.1,B,M,F43,6/15/2010,BrF42-73,33764.1,33726.1
36496.1,Ag,F,F43,6/15/2010,BrF42-75,33796.1,33702.1
36497.1,Ag,M,F43,6/15/2010,BrF42-75,33796.1,33702.1
