Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
60126,W,F,F30,2/16/2005,W,57370,57571,57571,C73,,,5/8/05,60369,,,C18
60134,T,M,F30,2/16/2005,W,57604,57299,57299,C74,,,5/8/05,60269,,,C45
60138,B,F,F30,2/16/2005,W,57388,57459,57459,C76,,,5/8/05,60413,,,C22
60139,B,M,F30,2/16/2005,W,57388,57459,57459,C76,,,5/8/05,60475,,,C47
60146,W,M,F30,2/16/2005,W,57404,57675,57675,C77,,,5/8/05,60713,,,C82
60148,W,F,F30,2/16/2005,W,57404,57675,57675,C77,,,5/8/05,60569,,,C16
60159,W,M,F30,2/16/2005,W,57894,57728,57728,C102,,,5/8/05,60328,,,C58
60165,B,F,F30,2/16/2005,W,57894,57728,57728,C102,,,,,,,
60175,T,M,F30,2/17/2005,Th,57486,56972,56972,C4,,,5/8/05,60259,,,C28
60179,W,F,F30,2/17/2005,Th,57486,56972,56972,C4,,,5/8/05,60668,,,C55
60189,B,F,F30,2/17/2005,Th,57647,56978,56978,C5,,,5/8/05,59949,,,C56
60193,B,M,F30,2/17/2005,Th,57647,56978,56978,C5,,,5/8/05,60346,,,C29
60198,W,M,F30,2/17/2005,Th,57669,57989,57989,C7,,,5/8/05,60459,,,C30
60199,W,F,F30,2/17/2005,Th,57669,57989,57989,C7,,,5/8/05,60515,,,C34
60207,T,M,F30,2/17/2005,Th,56967,57532,57532,C8,,,5/8/05,60066,,,C6
60210,W,F,F30,2/17/2005,Th,56967,57532,57532,C8,,,5/8/05,60649,,,C52
60223,W,F,F30,2/17/2005,Th,56968,57982,57982,C9,,,5/8/05,60423,,,C53
60228,W,F,F30,2/17/2005,Th,56975,57033,57033,C10,,,5/8/05,60478,,,C57
60233,W,M,F30,2/17/2005,Th,56975,57033,57033,C10,,,5/8/05,60953,,,C91
60237,T,M,F30,2/17/2005,Th,57093,56955,56955,C18,,,5/8/05,60439,,,C33
60239,B,F,F30,2-17-05,Th,57093,56955,56955,C18,,,5/8/05,60123,,,C44
60248,B,M,F30,2/17/2005,Th,57009,58149,58149,C19,,,5/8/05,60055,,,C8
60258,W,M,F30,2/17/2005,Th,57027,57146,57146,C20,,,5/8/05,60675,,,C65
60259,W,F,F30,2/17/2005,Th,57027,57146,57146,C20,,,,60175,,,C28
60268,B,M,F30,2/17/2005,Th,57034,57168,57168,C24,,,5/8/05,60608,,,C67
60269,B,F,F30,2/17/2005,Th,57034,57168,57168,C24,,,5/8/05,60134,,,C45
60279,T,F,F30,2/17/2005,Th,57038,57559,57559,C27,,,5/8/05,59983,,,C32
60288,B,M,F30,2/17/2005,Th,57038,57559,57559,C27,curly tail,,5/8/05,60666,,,C68
60291,B,F,F30,2/17/2005,Th,57069,57343,57343,C36,,,5/8/05,60559,,,C36
60296,W,M,F30,2-17-05,Th,57069,57343,57343,C36,,,5/8/05,60876,,,C89
60298,B,M,F30,2/17/2005,Th,57166,57223,57223,C37,,,5/8/05,59919,,,C1
60299,B,F,F30,2/17/2005,Th,57166,57223,57223,C37,,,5/8/05,60525,,,C35
60306,T,M,F30,2/17/2005,Th,57227,57145,57145,C45,,,5/8/05,60373,,,C37
60315,W,F,F30,2/17/2005,Th,57227,57145,57145,C45,,,5/8/05,60623,,,
60328,W,F,F30,2/17/2005,Th,57676,57387,57387,C50,,,5/8/05,60159,,,C58
60329,W,M,F30,2/17/2005,Th,57676,57387,57387,C50,,,5/8/05,59929,,,C3
60336,B,F,F30,2/17/2005,Th,57269,57989,57989,C54,,,5/8/05,60089,,,C41
60343,W,M,F30,2/17/2005,Th,57269,57989,57989,C54,,,5/8/05,60626,,,C73
60346,T,F,F30,2/17/2005,Th,57293,57955,57955,C58,,,5/8/05,60346,,,C29
60354,W,M,F30,2/17/2005,Th,57293,57955,57955,C58,,,5/8/05,60601,,,C74
60365,B,F,F30,2-17-05,Th,57715,57158,57158,C60,,,5/8/05,60222,,,C31
60369,B,M,F30,2/17/2005,Th,57715,57158,57158,C60,,,5/8/05,60126,,,C18
60373,W,F,F30,2/17/2005,Th,57720,57328,57328,C61,,,5/8/05,60306,,,C37
60385,T,F,F30,2/17/2005,Th,57558,57191,57191,C62,,,5/8/05,60082,,,C40
60390,W,F,F30,2/17/2005,Th,57313,57469,57469,C63,,,5/8/05,60065,,,C38
60394,W,M,F30,2/17/2005,Th,57313,57469,57469,C63,curly tail,,5/8/05,60779,,,C86
60405,T,M,F30,2/17/2005,Th,57360,57233,57233,C71,,,5/8/05,60546,,,C78
60413,W,M,F30,2/17/2005,Th,57418,57475,57475,C80,,,5/8/05,60138,,,C22
60415,W,F,F30,2/17/2005,Th,57418,57475,57475,C80,,,5/8/05,60619,,,C48
60423,W,M,F30,2/17/2005,Th,57628,57542,57542,C88,,,5/8/05,60223,,,C53
60426,W,F,F30,2/17/2005,Th,57628,57542,57542,C88,,,5/8/05,59926,,,C43
60436,B,F,F30,2/17/2005,Th,57985,57552,57552,C90,,,5/8/05,60638,,,C51
60439,B,F,F30,2/17/2005,Th,58238,57592,57592,C94,,,5/8/05,60237,,,C33
60443,B,M,F30,2/17/2005,Th,58238,57592,57592,C94,,,5/8/05,59963,,,C24
60451,T,F,F30,2/17/2005,Th,57589,57756,57756,C95,,,5/8/05,60952,,,C46
60454,W,M,F30,2/17/2005,Th,57589,57756,57756,C95,,,5/8/05,60115,,,C25
60459,T,F,F30,2/17/2005,Th,57598,57913,57913,C96,,,5/8/05,60198,,,C30
60465,B,M,F30,2/17/2005,Th,57598,57913,57913,C96,,,5/8/05,59945,,,C5
60473,W,M,F30,2/17/2005,Th,57753,57699,57699,C99,,,5/8/05,59984,,,C27
60475,W,F,F30,2/17/2005,Th,57753,57699,57699,C99,,,5/8/05,60139,,,C47
60478,W,M,F30,2/17/2005,Th,57893,57633,57633,C101,,,,,,,
60483,B,F,F30,2/17/2005,Th,57893,57633,57633,C101,,,5/8/05,59936,,,C50
60502,B,F,F30,2/18/2005,F,56959,57484,57484,C3,,,5/8/05,60045,,,C71
60503,B,M,F30,2/18/2005,F,56959,57484,57484,C3,,,5/8/05,60643,,,C60
60513,W,F,F30,2/18/2005,F,57155,57097,57097,C22,,,5/8/05,59972,,,C64
60515,W,M,F30,2/18/2005,F,57155,57097,57097,C22,,,5/8/05,60199,,,C34
60523,W,F,F30,2/18/2005,F,57238,57077,57077,C26,,,5/8/05,60600,,,C75
60525,B,M,F30,2/18/2005,F,57238,57077,57077,C26,,,5/8/05,60299,,,C35
60528,T,F,F30,2/18/2005,F,57066,58155,58155,C28,,,5/8/05,60703,,,C70
60533,W,M,F30,2/18/2005,F,57066,58155,58155,C28,,,5/8/05,59998,,,C10
60539,W,F,F30,2/18/2005,F,57563,57026,57026,C30,,,5/8/05,59995,,,C66
60544,W,M,F30,2/18/2005,F,57563,57026,57026,C30,,,5/8/05,60099,,,C12
60546,W,F,F30,2/18/2005,F,57179,57398,57398,C38,,,5/8/05,60405,,,C78
60548,B,M,F30,2-18-05,F,57179,57398,57398,C38,,,5/8/05,60726,,,C84
60566,B,F,F30,2/18/2005,F,57694,57423,57423,C51,,,5/8/05,59916,,,C62
60569,W,M,F30,2/18/2005,F,57694,57423,57423,C51,,,5/8/05,60148,,,C16
60575,B,F,F30,2/18/2005,F,57257,57943,57943,C52,,,5/8/05,60769,,,C63
60576,B,M,F30,2/18/2005,F,57257,57943,57943,C52,,,5/8/05,60576,,,C4
60586,T,M,F30,2-18-05,F,57259,57282,57282,C53,,,5/8/05,60656,,,C72
60593,T,F,F30,2/18/2005,F,58069,57381,57381,C56,,,5/8/05,60879,,,C59
60595,T,M,F30,2/18/2005,F,58069,57381,57381,C56,,,5/8/05,60013,,,C17
60600,W,M,F30,2/18/2005,F,57309,57766,57766,C59,,,5/8/05,60523,,,C75
60601,W,F,F30,2/18/2005,F,57309,57766,57766,C59,,,5/8/05,60354,,,C74
60608,B,F,F30,2/18/2005,F,57748,57766,57766,C69,,,5/8/05,60268,,,C67
60609,B,M,F30,2/18/2005,F,57748,57766,57766,C69,,,5/8/05,60090,,,C20
60619,W,M,F30,2/18/2005,F,57999,57272,57272,C79,,,5/8/05,60415,,,C48
60625,B,F,F30,2/18/2005,F,57421,57725,57725,C81,,,,,,,
60627,B,M,F30,2/18/2005,F,57421,57725,57725,C81,,,,,,,
60628,B,F,F30,2/18/2005,F,57473,57749,57749,C85,,,5/8/05,60285,,,C79
60638,W,M,F30,2/18/2005,F,57482,57666,57666,C86,,,5/8/05,60436,,,C51
60643,B,F,F30,2/18/2005,F,57482,57666,57666,C86,,,5/8/05,60503,,,C60
60649,B,M,F30,2/18/2005,F,57483,57502,57502,C87,,,5/8/05,60210,,,C52
60653,B,F,F30,2/18/2005,F,57483,57502,57502,C87,,,5/8/05,60907,,,C61
60656,B,F,F30,2-18-05,F,57521,58071,58071,C91,,,5/8/05,60586,,,C72
60666,B,F,F30,2/18/2005,F,57547,57576,57576,C93,,,5/8/05,60288,,,C68
60668,B,M,F30,2/18/2005,F,57547,57576,57576,C93,,,5/8/05,60179,,,C55
60675,W,F,F30,2/18/2005,F,57946,58003,58003,C103,,,5/8/05,60258,,,C65
60676,W,M,F30,2/18/2005,F,57946,58003,58003,C103,,,5/8/05,60766,,,C87
60696,T,M,F30,2/19/2005,Sa,57625,57075,57075,C23,,,5/8/05,60085,,,C9
60699,B,F,F30,2/19/2005,Sa,57625,57075,57075,C23,,,5/8/05,60729,,,C80
60703,B,M,F30,2/19/2005,Sa,57208,57542,57542,C41,,,5/8/05,60528,,,C70
60706,T,M,F30,2/19/2005,Sa,57674,57322,57322,C49,,,5/8/05,60046,,,C15
60713,W,F,F30,2/19/2005,Sa,57648,57692,57692,C98,,,5/8/05,60146,,,C82
60726,W,F,F30,2-20-05,Su,56963,57543,57543,C2,,,5/8/05,60548,,,C84
60729,B,M,F30,2/20/2005,Su,56963,57543,57543,C2,,,5/8/05,60699,,,C80
60766,T,F,F30,2/21/2005,M,57732,57010,57010,C14,,,5/8/05,60676,,,C87
60769,T,M,F30,2/21/2005,M,57732,57010,57010,C14,,,5/8/05,60575,,,C63
60779,T,F,F30,2/21/2005,M,57821,57265,57265,C40,,,5/8/05,60394,,,C86
60783,T,M,F30,2/21/2005,M,57821,57265,57265,C40,,,5/8/05,60949,,,C92
60794,B,M,F30,2/21/2005,M,57369,57302,57302,C72,,,5/8/05,60899,,,C91
60825,B,M,F30,2/24/2005,Th,57452,57594,57594,C83,,,5/8/05,60628,,,C79
60828,B,F,F30,2/24/2005,Th,57452,57594,57594,C83,,,5/8/05,60948,,,C88
60879,B,M,F30,2/28/2005,M,57138,57050,57050,C1,,,5/8/05,60593,,,C59
60897,B,F,F30,3/1/2005,Tu,57337,57608,57608,C67,,,5/8/05,60106,,,C90
60899,W,F,F30,3/2/2005,W,57652,56998,56998,C6,,,5/8/05,60794,,,C91
60907,B,M,F30,3/2/2005,W,57652,56998,56998,C6,,,5/8/05,60653,,,C61
60948,B,M,F30,3/8/2005,Tu,57003,57742,57742,C17,,,5/8/05,60828,,,C88
60949,B,F,F30,3/8/2005,Tu,57003,57742,57742,C17,,,5/8/05,60788,,,C92
60952,T,M,F30,3/8/2005,Tu,57380,57348,57348,C75,,,5/8/05,60451,,,C46
