Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
29113,B,F,F17,7/12/2000,W,27755,27535,27535,C31,,,10/18/2000,29202,,,C18
29114,B,F,F17,7/12/2000,W,27755,27535,27535,C31,,,10/18/2000,29006,,,C2
29115,B,M,F17,7/12/2000,W,27755,27535,27535,C31,,,10/18/2000,29556,,,C34
29120,W,F,F17,7/12/2000,W,27483,27166,27535,C13,,,10/18/2000,29667,,,C46
29121,W,F,F17,7/12/2000,W,27483,27166,27535,C13,,,10/18/2000,29407,,,C31
29122,W,M,F17,7/12/2000,W,27483,27166,27535,C13,,,10/18/2000,29007,,,C7
29124,W,F,F17,7/12/2000,W,27803,27529,27529,C25,,,10/18/2000,29171,,,C10
29125,B,M,F17,7/12/2000,W,27669,27403,27529,C25,,,10/18/2000,29691,,,C42
29127,B,F,F17,7/12/2000,W,27669,27403,27529,C25,,,10/18/2000,29555,,,C36
29146,B,F,F17,7/13/2000,Th,27409,27485,27485,C12,,,10/18/2000,29255,,,C22
29149,W,M,F17,7/13/2000,Th,27549,27301,27485,C15,,,10/18/2000,29105,,,C8
29150,W,F,F17,7/13/2000,Th,27549,27301,27485,C15,,,10/18/2000,29218/ 605,,,C19
29157,B,M,F17,7/13/2000,Th,27409,27485,27301,C12,,,10/18/2000,29021,,,C9
29159,B,M,F17,7/13/2000,Th,27409,27485,27301,C12,,,10/18/2000,29674,,,C43
29164,W,F,F17,7/13/2000,Th,27626,27206,27206,C18,,,10/18/2000,29681,,,C48
29171,B,M,F17,7/13/2000,Th,27626,27206,27206,C18,,,10/18/2000,29124,,,C10
29172,B,M,F17,7/13/2000,Th,27626,27206,27206,C18,,,10/18/2000,29207,,,C16
29175,B,M,F17,7/13/2000,Th,27539,27813,27813,C35,,,10/18/2000,29354,,,C27
29178,W,M,F17,7/13/2000,Th,27675,27792,27813,C36,,,10/18/2000,29758,,,C56
29181,W,F,F17,7/13/2000,Th,27675,27792,27813,C36,,,10/30/2000,29915,,,C72
29190,W,F,F17,7/13/2000,Th,27675,27792,27813,C36,,,,29743,,,C55
29198,W,M,F17,7/14/2000,F,27806,27479,27319,C40,,,10/18/2000,29792,,,C58
29202,W,M,F17,7/14/2000,F,27806,27479,27319,C40,,,,29113,,,C18
29205,W,F,F17,7/14/2000,F,27329,27188,27188,C5,,,10/18/2000,29462,,,C33
29207,W,F,F17,7/14/2000,F,27465,27303,27188,C11,,,10/18/2000,29172,,,C16
29208,T,F,F17,7/14/2000,F,27465,27303,27188,C11,,,,29685,,,C49
29212,B,F,F17,7/14/2000,F,27187,27398,27398,C6,,,10/18/2000,29640,,,C41
29216,B,F,F17,7/14/2000,F,27475,27748,27398,C29,,,10/18/2000,29049,,,C13
29221,B,M,F17,7/14/2000,F,27329,27188,27303,C5,,,10/18/2000,29689,,,C44
29222,T,F,F17,7/14/2000,F,27399,27599,27599,C16,,,10/18/2000,29009,,,C11
29224,W,M,F17,7/14/2000,F,27399,27599,27599,C16,,,10/18/2000,29012,,,C20
29229,T,M,F17,7/14/2000,F,27246,27676,27599,C20,,,10/18/2000,29043,,,C21
29230,W,F,F17,7/14/2000,F,27246,27676,27599,C20,,,,29401,,,C30
29233,W,F,F17,7/14/2000,F,27416,27623,27623,C17,,,10/27/2000,29890,,,C68
29236,B,M,F17,7/14/2000,F,27416,27623,27623,C17,,,10/18/2000,29708,,,C50
29237,B,F,F17,7/14/2000,F,27666,27169,27623,C24,,,10/18/2000,29370,,,C28
29243,W,F,F17,7/14/2000,F,27246,27676,27676,C20,,,6/16/1979,29022,,,C12
29253,W,F,F17,7/14/2000,F,27399,27599,27676,C16,,,10/27/2000,29889,,,C67
29255,B,M,F17,7/14/2000,F,27666,27169,27169,C24,,,10/18/2000,29146,,,C22
29259,B,M,F17,7/14/2000,F,27749,27762,27169,C33,,,10/18/2000,29050,,,C23
29260,B,F,F17,7/14/2000,F,27749,27762,27169,C33,,,10/18/2000,29305,,,C25
29265,B,M,F17,7/14/2000,F,27475,27748,27748,C29,,,10/18/2000,29599,,,C37
29266,B,F,F17,7/14/2000,F,27187,27398,27748,C6,,,10/18/2000,29091,,,C14
29277,W,M,F17,7/14/2000,F,27416,27623,27762,C17,,,10/18/2000,29677,,,C45
29284,T,F,F17,7/14/2000,F,27175,27319,27479,C4,,,10/18/2000,29108,,,C15
29305,W,M,F17,7/15/2000,Sa,27759,27543,27543,C32,,,10/18/2000,29260,,,C25
29313,T,F,F17,7/17/2000,M,27798,27908,27908,C44,,,10/18/2000,29598,,,C38
29316,T,F,F17,7/17/2000,M,27798,27908,27908,C44,,,10/18/2000,29030,,,C26
29319,T,M,F17,7/17/2000,M,27798,27908,27908,C44,,,10/18/2000,29746,,,C53
29339,B,M,F17,7/18/2000,Tu,27833,27789,27789,C41,,,10/18/2000,29557,,,C35
29349,B,M,F17,7/18/2000,Tu,27663,27949,27949,C47,,,,29459,,,C32
29352,B,M,F17,7/18/2000,Tu,27833,27789,27949,C41,,,10/18/2000,29733,,,C52
29354,W,F,F17,7/18/2000,Tu,27833,27789,27949,C41,,,10/18/2000,29175,,,C27
29367,T,F,F17,7/19/2000,W,27909,27785,27785,C45,,,10/19/2000,29799,,,C60
29370,B,M,F17,7/19/2000,W,27909,27785,27785,C45,,,10/18/2000,29237,,,C28
29398,W,F,F17,7/20/2000,Th,27926,27736,27745,C46,,,10/27/2000,29861,,,C65
29401,B,M,F17,7/20/2000,Th,27926,27736,27745,C46,,,10/18/2000,29230,,,C30
29407,B,M,F17,7/20/2000,Th,27926,27736,27736,C46,,,10/18/2000,29121,,,C31
29459,W,F,F17,7/21/2000,F,27635,27758,27758,C30,,,10/18/2000,29348/ 9,,,C32
29462,W,M,F17,7/21/2000,F,27635,27758,27758,C30,,,10/18/2000,29205,,,C33
29463,W,F,F17,7/21/2000,F,27635,27758,27758,C30,,,10/25/2000,29848,,,C61
29555,W,M,F17,7/26/2000,W,27765,27633,27633,C42,,,10/18/2000,29127,,,C36
29556,T,F,F17,7/26/2000,W,27765,27633,27633,C42,,,10/18/2000,29115,,,C34
29557,T,F,F17,7/26/2000,W,27765,27633,27633,C42,,,10/18/2000,29339,,,C35
29597,W,F,F17,8/2/2000,W,28035,28164,28164,C56,,,10/30/2000,29897,,,C70
29598,W,M,F17,8/2/2000,W,28035,28164,28164,C56,,,10/18/2000,29313,,,C38
29599,W,F,F17,8/2/2000,W,28035,28164,28164,C56,,,10/18/2000,29265,,,C37
29605,B,M,F17,8/2/2000,W,28178,27585,27585,C58,,,10/18/2000,29762/150,,,C57/19
29607,B,F,F17,8/2/2000,W,28178,27585,27585,C58,,,10/18/2000,29705,,,C51
29612,W,M,F17,8/2/2000,W,28178,27585,27585,C58,,,10/18/2000,29033,,,C39
29617,T,F,F17,8/2/2000,W,28236,28019,28019,C64,,,10/18/2000,29734,,,C54
29618,T,M,F17,8/2/2000,W,28236,28019,28019,C64,,,10/27/2000,29869,,,C62
29640,W,M,F17,8/3/2000,Th,27998,27975,27975,C49,,,10/18/2000,29212,,,C41
29646,B,F,F17,8/3/2000,Th,27998,27975,27975,C49,,,10/30/2000,29952,,,C75
29667,W,M,F17,8/4/2000,F,28166,27849,27849,C57,,,10/18/2000,29120,,,C46
29674,W,F,F17,8/4/2000,F,28166,27849,27849,C57,,,10/18/2000,29159,,,C43
29677,T,F,F17,8/4/2000,F,27968,28192,28192,C61,,,10/18/2000,29277,,,C45
29681,T,M,F17,8/4/2000,F,27968,28192,28192,C61,,,10/18/2000,29164,,,C48
29685,W,M,F17,8/4/2000,F,28191,27839,27839,C62,,,10/18/2000,29208,,,C49
29689,T,F,F17,8/4/2000,F,28191,27839,27839,C62,,,,29221,,,C44
29691,T,F,F17,8/4/2000,F,28191,27839,27839,C62,,,10/18/2000,29125,,,C42
29703,B,M,F17,8/5/2000,Sa,27948,28047,28047,C52,,,11/8/2000,30011,,,C76
29705,B,M,F17,8/5/2000,Sa,27948,28047,28047,C52,,,10/18/2000,29607,,,C51
29708,W,F,F17,8/5/2000,Sa,27948,28047,28047,C52,,,10/18/2000,29236,,,C50
29733,W,F,F17,8/7/2000,M,27973,27595,27595,C48,,,10/24/2000,29352,,,C52
29734,W,M,F17,8/7/2000,M,27973,27595,27595,C48,,,10/18/2000,29617,,,C54
29743,T,M,F17,8/7/2000,M,27793,27243,28243,C63,,,10/18/2000,29190,,,C55
29746,T,F,F17,8/7/2000,M,27793,27243,28243,C63,,,10/18/2000,29319,,,C53
29748,T,M,F17,8/7/2000,M,27793,27243,28243,C63,,,10/27/2000,29864,,,C63
29754,W,M,F17,8/8/2000,Tu,28183,27731,27731,C59,,,10/30/2000,29896,,,C69
29758,W,F,F17,8/8/2000,Tu,28183,27731,27731,C59,,,10/18/2000,29178,,,C56
29765,W,M,F17,8/8/2000,Tu,28456,28056,28056,C78,,,11/8/2000,30031,,,C77
29768,W,M,F17,8/8/2000,Tu,28456,28056,28056,C78,,,,29874,,,C64
29792,W,F,F17,8/10/2000,Th,27945,28036,28036,C51,,,10/19/2000,29198,,,C58
29795,B,M,F17,8/10/2000,Th,27945,28036,28036,C51,,,10/19/2000,29055,,,C59
29799,B,M,F17,8/10/2000,Th,27945,28036,28036,C51,,,10/19/2000,29367,,,C60
29848,B,M,F17,8/15/2000,Tu,27845,28194,28194,C60,,,10/25/2000,29463,,,C61
29852,T,F,F17,8/15/2000,Tu,27845,28194,28194,C60,,,11/8/2000,30021,,,C78
29861,T,M,F17,8/17/2000,Th,28393,27996,27996,C71,,,10/27/2000,29398,,,C65
29864,B,F,F17,8/17/2000,Th,28316,28415,27996,C74,,,10/27/2000,29748,,,C63
29865,B,M,F17,8/17/2000,Th,28316,28415,27996,C74,,,11/27/2000,30114,,,C80
29869,W,F,F17,8/17/2000,Th,28033,28421,28421,C73,,,10/27/2000,29618,,,C62
29874,B,F,F17,8/17/2000,Th,28383,28449,28421,C77,,,10/27/2000,29768,,,C64
29888,B,F,F17,8/17/2000,Th,28383,28449,28449,C77,,,11/27/2000,30253,,,C90
29889,B,M,F17,8/17/2000,Th,28383,28449,28449,C77,,,10/27/2000,29253,,,C67
29890,B,M,F17,8/17/2000,Th,28033,28421,28449,C73,,,10/27/2000,29233,,,C68
29892,B,F,F17,8/17/2000,Th,28033,28421,28449,C73,,,10/30/2000,29923,,,C73
29896,B,F,F17,8/18/2000,F,27801,28317,28317,C66,,,10/30/2000,29754,,,C69
29897,B,M,F17,8/18/2000,F,27801,28317,28317,C66,,,10/30/2000,29597,,,C70
29915,W,M,F17,8/18/2000,F,28388,27930,27930,C70,,,10/30/2000,29181,,,C72
29917,B,F,F17,8/18/2000,F,28388,27930,27930,C70,,,11/27/2000,30149,,,C85
29918,B,F,F17,8/18/2000,F,28388,27930,27930,C70,,,11/15/2000,30039,,,C79
29923,W,M,F17,8/18/2000,F,27838,28336,27930,C67,,,10/30/2000,29892,,,C73
29949,W,F,F17,8/19/2000,Sa,28339,28390,28390,C69,,,11/27/2000,30239,,,C89
29952,T,M,F17,8/19/2000,Sa,28339,28390,28390,C69,,,10/30/2000,29646,,,C75
29955,B,M,F17,8/20/2000,Su,28420,28283,28283,C75,,,11/27/2000,30246,,,C87
30011,W,F,F17,8/30/2000,W,28425,28239,28239,C76,,,11/8/2000,29703,,,C76
30021,B,M,F17,8/30/2000,W,28425,28239,28239,C76,,,11/8/2000,29852,,,C78
30031,W,F,F17,8/30/2000,W,28643,28575,28575,C81,,,11/8/2000,29765,,,C77
30039,B,M,F17,8/31/2000,Th,28573,28346,28346,C79,,,11/15/2000,29918,,,C79
30041,B,F,F17,8/31/2000,Th,28573,28346,28346,C79,,,11/27/2000,30150,,,C86
30089,W,F,F17,9/5/2000,Tu,28683,28379,28379,C85,,,11/27/2000,30232,,,C88
30114,B,F,F17,9/7/2000,Th,28349,28676,28676,C82,,,11/27/2000,29865,,,C80
30149,W,M,F17,9/8/2000,F,28453,28686,28686,C84,,,11/27/2000,29917,,,C85
30150,W,M,F17,9/8/2000,F,28453,28686,28686,C84,,,11/27/2000,30041,,,C86
30232,T,M,F17,9/16/2000,Sa,27448,27245,27245,C86,,,11/27/2000,30089,,,C88
30239,W,M,F17,9/16/2000,Sa,27448,27245,27245,C86,,,11/27/2000,29949,,,C89
30246,B,F,F17,9/16/2000,Sa,27147,28016,28016,C88,,,11/27/2000,29955,,,C87
30252,B,M,F17,9/16/2000,Sa,27147,28016,28016,C88,,,11/27/2000,,,,
