Animal #,CC,Sex,Gen,DOB,Family,Sire,Dam,Sire,Dam
49043.1,WR,F,F51,10/7/2012,BrF50-53,46342.1,46223.1,46342,46223
49049.1,AGR,F,F51,10/7/2012,BrF50-51,46194.1,46162.1,46194,46162
49053.1,AGL,F,F51,10/7/2012,BrF50-51,46194.1,46162.1,46194,46162
49061.1,AGR,F,F51,10/12/2012,BrF50-67,46366.1,46221.1,46366,46221
49065.1,AGL,F,F51,10/12/2012,BrF50-21,46370.1,46053.1,46370,46053
49067.1,BL,F,F51,10/18/2012,BrF50-54,46182.1,46224.1,46182,46224
49069.1,BL,F,F51,10/18/2012,BrF50-54,46182.1,46224.1,46182,46224
49075.1,WL,F,F51,10/16/2012,BrF50-59,454960.1,46339.1,454960,46339
49077.1,AGL,F,F51,10/22/2012,BrF50-33,46177.1,46184.1,46177,46184
49079.1,WL,F,F51,10/23/2012,BrF50-45,46338.1,46211.1,46338,46211
49081.1,WR,F,F51,10/23/2012,BrF50-45,46338.1,46211.1,46338,46211
49085.1,AGLR,F,F51,10/28/2012,BrF50-30,46085.1,46096.1,46085,46096
49091.1,CC,F,F51,10/28/2012,BrF50-42,46071.1,46206.1,46071,46206
49201.1,CC,F,F51,11/11/2012,BrF50-49,46354.1,46202.1,46354,46202
49205.1,CC,F,F51,11/15/2012,BrF50-47,46028.1,46172.1,46028,46172
49209.1,CC,F,F51,TBA,BrF50-76,46500.1,26578.1,46500,26578
49215.1,CC,F,F51,TBA,BrF50-77,46492.1,46165.1,46492,46165
49219.1,CC,F,F51,TBA,BrF50-78,46394.1,46166.1,46394,46166
49223.1,CC,F,F51,TBA,BrF50-79,46460.1,46183.1,46460,46183
49225.1,CC,F,F51,TBA,BrF50-87,46444.1,46449.1,46444,46449
49227.1,CC,F,F51,TBA,BrF50-81,46456.1,46195.1,46456,46195
49235.1,CC,F,F51,TBA,BrF50-82,46396.1,46203.1,46396,46203
49239.1,CC,F,F51,TBA,BrF50-84,46060.1,46435.1,46060,46435
49241.1,CC,F,F51,TBA,BrF50-85,46178.1,46439.1,46178,46439
49247.1,CC,F,F51,TBA,BrF50-86,46190.1,46443.1,46190,46443
49253.1,CC,F,F51,TBA,BrF50-73,46464.1,46039.1,46464,46039
49257.1,CC,F,F51,TBA,BrF50-92,46322.1,46309.1,46322,46309
49261.1,CC,F,F51,TBA,BrF50-93,46181.1,46391.1,46181,46391
49265.1,CC,F,F51,TBA,BrF50-96,46021.1,46471.1,46021,46471
49269.1,CC,F,F51,TBA,BrF50-99,46646.1,46395.1,46646,46395
49273.1,CC,F,F51,TBA,BrF50-100,46432.1,46481.1,46432,46481
49275.1,CC,F,F51,TBA,BrF50-105,46306.1,46321.1,46306,46321
49277.1,CC,F,F51,TBA,BrF50-105,46306.1,46321.1,46306,46321
49281.1,CC,F,F51,TBA,BrF50-104,46452.1,46647.1,46452,46647
49283.1,CC,F,F51,TBA,BrF50-104,46452.1,46647.1,46452,46647
49285.1,CC,F,F51,TBA,BrF50-97,46488.1,46475.1,46488,46475
49291.1,CC,F,F51,TBA,BrF50-101,46477.1,46489.1,46477,46489
49295.1,CC,F,F51,TBA,BrF50-94,46480.1,46399.1,46480,46399
49299.1,CC,F,F51,TBA,BrF50-102,46193.1,46485.1,46193,46485
49403.1,CC,F,F51,TBA,BrF50-95,46109.1,46453.1,46109,46453
49407.1,CC,F,F51,TBA,BrF50-103,46119.1,46643.1,46119,46643
49413.1,CC,F,F51,TBA,BrF50-89,46302.1,46463.1,46302,46463
49415.1,CC,F,F51,TBA,BrF50-98,46042.1,46499.1,46042,46499
49421.1,CC,F,F51,TBA,BrF50-98,46042.1,46499.1,46042,46499
49445.1,CC,F,F51,11/11/2012,BrF50-27,46062.1,26579.1,46062,26579
49449.1,CC,F,F51,TBA,BrF50-75,46448.1,46113.1,46448,46113
49455.1,CC,F,F51,TBA,BrF50-88,46484.1,46459.1,46484,46459
49457.1,CC,F,F51,TBA,BrF50-88,46484.1,46459.1,46484,46459
49459.1,CC,F,F51,TBA,BrF50-27,46062.1,26579.1,46062,26579
47718.1,BR,M,F51,10/22/2012,BrF50-33,46177.1,46184.1,46177,46184
48307.1,BL,M,F51,9/10/2012,BrF50-4,46099.1,46068.1,46099,46068
48308.1,WR,M,F51,9/10/2012,BrF50-7,46170.1,46080.1,46170,46080
48310.1,BR,M,F51,9/10/2012,BrF50-7,46170.1,46080.1,46170,46080
48315.1,WR,M,F51,9/12/2012,BrF50-1,46117.1,46033.1,46117,46033
48318.1,WR,M,F51,9/12/2012,BrF50-1,46117.1,46033.1,46117,46033
48321.1,WRL,M,F51,9/12/2012,BrF50-34,46164.1,46186.1,46164,46186
48322.1,WL,M,F51,9/12/2012,BrF50-34,46164.1,46186.1,46164,46186
48324.1,AGRL,M,F51,9/10/2012,BrF50-25,46163.1,46083.1,46163,46083
48330.1,WR,M,F51,9/12/2012,BrF50-5,46171.1,46076.1,46171,46076
48334.1,AGL,M,F51,9/12/2012,BrF50-24,46086.1,46082.1,46086,46082
48340.1,BR,M,F51,9/11/2012,BrF50-3,26574.1,46067.1,26574,46067
48346.1,BR,M,F51,9/14/2012,BrF50-32,46030.1,46176.1,46030,46176
48350.1,BL,M,F51,9/13/2012,BrF50-2,46201.1,46034.1,46201,46034
48354.1,AGR,M,F51,9/13/2012,BrF50-35,46169.1,46187.1,46169,46187
48356.1,AGL,M,F51,9/16/2012,BrF50-17,46090.1,46043.1,46090,46043
48360.1,AGL,M,F51,9/16/2012,BrF50-17,46090.1,46043.1,46090,46043
48364.1,AGR,M,F51,9/12/2012,BrF50-13,46179.1,46120.1,46179,46120
48368.1,BR,M,F51,9/12/2012,BrF50-22,46055.1,46054.1,46055,46054
48372.1,BL,M,F51,9/13/2012,BrF50-19,46057.1,46048.1,46057,46048
48376.1,AGL,M,F51,9/11/2012,BrF50-12,46346.1,46118.1,46346,46118
48378.1,WR,M,F51,9/14/2012,BrF50-11,46214.1,46105.1,46214,46105
48386.1,WR,M,F51,9/12/2012,BrF50-23,46078.1,46072.1,46078,46072
48388.1,WR,M,F51,9/12/2012,BrF50-23,46078.1,46072.1,46078,46072
48392.1,BR,M,F51,9/12/2012,BrF50-6,46217.1,46079.1,46217,46079
48396.1,AGR,M,F51,9/12/2012,BrF50-14,46112.1,46121.1,46112,46121
48400.1,BL,M,F51,9/16/2012,BrF50-29,46089.1,46095.1,46089,46095
48404.1,BR,M,F51,9/12/2012,BrF50-9,46098.1,46103.1,46098,46103
48407.1,AGR,M,F51,9/13/2012,BrF50-26,46097.1,46091.1,46097,46091
48410.1,AGL,M,F51,9/12/2012,BrF50-18,46056.1,46047.1,46056,46047
48414.1,WR,M,F51,9/14/2012,BrF50-20,46180.1,46049.1,46180,46049
48418.1,WL,M,F51,9/10/2012,BrF50-10,46087.1,46104.1,46087,46104
48422.1,BR,M,F51,9/13/2012,BrF50-16,46200.1,46041.1,46200,46041
48424.1,WR,M,F51,9/13/2012,BrF50-16,46200.1,46041.1,46200,46041
48428.1,AGL,M,F51,9/20/2012,BrF50-31,46218.1,46175.1,46218,46175
48430.1,BL,M,F51,9/22/2012,BrF50-28,46084.1,46094.1,46084,46094
48434.1,AGL,M,F51,10/4/2012,BrF50-37,46160.1,46191.1,46160,46191
48446.1,AGRL,M,F51,10/4/2012,BrF50-66,46038.1,46219.1,46038,46219
48448.1,AGR,M,F51,10/4/2012,BrF50-66,46038.1,46219.1,46038,46219
48454.1,BL,M,F51,10/4/2012,BrF50-40,46225.1,46198.1,46225,46198
48458.1,WL,M,F51,10/4/2012,BrF50-43,46074.1,46208.1,46074,46208
48460.1,WR,M,F51,10/4/2012,BrF50-58,46061.1,46301.1,46061,46301
48462.1,BR,M,F51,10/4/2012,BrF50-58,46061.1,46301.1,46061,46301
48466.1,AGR,M,F51,10/5/2012,BrF50-61,46075.1,46351.1,46075,46351
48474.1,WRL,M,F51,10/5/2012,BrF50-63,46174.1,46359.1,46174,46359
48480.1,AGL,M,F51,10/5/2012,BrF50-65,46222.1,46385.1,46222,46385
48484.1,BR,M,F51,10/5/2012,BrF50-56,46207.1,46305.1,46207,46305
48488.1,WR,M,F51,10/5/2012,BrF50-48,46384.1,46173.1,46384,46173
48492.1,BRL,M,F51,10/6/2012,BrF50-41,46213.1,46199.1,46213,46199
48498.1,BR,M,F51,10/5/2012,BrF50-62,46029.1,46355.1,46029,46355
48499.1,WRL,M,F51,10/5/2012,BrF50-64,46070.1,46367.1,46070,46367
49002.1,WL,M,F51,10/4/2012,BrF50-57,46077.1,46343.1,46077,46343
49006.1,AGR,M,F51,10/5/2012,BrF50-39,26574.1,46067.1,26574,46067
49010.1,AGR,M,F51,10/6/2012,BrF50-50,46350.1,46161.1,46350,46161
49014.1,WR,M,F51,10/6/2012,BrF50-55,46197.1,46303.1,46197,46303
49018.1,BL,M,F51,10/6/2012,BrF50-69,46167.1,46373.1,46167,46373
49022.1,WL,M,F51,10/6/2012,BrF50-70,46440.1,46037.1,46440,46037
49030.1,AGL,M,F51,10/7/2012,BrF50-52,46066.1,46216.1,46066,46216
49034.1,BR,M,F51,10/7/2012,BrF50-71,46468.1,46065.1,46468,46065
49038.1,WR,M,F51,10/7/2012,BrF50-46,46362.1,46168.1,46362,46168
49042.1,AGR,M,F51,10/7/2012,BrF50-68,46204.1,46363.1,46204,46363
49044.1,WR,M,F51,10/7/2012,BrF50-68,46204.1,46363.1,46204,46363
49046.1,AGR,M,F51,10/7/2012,BrF50-53,46342.1,46223.1,46342,46223
49050.1,AGR,M,F51,10/7/2012,BrF50-53,46342.1,46223.1,46342,46223
49054.1,AGL,M,F51,10/7/2012,BrF50-51,46194.1,46162.1,46194,46162
49060.1,AGR,M,F51,10/12/2012,BrF50-67,46366.1,46221.1,46366,46221
49066.1,AGL,M,F51,10/12/2012,BrF50-21,46370.1,46053.1,46370,46053
49068.1,WL,M,F51,10/18/2012,BrF50-54,46182.1,46224.1,46182,46224
49072.1,WR,M,F51,10/16/2012,BrF50-59,454960.1,46339.1,454960,46339
49076.1,BR,M,F51,10/22/2012,BrF50-33,46177.1,46184.1,46177,46184
49082.1,WR,M,F51,10/23/2012,BrF50-45,46338.1,46211.1,46338,46211
49086.1,BL,M,F51,10/28/2012,BrF50-30,46085.1,46096.1,46085,46096
49088.1,AGL,M,F51,10/28/2012,BrF50-38,46111.1,46192.1,46111,46192
49094.1,WR,M,F51,10/28/2012,BrF50-42,46071.1,46206.1,46071,46206
49096.1,WR,M,F51,10/28/2012,BrF50-42,46071.1,46206.1,46071,46206
49208.1,CC,M,F51,TBA,BrF50-76,46500.1,26578.1,46500,26578
49216.1,CC,M,F51,TBA,BrF50-78,46394.1,46166.1,46394,46166
49232.1,CC,M,F51,TBA,BrF50-82,46396.1,46203.1,46396,46203
49236.1,CC,M,F51,TBA,BrF50-84,46060.1,46435.1,46060,46435
49244.1,CC,M,F51,TBA,BrF50-86,46190.1,46443.1,46190,46443
49248.1,CC,M,F51,TBA,BrF50-72,46390.1,46032.1,46390,46032
49252.1,CC,M,F51,TBA,BrF50-73,46464.1,46039.1,46464,46039
49256.1,CC,M,F51,TBA,BrF50-92,46322.1,46309.1,46322,46309
49260.1,CC,M,F51,TBA,BrF50-93,46181.1,46391.1,46181,46391
49264.1,CC,M,F51,TBA,BrF50-96,46021.1,46471.1,46021,46471
49268.1,CC,M,F51,TBA,BrF50-99,46646.1,46395.1,46646,46395
49272.1,CC,M,F51,TBA,BrF50-100,46432.1,46481.1,46432,46481
49276.1,CC,M,F51,TBA,BrF50-105,46306.1,46321.1,46306,46321
49280.1,CC,M,F51,TBA,BrF50-104,46452.1,46647.1,46452,46647
49284.1,CC,M,F51,TBA,BrF50-97,46488.1,46475.1,46488,46475
49288.1,CC,M,F51,TBA,BrF50-101,46477.1,46489.1,46477,46489
49292.1,CC,M,F51,TBA,BrF50-94,46480.1,46399.1,46480,46399
49296.1,CC,M,F51,TBA,BrF50-102,46193.1,46485.1,46193,46485
49300.1,CC,M,F51,TBA,BrF50-95,46109.1,46453.1,46109,46453
49406.1,CC,M,F51,TBA,BrF50-103,46119.1,46643.1,46119,46643
49410.1,CC,M,F51,TBA,BrF50-89,46302.1,46463.1,46302,46463
49418.1,CC,M,F51,TBA,BrF50-83,46220.1,46431.1,46220,46431
49419.1,CC,M,F51,TBA,BrF50-98,46042.1,46499.1,46042,46499
49420.1,CC,M,F51,TBA,BrF50-98,46042.1,46499.1,46042,46499
49422.1,CC,M,F51,TBA,BrF50-83,46220.1,46431.1,46220,46431
49446.1,CC,M,F51,11/11/2012,BrF50-27,46062.1,26579.1,46062,26579
49450.1,CC,M,F51,TBA,BrF50-75,46448.1,46113.1,46448,46113
49458.1,CC,M,F51,TBA,BrF50-88,46484.1,46459.1,46484,46459
49454.1,CC,M,F51,TBA,BrF50-88,46484.1,46459.1,46484,46459
49000.1,BR,M,F51,10/6/2012,BrF50-36,46031.1,46188.1,46031,46188
