id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	ppi.date	glu.date	rip.date	cpp.mo	ppi.mo	glu.mo	rip.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	cpp.diff1	cpp.diff2	cpp.diff3	cpp.diff4	cpp.diff5	cpp.diff6	cpp.diff	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	sens1	sens2	sens3	sens4	sens5	sens6	sens	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	glucose	tail	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	glu.age	glu.weight	rip.age	rip.weight	wild	brain	ppi.weight	ppi.age	ppi.box	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim	ppi3.logit	ppi6.logit	ppi12.logit	coat	deaf	is.gen50	is.gen51	is.gen52	is.gen53	is.gen54	is.gen55	is.gen56	is.coatA	is.coatB	is.coatW	is.batch1	is.batch2	is.batch3	is.batch4	is.batch5	is.batch6	is.batch7	is.batch8	is.batch9	is.batch10	is.batch11	is.batch12	is.batch13	is.batch14	is.batch15	is.batch16	is.batch17	is.batch18	is.batch19	is.batch20	is.batch21	is.batch22	is.cpp.box1	is.cpp.box2	is.cpp.box3	is.cpp.box4	is.cpp.box5	is.cpp.box6	is.cpp.box7	is.cpp.box8	is.cpp.box9	is.cpp.box10	is.cpp.box11	is.cpp.box12	is.ppi.box1	is.ppi.box2	is.ppi.box3	is.ppi.box4	is.ppi.box5	avg.nostim	diff.start.nostim
26590	50	BR	BrF49-44	45382	45479	110	97	21	0.75	7/4/2012	TestF50-19	F	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Aug	Sep	Sep	54	2	21.7	1	21.5	0	21.1	4	20.6	0	20.6	3	21.3	3	23.3	27.5	23.2	36.9	41.5	29.2	0.100888889	172.1	155.3	172.2	172.3	128.5	159.9	960.3	195.4	182.8	195.4	209.2	170	189.1	1141.9	25	23	26	25	30	20	149	42	39	32	28	46	36	223	24	183	49	13	72	-29	312	1548	1933	1907	1724	1850	1372	10334	443	321	479	551	571	582	2947	314	295	304	258	276	198	1645	467	504	528	564	643	553	3259	426	290	314	241	285	219	1775	2717	2856	2170	2338	2259	2030	14370	76	18	0	0	0	0	0	0	0	77	21.3	82	20.9	NA	n	22.3	70	2	51.34125637	48.89643463	39.84153933	14.58333333	-10.33333333	32	-2.713898534	-2.287298042	-2.308594053	B	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	10.58333333
26591	50	AGR	BrF49-44	45382	45479	110	97	21	0.75	7/4/2012	TestF50-20	M	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Aug	Sep	Sep	54	6	25.2	2	24.8	0	25	6	24.8	0	24.6	5	25.6	9	19	-4.1	21.7	22.7	33	18.8	0.061722222	112.9	134.9	144.9	155.1	156.7	145.3	849.8	131.9	130.8	166.6	177.8	189.7	164.1	960.9	24	26	19	25	22	25	141	41	33	25	32	26	21	178	-30	139	142	177	186	137	751	1830	1929	1825	2081	1757	1735	11157	511	438	455	424	407	419	2654	374	375	344	388	246	274	2001	481	577	597	601	593	556	3405	371	257	359	336	211	218	1752	2479	1816	2014	1985	1741	1338	11373	139	22	0	0	0	0	0	0	0	77	27.6	82	27.2	NA	n	27.7	70	2	64.56664776	70.76744186	64.5643789	29.66666667	7.5	27	-2.231349882	-2.187178576	-2.147082186	A	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3.375	26.29166667
26592	50	BL	BrF49-46	45457	45438	99	100	21	0.444444444	7/4/2012	TestF50-20	M	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Aug	Sep	Sep	54	7	26	5	26.8	0	27.5	6	28.2	0	28.8	7	30.4	3	9.1	55.6	-11.2	10.8	-6.8	-69.9	-0.006888889	138.8	117.8	180.8	143	167.2	164.8	912.4	147.9	173.4	169.6	153.8	160.4	94.9	900	19	13	13	16	15	21	97	36	27	30	18	21	19	151	0	14	-2	-39	-67	-196	-290	966	717	663	706	630	586	4268	264	272	219	251	280	299	1585	281	204	225	242	139	154	1245	264	286	217	212	213	103	1295	291	197	208	127	122	110	1055	1261	846	884	614	783	551	4939	133	21	0	0	0	0	0	0	0	77	30.3	82	30.8	NA	y	30.4	70	3	46.09661172	58.84691697	44.31725682	126.1666667	7	39	-2.551496064	-2.334324417	-2.227713047	B	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4.875	121.2916667
26593	50	BL	BrF49-46	45457	45438	99	100	21	0.444444444	7/4/2012	TestF50-19	F	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Aug	Sep	Sep	54	3	18.6	7	18.6	1	18.3	4	18.9	0	18.5	4	19.8	9	26.1	-2.2	85.4	40.9	14.8	67.8	0.129333333	137.9	111.5	86.9	84.9	68	NA	536	164	109.3	172.3	125.8	82.8	114.6	768.8	43	41	36	34	21	16	191	48	31	34	21	20	14	168	111	284	185	28	-26	143	725	1847	2057	1828	1596	1252	995	9575	471	411	475	701	782	570	3410	533	384	312	203	242	188	1862	582	695	660	729	756	713	4135	359	386	432	312	258	203	1950	2011	1670	1595	1374	1100	1046	8796	92	10	0	0	0	0	0	0	0	77	25.2	82	24.1	NA	n	22.9	70	3	19.24230365	50.65486613	30.81611537	57.625	35	44	-2.645850308	-2.714906449	-2.293173324	B	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5.5	52.125
26594	50	WR	BrF49-55	45393	45425	113	98	21	0.6	7/4/2012	TestF50-20	M	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Aug	Sep	Sep	54	8	25	7	25	0	25.3	5	25.2	0	25.3	5	26.2	3	23.9	9	85.5	15.5	21.9	20.1	0.097722222	131.3	178.7	118.6	118.4	156.1	171.6	874.7	155.2	187.7	204.1	133.9	178	191.7	1050.6	31	28	21	19	24	28	151	62	39	40	34	28	35	238	-57	143	48	249	170	312	865	1727	1579	1300	1125	1089	1081	7901	532	399	395	296	330	269	2221	539	264	272	319	296	216	1906	475	542	443	545	500	581	3086	330	292	306	229	205	191	1553	2336	1639	1797	1272	1485	1629	10158	100	19	0	0	0	0	0	0	0	77	28.5	82	29.6	NA	n	28.4	70	4	63.39659794	76.19457843	59.25973508	90.83333333	-31.66666667	36	-2.416411098	-2.195172003	-2.11475417	W	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4.5	86.33333333
26595	50	WR	BrF49-55	45393	45425	113	98	21	0.6	7/4/2012	TestF50-19	F	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Aug	Sep	Sep	54	4	22.8	0	22.8	0	22.7	8	23.7	0	23.5	8	24.7	0	11.5	32.9	61.3	31.8	71.4	44.6	0.140833333	177	148.2	133.1	167.2	143.7	171.2	940.4	188.5	181.1	194.4	199	215.1	215.8	1193.9	34	30	20	34	34	29	181	53	32	24	28	34	32	203	-55	99	83	145	52	-61	263	2612	2330	1866	2483	2061	1667	13019	373	334	320	253	349	318	1947	356	306	235	348	228	168	1641	318	433	403	398	401	257	2210	422	234	224	297	214	202	1593	3393	2690	2200	2434	2290	2123	15130	51	20	0	0	0	0	0	0	0	77	25.8	82	24.8	NA	y	26.2	70	4	61.33646859	68.10602702	54.81708845	98.75	1.666666667	37	-2.454300072	-2.20960922	-2.163846528	W	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4.625	94.125
45493	50	WR	BrF49-82	45467	45471	112	111	21	0.5	7/19/2012	TestF50-33	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	57	4	17.4	4	17.8	0	18.2	5	18.1	0	17.8	6	18	2	79.5	25.1	52	87.1	73.5	43.1	0.200166778	144.1	194.6	158.1	177.9	128.5	168.1	971.3	223.6	219.7	210.1	265	202	211.2	1331.6	38	36	35	29	27	33	198	15	20	22	18	18	24	117	135	-103	85	113	223	104	557	1642	1703	1696	1129	1306	1338	8814	368	297	98	74	80	61	978	436	216	176	254	248	138	1468	503	194	183	187	303	165	1535	400	237	360	364	282	213	1856	1309	1311	1352	1166	1066	1218	7422	77	7	0	0	0	0	0	0	0	75	19.3	83	19.7	NA	n	19.3	68	4	64.36111111	80.94444444	64.21759259	68.08333333	-8	38	-2.322644348	-2.188572266	-2.088283276	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4.75	63.33333333
45494	50	WR	BrF49-82	45467	45471	112	111	21	0.5	7/19/2012	TestF50-36	M	3	9/14/2012	9/25/2012	10/2/2012	10/11/2012	Sep	Sep	Oct	Oct	57	7	27.1	1	27.7	0	28.1	8	28.6	0	28.5	5	28.9	7	13.4	17.7	-3.8	-47.3	30.9	-55.5	-0.024778222	140.7	150.5	157.8	179.6	134.4	172.2	935.2	154.1	168.2	154	132.3	165.3	116.7	890.6	43	30	27	25	25	36	186	43	30	24	27	24	25	173	177	247	222	219	238	187	1290	1614	1307	1090	1031	967	1153	7162	248	97	59	64	88	101	657	233	125	100	165	134	138	895	425	344	281	283	326	288	1947	248	101	184	151	199	100	983	1576	1106	839	919	730	803	5973	109	8	0	0	0	0	0	0	0	75	28.6	84	29.7	NA	y	28.6	68	1	64.66234889	75.35647073	68.11803801	58.75	-19.16666667	44	-2.188747634	-2.186531155	-2.119594366	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5.5	53.25
45496	50	BR	BrF49-01	45301	45371	104	98	21	0.833333333	6/20/2012	TestF50-02	M	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	5	28	4	28.3	1	28.7	4	29.6	0	29.3	5	31	5	6	-5.1	62	-23.4	-1.3	39.9	0.043388889	131.2	143.9	108.2	159	140.1	148.4	830.8	137.2	138.8	170.2	135.6	138.8	188.3	908.9	36	30	34	16	16	26	158	35	30	25	22	25	14	151	124	48	-188	-154	-160	-273	-603	1964	1542	1663	1034	1038	1201	8442	354	261	307	186	196	286	1590	411	520	427	228	623	424	2633	478	309	119	32	36	13	987	300	213	220	175	184	136	1228	2656	2171	1861	1657	1388	956	10689	88	27	0	0	0	0	0	0	0	78	32.5	82	32.9	NA	n	30	64	1	72.73498233	72.13922261	70.30424028	37.54166667	-17	43	-2.177325167	-2.135086278	-2.13868422	B	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5.375	32.16666667
45497	50	BR	BrF49-01	45301	45371	104	98	21	0.833333333	6/20/2012	TestF50-01	F	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	1	22.8	1	23	1	23.9	9	24.6	1	24.5	4	25.5	4	14.5	-9.6	8.5	74.1	29.3	-50.4	0.036888889	144.2	126.1	142.1	91	165.3	183.9	852.6	158.7	116.5	150.6	165.1	194.6	133.5	919	37	43	37	36	33	21	207	20	29	37	21	19	19	145	-91	-100	-270	-261	-235	-218	-1175	2391	2778	1982	1724	1961	1729	12565	365	329	391	304	256	218	1863	328	538	446	NA	411	520	2994	274	229	121	43	21	0	688	176	190	219	256	210	166	1217	1793	1843	1671	1626	1590	1175	9698	53	21	0	0	0	0	0	0	0	78	24.9	82	24.5	NA	y	25.6	64	1	57.55937157	62.17062477	54.85750822	50	1.333333333	48	-2.346358043	-2.237376963	-2.203706304	B	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	44
