Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
54733,W,F,F28,5/15/2004,Sa,51110,50968,50968,C24,,,9/22/2004,54541,,,C88
54735,W,M,F28,5/15/2004,Sa,51110,50968,50968,C24,,,9/22/2004,54460,,,C78
54805,T,M,F28,5/17/2004,M,51272,51475,51475,C77,,,9/22/2004,53995,,,C52
54806,T,F,F28,5/17/2004,M,51272,51475,51475,C77,,,9/22/2004,54012,,,C36
54813,T,F,F28,5/18/2004,Tu,50829,51739,51739,C1,,,9/22/2004,54219,,,C59
54814,T,M,F28,5/18/2004,Tu,50829,51739,51739,C1,,,,,,,
54819,W,M,F28,5/18/2004,Tu,51419,50899,50899,C27,,,9/22/2004,55119,,,C90
54823,W,F,F28,5/18/2004,Tu,51419,50899,50899,C27,,,9/22/2004,54077,,,C25
54853,T,F,F28,5/20/2004,Th,51285,51633,51633,C78,,,9/22/2004,55346,,,C91
54855,B,M,F28,5/20/2004,Th,51285,51633,51633,C78,,,9/22/2004,54056,,,C53
54856,B,F,F28,5/20/2004,Th,51285,51633,51633,C78,,,9/22/2004,53977,,,C43
54936,W,F,F28,5/24/2004,Tu,51297,51121,51121,C80,,,9/22/2004,54177,,,C19
54938,W,F,F28,5/24/2004,Tu,51297,51121,51121,C80,,,9/22/2004,54253,,,C63
54963,T,M,F28,5/26/2004,W,51136,51379,51379,C35,,,9/22/2004,55258,,,C94
54965,T,F,F28,5/26/2004,W,51136,51379,51379,C35,,,,,,,
54966,W,M,F28,5/26/2004,W,51136,51379,51379,C35,,,9/22/2004,53978,,,C33
54968,W,F,F28,5/26/2004,W,51136,51379,51379,C35,,,9/22/2004,55198,,,C93
54969,W,M,F28,5/26/2004,W,51211,51250,51250,C60,,,9/22/2004,54466,,,C82
54973,B,F,F28,5/26/2004,W,51211,51250,51250,C60,,,9/22/2004,55118,,,C92
54975,B,M,F28,5/26/2004,W,51211,51250,51250,C60,,,9/22/2004,54023,,,C46
54978,W,M,F28,5/26/2004,W,50924,51579,51579,C69,,,9/22/2004,53944,,,C14
54980,W,M,F28,5/26/2004,W,50924,51579,51579,C69,,,9/22/2004,54049,,,C49
55118,T,M,F28,5/31/2004,M,51239,50846,50846,C66,,,9/22/2004,54973,,,C92
55119,T,F,F28,5/31/2004,M,51239,50846,50846,C66,,,9/22/2004,54819,,,C90
55169,W,M,F28,5/27/2004,Th,51667,51287,51287,C17,,,9/22/2004,56226,,,C57
55171,B,M,F28,5/27/2004,Th,51667,51287,51287,C17,,,9/22/2004,54256,,,C58
55173,B,M,F28,6/3/2004,Th,51155,51117,51117,C38,,,9/22/2004,55197,,,C96
55178,W,F,F28,6/5/2004,Sa,51071,50859,50859,C9,,,9/22/2004,55260,,,C97
55179,T,M,F28,6/5/2004,Sa,51071,50859,50859,C9,,,9/22/2004,55123,,,C95
55197,W,F,F28,6/7/2004,M,51454,51134,51134,C33,,,9/22/2004,55173,,,C96
55198,W,M,F28,6/7/2004,M,51454,51134,51134,C33,,,9/22/2004,54968,,,C93
55258,T,F,F28,6/11/2004,F,50842,51649,51649,C3,,,9/22/2004,54963,,,C94
55260,T,M,F28,6/11/2004,F,50842,51649,51649,C3,,,9/22/2004,55178,,,C97
55343,W,F,F28,6/20/2004,Su,51241,51007,51007,C67,,,,,,,
55344,T,M,F28,6/20/2004,Su,51241,51007,51007,C67,,,,,,,
55426,W,M,F28,6/27/2004,Sa,51214,50987,50987,C61,,,9/22/2004,55345,,,C98
