Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
49283,B,F,F26,7/29/2003,Tu,46439,46550,46550,C28,,,10/29/2003,49157,,,C63
49284,B,M,F26,7/29/2003,Tu,46439,46550,46550,C28,,,10/29/2003,48822,,,C36
49292,T,M,F26,7/29/2003,Tu,46664,46562,46562,C29,,,,,,,
49294,W,M,F26,7/29/2003,Tu,46664,46562,46562,C29,,,,,,,
49296,W,F,F26,7/29/2003,Tu,46664,46562,46562,C29,,,10/29/2003,49325,,,C46
49300,W,M,F26,7/29/2003,Tu,46737,46528,46528,C35,,,10/29/2003,48873,,,C40
49303,B,F,F26,7/29/2003,Tu,46737,46528,46528,C35,,,10/29/2003,49213,,,C29
49307,B,M,F26,7/29/2003,Tu,46746,46287,46287,C38,,,10/29/2003,49087,,,C41
49312,W,F,F26,7/29/2003,Tu,46746,46287,46287,C38,,,10/29/2003,49323,,,C43
49314,T,M,F26,7/29/2003,Tu,46799,46886,46886,C42,,,10/29/2003,49032,,,C42
49321,B,F,F26,7/29/2003,Tu,46799,46886,46886,C42,,,10/29/2003,49333,,,C49
49323,B,M,F26,7/29/2003,Tu,46799,46886,46886,C42,,,10/29/2003,49312,,,C43
49325,T,M,F26,7/29/2003,Tu,46337,46507,46507,C46,,,10/29/2003,49296,,,C46
49338,W,F,F26,7/29/2003,Tu,46615,46798,46798,C58,,,10/29/2003,48969,,,C44
49399,B,F,F26,7/29/2003,Tu,46615,46798,46798,C58,,,,,,,
49342,B,F,F26,7/29/2003,Tu,46615,46798,46798,C58,,,,,,,
49344,B,M,F26,7/29/2003,Tu,46615,46798,46798,C58,,,10/29/2003,49216,,,C51
49350,W,M,F26,7/29/2003,Tu,46939,46542,46542,C68,,,10/29/2003,48791,,,C54
49352,W,F,F26,7/29/2003,Tu,46939,46542,46542,C68,,,10/29/2003,48998,,,C47
49357,B,M,F26,7/29/2003,Tu,46965,46826,46826,C70,,,10/29/2003,49140,,,C55
49361,B,F,F26,7/29/2003,Tu,46965,46826,46826,C70,,,10/29/2003,49514,,,C74
49364,B,M,F26,7/29/2003,Tu,46965,46826,46826,C70,,,10/29/2003,48781,,,C56
49365,W,M,F26,7/29/2003,Tu,47085,47161,47161,C84,,,10/29/2003,48980,,,C59
49370,W,M,F26,7/29/2003,Tu,47085,47161,47161,C84,,,10/29/2003,49009,,,C60
49371,W,F,F26,7/29/2003,Tu,47085,47161,47161,C84,,,10/29/2003,48816,,,C62
49380,W,M,F26,7/29/2003,Tu,47676,47684,47684,C95,,,10/29/2003,48800,,,C64
49393,T,M,F26,7/30/2003,W,46300,46900,46900,C50,,,10/29/2003,48818,,,C65
49405,T,M,F26,7/30/2003,W,46601,46806,46806,C55,,,10/29/2003,49233,,,C66
49407,T,F,F26,7/30/2003,W,46601,46806,46806,C55,,,10/29/2003,49084,,,C68
49411,T,F,F26,7/30/2003,W,46678,47019,47019,C72,,,10/29/2003,49521,,,C75
49413,T,M,F26,7/30/2003,W,46678,47019,47019,C72,,,10/29/2003,48960,,,C69
49434,B,M,F26,7/31/2003,Th,47164,46620,46620,C85,,,10/29/2003,49268,,,C70
49437,B,F,F26,7/31/2003,Th,47164,46620,46620,C85,,,,,,,
49439,B,M,F26,7/31/2003,Th,47164,46620,46620,C85,,,,,,,
49473,T,F,F26,8/1/2003,F,46637,46772,46772,C26,,,10/29/2003,49189,,,C71
49475,B,M,F26,8/1/2003,F,46637,46772,46772,C26,,,10/29/2003,48919,,,C73
49479,B,F,F26,8/1/2003,F,46637,46772,46772,C26,,,10/29/2003,49199,,,C72
49514,W,M,F26,8/4/2003,M,46408,46489,46489,C5,,,10/29/2003,49361,,,C74
49516,W,F,F26,8/4/2003,M,46408,46489,46489,C5,,,10/29/2003,48785,,,C76
49521,T,M,F26,8/4/2003,M,46486,46346,46346,C41,,,10/29/2003,49411,,,C75
49524,B,F,F26,8/4/2003,M,46486,46346,46346,C41,,,10/29/2003,49785,,,C94
49554,W,F,F26,8/5/2003,Tu,47263,47306,47306,C90,,,10/29/2003,49269,,,C77
49556,W,M,F26,8/5/2003,Tu,47263,47306,47306,C90,,,10/29/2003,49200,,,C80
49643,W,M,F26,8/13/2003,W,46842,46532,46532,C52,,,10/29/2003,49039,,,C81
49645,W,F,F26,8/13/2003,W,46842,46532,46532,C52,,,10/29/2003,49704,,,C85
49675,B,F,F26,8/15/2003,F,47158,47260,47260,C89,,,10/29/2003,49732,,,C89
49676,B,M,F26,8/15/2003,F,47158,47260,47260,C89,,,10/29/2003,48923,,,C82
49695,W,M,F26,8/17/2003,Su,46897,46317,46317,C62,,,10/29/2003,49279,,,C84
49697,W,F,F26,8/17/2003,Su,46897,46317,46317,C62,,,10/29/2003,48941,,,C83
49704,B,M,F26,8/17/2003,Su,46936,46414,46414,C73,,,10/29/2003,49645,,,C85
49705,B,F,F26,8/17/2003,Su,46936,46414,46414,C73,,,10/29/2003,49108,,,C86
49732,T,M,F26,8/18/2003,M,46468,46750,46750,C37,,,10/29/2003,49675,,,C89
49738,B,F,F26,8/18/2003,M,46468,46750,46750,C37,,,10/29/2003,48904,,,C87
49742,T,M,F26,8/19/2003,Tu,46651,46690,46690,C27,,,10/29/2003,50000,,,C95
49749,W,M,F26,8/19/2003,Tu,46651,46690,46690,C27,,,10/29/2003,49074,,,C90
49751,B,F,F26,8/19/2003,Tu,46390,46824,46824,C49,,,10/29/2003,48786,,,C93
49754,W,M,F26,8/19/2003,Tu,46390,46824,46824,C49,,,10/29/2003,49436,,,C92
49785,B,M,F26,8/24/2003,Su,46555,47088,47088,C79,,,10/29/2003,49524,,,C94
50000,T,F,F26,9/15/2003,M,46935,47036,47036,C75,,,10/29/2003,49742,,,C95
