Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
27675,W,M,F16,4/7/2000,F,24966,24476,24350,C46-2,,,6/21/2000,27792,,,C36
27676,W,F,F16,4/7/2000,F,24966,24476,24476,C46-2,,,6/21/2000,27246,,,C20
27716,T,F,F16,4/8/2000,Sa,24506,24953,24953,C42-2,,,6/21/2000,27326,,,C26
27718,T,M,F16,4/8/2000,Sa,24506,24953,24953,C42-2,,,6/21/2000,27578,,,C27
27731,W,F,F16,4/9/2000,Su,24949,24519,24519,C44-2,,,7/13/2000,28183,,,C59
27735,B,M,F16,4/9/2000,Su,24949,24519,24519,C44-2,,,6/21/2000,27173,,,C28
27736,B,F,F16,4/9/2000,Su,24949,24519,24519,C44-2,,,6/28/2000,27926,,,C46
27748,B,F,F16,4/10/2000,M,25356,25312,24955,C74-2,,,6/21/2000,27475,,,C29
27749,B,M,F16,4/10/2000,M,25356,25312,24955,C74-2,,,6/21/2000,27762,,,C33
27755,B,M,F16,4/10/2000,M,25356,25312,25312,C74-2,,,6/21/2000,27535,,,C31
27758,W,F,F16,4/10/2000,M,25286,24995,25312,C67-2,,,6/21/2000,27635,,,C30
27759,W,M,F16,4/10/2000,M,25286,24995,25312,C67-2,,,6/21/2000,27543,,,C32
27762,B,F,F16,4/11/2000,Tu,24646,24635,24635,C35-2,,,6/21/2000,27749,,,C33
27765,T,M,F16,4/11/2000,Tu,24646,24635,24635,C35-2,,,6/28/2000,27633,,,C42
27785,B,F,F16,4/12/2000,W,24666,25153,24572,C63-2,,,6/28/2000,27909,,,C45
27788,B,M,F16,4/12/2000,W,24666,25153,24572,C63-2,,,6/21/2000,27473,,,C38
27789,B,F,F16,4/12/2000,W,24666,25153,24572,C63-2,,,6/28/2000,27833,,,C41
27792,W,F,F16,4/12/2000,W,24554,24358,24358,C22-2,,,6/21/2000,27675,,,C36
27793,W,M,F16,4/12/2000,W,24554,24358,24358,C22-2,,,7/13/2000,27243,,,C63
27798,W,M,F16,4/12/2000,W,24998,24503,24358,C52-2,,,6/28/2000,27908,,,C44
27801,B,M,F16,4/12/2000,W,24704,24586,24586,C39-2,,,7/27/2000,28317,,,C66
27803,W,M,F16,4/12/2000,W,24704,24586,24586,C39-2,,,6/21/2000,27529,,,C39
27806,W,M,F16,4/12/2000,W,24998,24503,24503,C52-2,,,6/21/2000,27479,,,C40
27813,T,F,F16,4/12/2000,W,24554,24358,24358,C22-2,,,6/21/2000,27539,,,C35
27823,W,F,F16,4/12/2000,W,24333,24572,25153,C9-2,,,6/21/2000,27518,,,C34
27833,W,M,F16,4/14/2000,F,25076,25006,25006,C57-2,,,6/28/2000,27789,,,C41
27838,W,M,F16,4/14/2000,F,25076,25006,25006,C57-2,,,7/27/2000,28336,,,C67
27839,W,F,F16,4/14/2000,F,24623,25095,25006,C59-2,,,7/13/2000,28191,,,C62
27845,T,M,F16,4/14/2000,F,24623,25095,25095,C59-2,,,7/13/2000,28194,,,C60
27849,W,F,F16,4/14/2000,F,25076,25006,25095,C57-2,,,7/13/2000,28166,,,C57
27908,T,F,F16,4/17/2000,M,25098,25468,25468,C77-2,,,6/28/2000,27798,,,C44
27909,T,M,F16,4/17/2000,M,25098,25468,25468,C77-2,,,6/28/2000,27785,,,C45
27926,B,M,F16,4/18/2000,Tu,24639,24989,25309,C50-2,,,6/28/2000,27736,,,C46
27930,W,F,F16,4/18/2000,Tu,24639,24989,25309,C50-2,,,7/27/2000,28388,,,C70
27945,B,M,F16,4/20/2000,Th,24658,24354,24354,C30-2,,,7/13/2000,28036,,,C51
27948,B,M,F16,4/20/2000,Th,24658,24354,24354,C30-2,,,7/13/2000,28047,,,C52
27949,B,F,F16,4/20/2000,Th,24658,24354,24354,C30-2,,,6/29/2000,27663,,,C47
27968,T,M,F16,4/21/2000,F,24465,24532,24532,C16-2,,,7/13/2000,28192,,,C61
27973,W,M,F16,4/21/2000,F,24465,24532,24532,C16-2,,,7/13/2000,27595,,,C48
27975,W,F,F16,4/21/2000,F,24465,24532,24532,C16-2,,,7/13/2000,27998,,,C49
27996,T,F,F16,4/23/2000,Su,24525,24527,24527,C20-2,,,7/27/2000,28393,,,C71
27998,T,M,F16,4/23/2000,Su,24525,24527,24527,C20-2,,,7/13/2000,27975,,,C49
28016,B,F,F16,4/24/2000,M,25013,25368,25368,C75-2,,,7/13/2000,27576/ 27147,,,C50/88
28019,B,F,F16,4/24/2000,M,25013,25368,25368,C75-2,,,7/13/2000,28236,,,C64
28033,W,M,F16,4/25/2000,Tu,24562,24364,24364,C23-2,,,7/27/2000,28421,,,C73
28035,W,M,F16,4/25/2000,Tu,24938,24555,24364,C41-2,,,7/13/2000,28164,,,C56
28036,W,F,F16,4/25/2000,Tu,24938,24555,24364,C41-2,,,7/13/2000,27945,,,C51
28047,B,F,F16,4/25/2000,Tu,25008,24615,24555,C54-2,,,7/13/2000,27948,,,C52
28056,B,F,F16,4/25/2000,Tu,24562,24364,24615,C23-2,,,7/27/2000,28456,,,C78
28164,W,F,F16,5/1/2000,M,24579,24983,24983,C49-2,,,7/13/2000,28035,,,C56
28166,W,M,F16,5/1/2000,M,24579,24983,24983,C49-2,,,7/13/2000,27849,,,C57
28178,B,M,F16,5/1/2000,M,25186,25147,25435,C65-2,,,7/13/2000,27585,,,C58
28183,W,M,F16,5/1/2000,M,25186,25147,25147,C65-2,,,7/13/2000,27731,,,C59
28191,T,M,F16,5/2/2000,Tu,24486,25020,25020,C48-2,,,7/13/2000,27839,,,C62
28192,T,F,F16,5/2/2000,Tu,24486,25020,25020,C48-2,,,7/13/2000,27968,,,C61
28194,W,F,F16,5/2/2000,Tu,24486,25020,25020,C48-2,,,7/13/2000,27845,,,C60
28236,W,M,F16,5/4/2000,Th,25111,25465,25465,C78-2,,,7/13/2000,28019/ 27148,,,C64/1
28239,W,F,F16,5/4/2000,Th,25111,25465,25465,C78-2,,,7/27/2000,28425,,,C76
28283,T,F,F16,5/6/2000,Sa,24463,24414,24414,C15-2,,,7/27/2000,28420,,,C75
28316,B,M,F16,5/8/2000,M,24345,24580,24580,C10-2,,,7/27/2000,28415,,,C74
28317,B,F,F16,5/8/2000,M,24345,24580,24580,C10-2,,,7/27/2000,27801,,,C66
28336,B,F,F16,5/9/2000,Tu,25016,25023,24421,C56-2,,,7/27/2000,27838,,,C67
28339,W,M,F16,5/9/2000,Tu,25016,25023,24421,C56-2,,,7/27/2000,28390,,,C69
28346,B,F,F16,5/9/2000,Tu,24458,24421,25023,C6-2,,,8/9/2000,28573,,,C79
28349,B,M,F16,5/9/2000,Tu,24458,24421,25023,C6-2,,,8/16/2000,28676,,,C82
28379,W,F,F16,5/11/2000,Th,25319,25355,25355,C73-2,,,8/16/2000,28683,,,C85
28383,W,M,F16,5/11/2000,Th,25319,25355,25355,C73-2,,,7/27/2000,28449,,,C77
28388,B,M,F16,5/11/2000,Th,25319,25355,25355,C73-2,,,7/27/2000,27930,,,C70
28390,T,F,F16,5/11/2000,Th,25482,25375,25375,C81-2,,,7/27/2000,28339,,,C69
28393,B,M,F16,5/11/2000,Th,25482,25375,25375,C81-2,,,7/27/2000,27996,,,C71
28415,B,F,F16,5/14/2000,Su,24590,24662,24662,C34-2,,,7/27/2000,28316,,,C74
28420,B,M,F16,5/14/2000,Su,24590,24662,24662,C34-2,,,7/27/2000,28283,,,C75
28421,B,F,F16,5/14/2000,Su,24590,24662,24662,C34-2,,,7/27/2000,28033,,,C73
28425,T,M,F16,5/16/2000,Tu,25189,25282,25282,C66-2,,,7/27/2000,28239,,,C76
28449,B,F,F16,5/17/2000,W,25367,25483,25483,C80-2,,,7/27/2000,28383,,,C77
28453,B,M,F16,5/17/2000,W,25367,25483,25483,C80-2,,,8/16/2000,28686,,,C84
28456,T,M,F16,5/17/2000,W,25367,25483,25483,C80-2,,,7/27/2000,28056,,,C78
28573,B,M,F16,5/25/2000,Th,24936,25104,25104,C60-2,,,8/9/2000,28346,,,C79
28575,B,F,F16,5/25/2000,Th,24936,25104,25104,C60-2,,,8/9/2000,28643,,,C81
28643,B,M,F16,5/27/2000,Sa,25469,25435,25435,C79-2,,,8/9/2000,28575,,,C81
28676,W,F,F16,6/3/2000,Sa,25423,25028,25028,C64-2,,,8/16/2000,28349,,,C82
28683,B,M,F16,6/4/2000,Su,24355,25309,25309,C82-2,,,8/16/2000,28379,,,C85
28686,B,F,F16,6/4/2000,Su,24355,25309,25309,C82-2,,,8/16/2000,28453,,,C84
