Animal #,C,Sex,Gen.,D.O.B.,Day,Sire,Dam,Nurse,Strain,Dead,Nec.,Mated,To,Toe-Clip,Weaned,Strain
44470,T,F,F24,10/31/2002,Th,42396,42500,42500,C66,,,2/26/2003,44127,,,C9
44471,T,M,F24,10/31/2002,Th,42396,42500,42500,C66,,,2/26/2003,44329,,,C29
44475,T,M,F24,10/31/2002,Th,42042,42713,42713,C70,,,2/26/2003,44510,,,C48
44477,B,F,F24,10/31/2002,Th,42042,42713,42713,C70,,,2/26/2003,44589,,,C57
44480,T,M,F24,10/31/2002,Th,42476,42789,42789,C73,,,2/26/2003,44424,,,C31
44484,W,F,F24,10/31/2002,Th,42476,42789,42789,C73,,,2/26/2003,44446,,,C27
44493,T,M,F24,10/31/2002,Th,42887,43108,43108,C79,,,2/26/2003,44358,,,C32
44510,W,F,F24,11/1/2002,F,41765,41977,41977,C3,,,2/26/2003,44475,,,C48
44519,B,M,F24,11/1/2002,F,41952,41985,41985,C7,,,2/26/2003,44563,,,C35
44525,B,M,F24,11/1/2002,F,41967,41687,41687,C8,,,2/26/2003,44256,,,C36
44526,B,M,F24,11/1/2002,F,41967,41687,41687,C8,,,2/26/2003,44125,,,C37
44529,B,F,F24,11/1/2002,F,41967,41687,41687,C8,,,2/26/2003,44465,,,C45
44539,W,F,F24,11/1/2002,F,42100,41884,41884,C21,,,,CC604,,,C50
44541,T,M,F24,11/1/2002,F,42100,41884,41884,C21,,,2/26/2003,44362,,,C39
44545,W,M,F24,11/1/2002,F,42161,41929,41929,C27,,,2/26/2003,44312,,,C40
44548,W,F,F24,11/1/2002,F,42161,41929,41929,C27,,,2/26/2003,44650,,,C55
44549,W,F,F24,11/1/2002,F,42161,41929,41929,C27,,,2/26/2003,44675,,,C60
44559,T,M,F24,11/1/2002,F,41881,42241,42241,C33,,,2/26/2003,44833,,,C65
44563,B,F,F24,11/1/2002,F,41881,42241,42241,C33,,,2/26/2003,44519,,,C35
44568,W,F,F24,11/1/2002,F,41722,42520,42520,C63,,,2/26/2003,44258,,,C41
44573,W,M,F24,11/1/2002,F,41722,42520,42520,C63,,,2/26/2003,44466,,,C46
44576,B,F,F24,11/1/2002,F,42504,41968,41968,C64,,,2/26/2003,44373,,,C43
44578,B,M,F24,11/1/2002,F,42504,41968,41968,C64,,,2/26/2003,44319,,,C47
44589,B,M,F24,11/1/2002,F,42618,41900,41900,C68,,,2/26/2003,44477,,,C57
44590,B,F,F24,11/1/2002,F,42618,41900,41900,C68,,,2/26/2003,44622,,,C51
44591,B,F,F24,11/1/2002,F,42618,41900,41900,C68,,,2/26/2003,44207,,,C34
44593,W,M,F24,11/1/2002,F,42984,42776,42776,C77,,,2/26/2003,44242,,,C49
44598,W,F,F24,11/1/2002,F,42984,42776,42776,C77,,,2/26/2003,44214,,,C38
44600,T,F,F24,11/1/2002,F,42856,43133,43113,C83,,,,,,,
44604,B,M,F24,11/1/2002,F,42856,43133,43113,C83,,,2/26/2003,44539,,,C50
44607,W,F,F24,11/1/2002,F,42856,43133,43113,C83,,,2/26/2003,44353,,,C42
44622,B,M,F24,11/2/2002,Sa,41843,41703,41703,C2,,,2/26/2003,44590,,,51
44626,B,F,F24,11/2/2002,Sa,41843,41703,41703,C2,,,2/26/2003,44286,,,C54
44632,W,F,F24,11/2/2002,Sa,42030,41761,41761,C13,,,2/26/2003,44177,,,C56
44638,T,M,F24,11/2/2002,Sa,42030,41761,41761,C13,,,2/26/2003,44251,,,C53
44639,T,M,F24,11/2/2002,Sa,42030,41761,41761,C13,,,2/26/2003,44673,,,C58
44645,T,M,F24,11/2/2002,Sa,41854,42262,42262,C30,,,2/26/2003,44760,,,C61
44648,B,F,F24,11/2/2002,Sa,41869,42437,42437,C49,,,2/26/2003,44306,,,C52
44650,B,M,F24,11/2/2002,Sa,41869,42437,42437,C49,,,2/26/2003,44548,,,C55
44673,T,F,F24,11/4/2002,M,42779,42888,42888,C76,,,2/26/2003,44639,,,C58
44675,B,M,F24,11/4/2002,M,42779,42888,42888,C76,,,2/26/2003,44549,,,C60
44678,W,F,F24,11/4/2002,M,42779,42888,42888,C76,,,2/26/2003,44151,,,C59
44755,W,M,F24,11/7/2002,Th,42516,41776,41776,C67,,,2/26/2003,44322,,,C76
44757,W,M,F24,11/7/2002,Th,42516,41776,41776,C67,,,2/26/2003,45007,,,C63
44760,W,F,F24,11/7/2002,Th,42516,41776,41776,C67,,,2/26/2003,44645,,,C61
44772,B,M,F24,11/7/2002,Th,43136,42982,42982,C82,,,2/26/2003,44171,,,C77
44808,B,M,F24,11/8/2002,F,42373,41957,41957,C46,,,2/26/2003,45016,,,C77
44810,B,F,F24,11/8/2002,F,42373,41957,41957,C46,,,2/26/2003,44254,,,C64
44814,B,F,F24,11/8/2002,F,42373,41957,41957,C46,,,2/26/2003,451233,,,C78
44821,W,M,F24,11/8/2002,F,42232,42858,42858,C78,,,2/26/2003,44211,,,C67
44827,W,F,F24,11/8/2002,F,42232,42858,42858,C78,,,2/26/2003,44169,,,C66
44830,W,F,F24,11/8/2002,F,42232,42858,42858,C78,,,2/26/2003,45010,,,C75
44833,B,F,F24,11/8/2002,F,43040,42988,42988,C80,,,2/26/2003,44559,,,C65
44895,W,M,F24,11/13/2002,W,41841,41095,41095,C1,,,2/26/2003,44351,,,C70
44899,W,F,F24,11/13/2002,W,41841,41095,41095,C1,,,2/26/2003,44268,,,C74
44903,B,M,F24,11/14/2002,Th,42268,42051,42051,C36,,,,,,,
44905,W,M,F24,11/14/2002,Th,42290,41821,41821,C38,,,2/26/2003,45196,,,C80
44907,B,F,F24,11/14/2002,Th,42290,41821,41821,C38,,,2/26/2003,44293,,,C71
44963,T,M,F24,11/19/2002,Tu,42158,41726,41726,C26,,,2/26/2003,44770,,,
44968,T,M,F24,11/19/2002,Tu,42470,41939,41939,C61,,,2/26/2003,44273,,,C73
44991,T,F,F24,11/20/2002,W,41933,41853,41853,C5,,,2/26/2003,45263,,,C84
45007,B,F,F24,11/22/2002,F,42079,42383,42383,C44,,,2/26/2003,44757,,,C76
45010,B,M,F24,11/22/2002,F,42079,42383,42383,C44,,,2/26/2003,44830,,,C75
45016,W,F,F24,11/24/2002,Su,42507,42156,42156,C65,,,2/26/2003,44808,,,C77
45097,W,M,F24,12/1/2002,Su,41988,42086,42086,C22,,,2/26/2003,44602,,,C82
45101,B,F,F24,12/1/2002,Su,41988,42086,42086,C22,,,2/26/2003,45275,,,C85
45196,B,F,F24,12/5/2002,Th,42432,42249,42249,C56,,,2/26/2003,44905,,,C80
45199,T,F,F24,12/5/2002,Th,42432,42249,42249,C56,,,2/26/2003,45015,,,C81
45203,T,M,F24,12/5/2002,Th,42432,42249,42249,C56,,,2/26/2003,45262,,,C83
45232,B,M,F24,12/7/2002,Sa,41872,42271,42271,C32,,,2/26/2003,45276,,,C86
45262,B,F,F24,12/9/2002,M,42452,42168,42168,C74,,,2/26/2003,45203,,,C83
45263,B,M,F24,12/9/2002,M,42452,42168,42168,C74,,,2/26/2003,44991,,,C84
45275,B,M,F24,12/11/2002,W,42011,41847,41847,C11,,,2/26/2003,45101,,,C85
45276,B,F,F24,12/11/2002,W,42011,41847,41847,C11,,,2/26/2003,45232,,,C86
