46451	hip	hip46451	AIL_RNA9b	20	9	157.39	212	8.1	50	45373	45423	126	112	21	0.545454545	1	3	10/10/2012	23.7	y
46454	hip	hip46454	AIL_RNA9a	1	9.1	275.87	286	38.29	50	45433	45474	112	110	21	0.75	0	3	10/10/2012	40.6	y
46461	hip	hip46461	AIL_RNA6d	20	9	277.79	293	22.36	50	45448	45345	112	127	21	0.272727273	1	3	10/10/2012	22.3	y
46474	hip	hip46474	AIL_RNA7a	12	9.2	213.5	272	13.4	50	45436	45456	114	112	21	0.545454545	0	3	10/10/2012	30.9	y
46644	hip	hip46644	AIL_RNA8c	14	8	277.63	289	19.46	50	45388	45495	130	86	21	0.444444444	0	3	10/11/2012	30.2	y
46672	hip	hip46672	AIL_RNA9b	8	8.3	236.44	303	19.88	50	45368	45336	137	143	21	0.444444444	0	2	10/11/2012	28.9	y
48304	hip	hip48304	AIL_RNA7c	15	9.1	239.41	289	20.85	51	46080	46170	83	80	24	0.5	0	4	12/6/2012	30.1	y
48305	hip	hip48305	AIL_RNA9a	10	8.4	424.45	277	23.64	51	46068	46099	83	83	24	0.5	1	4	12/6/2012	23.2	y
48311	hip	hip48311	AIL_RNA9a	11	8.1	300.03	276	9.73	51	46033	46117	85	85	22	0.5	1	4	12/6/2012	28	y
48325	hip	hip48325	AIL_RNA9a	21	8.2	249.23	282	19.79	51	46076	46171	85	82	23	0.428571429	1	4	12/7/2012	22.6	y
48326	hip	hip48326	AIL_RNA9b	15	8.3	278.71	293	22.48	51	46083	46163	82	81	25	0.714285714	0	4	12/7/2012	33.9	y
48362	hip	hip48362	AIL_RNA7a	1	8.9	399.68	277	16.95	51	46120	46179	85	83	26	0.222222222	0	4	12/6/2012	28.9	y
48390	hip	hip48390	AIL_RNA8b	18	8.2	288.41	283	20.27	51	46079	46217	85	71	26	0.25	0	4	12/7/2012	28.9	y
48395	hip	hip48395	AIL_RNA8b	14	8.2	328.31	293	25.48	51	46091	46097	85	84	25	0.454545455	1	4	12/7/2012	25.3	y
48398	hip	hip48398	AIL_RNA9a	20	8.2	400.46	289	7.55	51	46095	46089	87	88	22	0.571428571	0	4	12/7/2012	23	y
48412	hip	hip48412	AIL_RNA9b	3	8.1	316.63	314	17.8	51	46049	46180	86	85	24	0.583333333	0	4	12/7/2012	29.9	y
48425	hip	hip48425	AIL_RNA9a	8	8.1	148.42	284	27.11	51	46094	46084	93	94	21	0.666666667	1	4	12/7/2012	25	y
48426	hip	hip48426	AIL_RNA9a	22	8.2	202.98	290	22	51	46175	46218	91	76	23	0.666666667	0	4	12/7/2012	30.1	y
48441	hip	hip48441	AIL_RNA9b	7	8.2	271.74	298	24.29	51	46192	46111	105	106	21	0	1	5	1/2/2013	23.8	y
48456	hip	hip48456	AIL_RNA8a	23	8	343.31	285	14.44	51	46208	46074	105	106	21	0.375	0	5	1/2/2013	38.5	y
48495	hip	hip48495	AIL_RNA9b	16	8	169.44	284	17.05	51	46196	46110	106	107	21	0.416666667	1	5	1/3/2013	23.1	y
49015	hip	hip49015	AIL_RNA9c	5	8	316.85	285	44.92	51	46037	46440	109	80	20	0.571428571	1	5	1/3/2013	24.4	y
49016	hip	hip49016	AIL_RNA9a	25	8	342.27	283	2.6	51	46303	46197	94	107	20	0.333333333	0	5	1/3/2013	33.8	y
49048	hip	hip49048	AIL_RNA8a	27	8	326.05	283	6.31	51	46223	46342	95	95	22	0.6	0	5	1/3/2013	29.2	y
49210	hip	hip49210	AIL_RNA7c	21	8.9	263.65	301	13.31	51	26578	46500	170	142	20	0.545454545	0	6	2/25/2013	29.6	y
49217	hip	hip49217	AIL_RNA4d	14	9.1	280.84	294	13.85	51	46166	46394	171	141	19	0.727272727	1	6	2/25/2013	23.1	y
49226	hip	hip49226	AIL_RNA8b	20	8	207.06	282	20.76	51	46449	46444	143	143	NA	NA	0	6	2/25/2013	30.7	y
49231	hip	hip49231	AIL_RNA7a	11	9	237.69	291	10.57	51	46195	46456	170	143	20	0.6	1	6	2/25/2013	26.7	y
49240	hip	hip49240	AIL_RNA7c	9	9.2	166.17	271	10.96	51	46439	46178	144	171	19	0.5	0	6	2/25/2013	25.7	y
49245	hip	hip49245	AIL_RNA7d	15	9.1	217.14	284	8.18	51	46443	46190	145	172	18	0.714285714	1	6	2/25/2013	24.6	y
49262	hip	hip49262	AIL_RNA7c	16	9	216	316	21.77	51	46391	46181	144	172	18	0.5	0	6	2/26/2013	26.4	y
49267	hip	hip49267	AIL_RNA3a	1	8.5	240.92	288	17.9	51	46395	46646	141	138	19	0.5	1	6	2/26/2013	25.4	y
49274	hip	hip49274	AIL_RNA3a	2	9.3	307.09	276	27.61	51	46481	46432	141	148	19	0.538461538	0	6	2/26/2013	34.6	y
49286	hip	hip49286	AIL_RNA2a	3	9.5	296.81	292	30.92	51	46475	46488	145	143	22	0.333333333	0	6	2/26/2013	29.5	y
49293	hip	hip49293	AIL_RNA7a	10	9.2	188.01	294	18.12	51	46399	46480	146	144	21	0.7	1	6	2/26/2013	23.6	y
49405	hip	hip49405	AIL_RNA9b	9	8.5	260.15	268	7.26	51	46643	46119	141	175	22	0.75	1	6	2/26/2013	22.7	y
49405	hip	hip49405	AIL_RNA4c	9	8.5	260.15	268	7.26	51	46643	46119	141	175	22	0.75	1	6	2/26/2013	22.7	y
49414	hip	hip49414	AIL_RNA4a	10	8.5	261.34	299	41.07	51	46499	46042	155	184	26	0.545454545	0	7	3/20/2013	27.6	y
49416	hip	hip49416	AIL_RNA8d	7	9.6	263.55	267	11.3	51	46463	46302	149	163	19	0.75	0	6	2/26/2013	29	y
49426	hip	hip49426	AIL_RNA2b	15	9.6	243.83	290	42.62	51	46032	46390	174	144	18	0.8	1	7	3/20/2013	21	y
49432	hip	hip49432	AIL_RNA2a	9	9.3	316.55	300	18.29	52	48333	48448	113	89	21	0.5	0	7	3/20/2013	30.6	y
49435	hip	hip49435	AIL_RNA4a	25	9.2	240.18	300	38.14	52	48359	48350	111	110	22	0.5	1	7	3/20/2013	21.4	y
49452	hip	hip49452	AIL_RNA9a	23	9.4	261.21	293	21.41	51	46113	46448	195	167	22	0.5	0	7	3/20/2013	41.8	y
49453	hip	hip49453	AIL_RNA8c	8	9.4	381.76	287	8.76	51	46459	46484	167	163	22	0.333333333	1	7	3/20/2013	26.2	y
49462	hip	hip49462	AIL_RNA4b	2	9.3	202.76	300	28.09	52	48415	48430	114	102	20	0.5	0	7	3/20/2013	38.7	y
49471	hip	hip49471	AIL_RNA3b	3	9.3	250.09	298	29.24	52	48309	49018	115	89	19	0.555555556	1	7	3/20/2013	23.2	y
49485	hip	hip49485	AIL_RNA8c	6	9.5	214.95	208	5.6	52	48336	48462	113	91	20	0.25	1	7	3/20/2013	20.5	y
49490	hip	hip49490	AIL_RNA3d	9	9.2	253.29	300	23.25	52	48421	48310	112	115	20	0.461538462	0	7	3/20/2013	21.5	y
49498	hip	hip49498	AIL_RNA4b	19	9.3	264.93	295	7.77	52	48339	49046	111	86	22	0.7	0	7	3/20/2013	29.9	y
50078	hip	hip50078	AIL_RNA7b	14	9.1	180.78	281	16.37	53	49429	50196	116	86	20	0.666666667	0	10	7/16/2013	26.4	y
50095	hip	hip50095	AIL_RNA6b	12	8.8	227.03	296	22.6	53	50199	50130	85	115	21	0.538461538	1	10	7/16/2013	24.5	y
50099	hip	hip50099	AIL_RNA5c	22	8.9	276.11	284	7.32	53	50173	49478	93	121	20	0.666666667	1	10	7/16/2013	20.7	y
50107	hip	hip50107	AIL_RNA2b	4	8.9	297.25	293	42.69	52	48341	48454	109	89	22	0.625	1	7	3/20/2013	22.1	y
50122	hip	hip50122	AIL_RNA1	5	8.9	264.58	287	40.63	52	48357	47718	111	72	21	0.461538462	0	7	3/20/2013	23.3	y
50131	hip	hip50131	AIL_RNA1	18	8.5	369.59	303	36.3	52	48427	48354	104	111	21	0.727272727	1	7	3/20/2013	17.5	y
50146	hip	hip50146	AIL_RNA2c	14	8.8	231.19	290	31.47	52	48429	48334	105	113	20	0.875	0	7	3/20/2013	36.9	y
50147	hip	hip50147	AIL_RNA3a	19	9.3	314.04	295	20.64	52	48335	48458	121	99	24	0.555555556	1	7	3/20/2013	29.2	y
50153	hip	hip50153	AIL_RNA8a	18	8.3	312.01	283	18.57	52	49069	48424	104	139	21	0.571428571	1	8	4/22/2013	23.2	y
50158	hip	hip50158	AIL_RNA8b	13	8.4	231.11	284	13.19	52	49053	48318	115	140	21	0.7	0	8	4/22/2013	28.7	y
50168	hip	hip50168	AIL_RNA1	19	8.4	323.03	283	45.77	52	48459	48446	117	118	21	0.3	0	8	4/22/2013	25.5	y
50186	hip	hip50186	AIL_RNA1	20	8.4	284.14	286	49.3	52	48483	49044	118	116	20	0.615384615	0	8	4/22/2013	31.5	y
50195	hip	hip50195	AIL_RNA4b	21	9.4	299.69	281	20.15	52	49067	48428	105	133	20	0.5	1	8	4/22/2013	19.9	y
50216	hip	hip50216	AIL_RNA1	6	8.8	290.76	294	22.79	52	49017	48404	117	141	21	0.666666667	0	8	4/22/2013	28.8	y
50217	hip	hip50217	AIL_RNA1	7	9.4	246.45	292	23.39	52	49091	48410	95	141	21	0.8	1	8	4/22/2013	20.3	y
50220	hip	hip50220	AIL_RNA2c	13	9.4	327.95	288	8.79	52	49085	48460	96	120	19	0.833333333	0	8	4/22/2013	32.6	y
50223	hip	hip50223	AIL_RNA6a	22	8.8	332.33	295	27.01	52	49013	48466	118	119	20	0.428571429	1	8	4/22/2013	23.5	y
50237	hip	hip50237	AIL_RNA2b	23	9.4	330.1	288	35.01	52	48437	48422	119	140	22	0.4	1	8	4/22/2013	22.6	y
50255	hip	hip50255	AIL_RNA2d	25	9.5	233.62	300	27.3	52	48481	48492	118	117	22	0.8125	1	8	4/22/2013	21	y
50258	hip	hip50258	AIL_RNA2a	27	8.8	253.19	287	32.13	52	49077	48330	102	142	21	0.454545455	0	8	4/22/2013	28.3	y
50265	hip	hip50265	AIL_RNA6c	1	9.5	369.12	284	8.95	52	49037	49082	118	102	20	0.5	1	8	4/22/2013	NA	y
50288	hip	hip50288	AIL_RNA2c	10	8.9	339.61	315	25.69	52	48397	49232	158	71	21	0.4	0	9	5/27/2013	35.6	y
50299	hip	hip50299	AIL_RNA8d	11	9	354.2	285	2.03	52	48485	49066	139	133	21	0.5	1	9	5/27/2013	25.3	y
50304	hip	hip50304	AIL_RNA6a	11	8.9	273.24	283	16.22	52	49065	49086	133	117	21	0.363636364	0	9	5/27/2013	29.7	y
50311	hip	hip50311	AIL_RNA2d	27	9	297.62	309	41.52	52	49275	48498	79	145	21	0.125	1	9	5/27/2013	23.9	y
50322	hip	hip50322	AIL_RNA5b	3	9	255.16	296	28.02	52	49265	49422	79	76	21	0.555555556	0	9	5/27/2013	32.5	y
50333	hip	hip50333	AIL_RNA8b	21	8.2	204.98	305	14.89	52	49261	48396	79	168	21	0.666666667	1	9	5/27/2013	21.7	y
50340	hip	hip50340	AIL_RNA9b	11	8.4	294.49	286	22.69	52	49253	49014	80	144	21	0.4	0	9	5/27/2013	29.3	y
50348	hip	hip50348	AIL_RNA5d	6	8.8	391	296	14.22	52	49235	48400	82	166	21	0.285714286	0	9	5/27/2013	38.9	y
50348	hip	hip50348	AIL_RNA4d	6	8.8	391	296	14.22	52	49235	48400	82	166	21	0.285714286	0	9	5/27/2013	38.9	y
50355	hip	hip50355	AIL_RNA3b	15	8.8	323.74	320	19.2	52	49257	49300	81	80	21	0.444444444	1	9	5/27/2013	20.2	y
50359	hip	hip50359	AIL_RNA3d	16	9.4	311.75	292	20.45	52	49269	49420	82	70	21	0.142857143	1	9	5/28/2013	30.5	y
50374	hip	hip50374	AIL_RNA6b	27	8	377.94	312	31.79	52	49273	48499	83	148	20	NA	0	9	5/28/2013	28.9	y
50377	hip	hip50377	AIL_RNA7b	8	9.3	375.58	287	18.12	52	48442	49096	148	124	21	NA	1	9	5/28/2013	24.6	y
50383	hip	hip50383	AIL_RNA9b	6	8.6	357.84	206	2.93	52	48393	49292	174	83	20	0.571428571	1	9	5/28/2013	26.2	y
50405	hip	hip50405	AIL_RNA3d	20	9	305.42	290	17.64	52	49061	49022	144	150	21	0.166666667	1	9	5/28/2013	23	y
50420	hip	hip50420	AIL_RNA5b	25	8.9	383.49	287	20.4	52	49413	48340	82	176	21	0.454545455	0	9	5/28/2013	28.1	y
50429	hip	hip50429	AIL_RNA4b	1	8.3	294.9	296	24.61	52	48301	49454	182	NA	21	0.555555556	1	9	5/28/2013	20.7	y
50430	hip	hip50430	AIL_RNA8d	8	8.8	245.91	279	23.57	52	49239	49450	89	67	23	0.727272727	0	9	5/28/2013	33	y
50486	hip	hip50486	AIL_RNA7d	25	8.9	345.06	289	13.13	53	49477	50224	111	82	21	0.454545455	0	10	7/15/2013	31.3	y
50500	hip	hip50500	AIL_RNA1	8	8.8	374.89	290	44.9	53	50127	50192	113	84	20	0.714285714	0	10	7/15/2013	27.5	y
50701	hip	hip50701	AIL_RNA7a	13	9.2	283.46	293	20.89	53	49495	50240	111	82	21	0.375	1	10	7/15/2013	24.1	y
50708	hip	hip50708	AIL_RNA6d	16	9.2	329.98	289	18.31	53	50203	50116	81	112	22	0.454545455	0	10	7/15/2013	33.4	y
50723	hip	hip50723	AIL_RNA7a	16	9.1	292.5	287	23.99	53	50219	49500	84	114	20	0.363636364	1	10	7/15/2013	27.6	y
50729	hip	hip50729	AIL_RNA6d	9	9.3	319.2	289	18.23	53	50261	49428	82	113	21	0.692307692	1	10	7/15/2013	20.9	y
50740	hip	hip50740	AIL_RNA3d	11	8.8	344.87	291	25.09	53	50109	50200	115	84	20	0.5	0	10	7/15/2013	31.9	y
50749	hip	hip50749	AIL_RNA7b	2	9	224.48	286	22.62	53	50120	50214	113	85	20	0.285714286	1	10	7/15/2013	22.9	y
50752	hip	hip50752	AIL_RNA6b	18	9	198.31	289	12.16	53	50141	49442	114	115	20	0.833333333	0	10	7/16/2013	37.2	y
50763	hip	hip50763	AIL_RNA7c	7	8.9	253.37	285	5.33	53	50133	50250	114	85	20	0.333333333	1	10	7/16/2013	30	y
50774	hip	hip50774	AIL_RNA5b	14	9.1	282.02	291	7.91	53	49437	50246	115	84	20	0.333333333	0	10	7/16/2013	27.9	y
50778	hip	hip50778	AIL_RNA5b	10	9.2	261.54	282	15.16	53	49465	50236	114	85	19	0.4	0	10	7/16/2013	30.6	y
50793	hip	hip50793	AIL_RNA7c	22	8.9	207.12	302	24.54	53	50301	49496	63	115	20	0.444444444	1	10	7/16/2013	22.7	y
51202	hip	hip51202	AIL_RNA6a	18	9	298.85	285	10.51	53	50179	50318	124	97	20	1	0	11	8/26/2013	29.8	y
51205	hip	hip51205	AIL_RNA5c	19	9	279.43	287	16.87	53	50101	50314	151	96	21	0.8	1	11	8/26/2013	24.5	y
51221	hip	hip51221	AIL_RNA5a	19	9	287.24	288	12.94	53	50271	50170	119	124	22	0.833333333	1	11	8/26/2013	23.7	y
51224	hip	hip51224	AIL_RNA5a	20	9	288.28	262	5.75	53	50409	50144	91	152	21	0.5	0	11	8/26/2013	33.6	y
51240	hip	hip51240	AIL_RNA7b	3	8.9	222.17	284	8.75	53	50113	50388	153	93	20	0.7	0	11	8/26/2013	34.5	y
51254	hip	hip51254	AIL_RNA8c	12	8.4	350.31	287	19.02	53	50415	49488	90	152	22	0.25	0	11	8/27/2013	31.2	y
51258	hip	hip51258	AIL_RNA9c	15	8	396.05	309	11.89	53	50105	50346	155	96	20	0.666666667	0	11	8/27/2013	31	y
51259	hip	hip51259	AIL_RNA6c	14	9.1	289.92	268	2.98	53	50349	50126	96	154	20	0.6	1	11	8/26/2013	21	y
51263	hip	hip51263	AIL_RNA7d	14	8.4	395.93	282	25.88	53	50249	50422	125	92	20	0.25	1	11	8/27/2013	27	y
51281	hip	hip51281	AIL_RNA7d	11	8.5	346.9	288	27.84	53	50231	50204	124	124	21	0.7	1	11	8/27/2013	25.1	y
51294	hip	hip51294	AIL_RNA9c	12	8.5	324.33	202	2.64	53	50389	50138	94	155	20	0.444444444	0	11	8/27/2013	25	y
51307	hip	hip51307	AIL_RNA9b	22	8.1	287.99	276	9.44	53	50209	50270	126	116	31	0	1	11	8/27/2013	17.2	y
51309	hip	hip51309	AIL_RNA9a	3	8.4	307.71	287	12.17	53	50227	50188	133	134	24	0.555555556	0	11	8/27/2013	25.4	y
51335	hip	hip51335	AIL_RNA6b	11	9.4	335.88	280	2.52	53	50169	50356	168	138	20	0.6	1	12	10/7/2013	24.7	y
51335	hip	hip51335	AIL_RNA4c	11	9.4	335.88	280	2.52	53	50169	50356	168	138	20	0.6	1	12	10/7/2013	24.7	y
51346	hip	hip51346	AIL_RNA5d	5	9	336.44	309	1.82	53	50267	50306	165	145	20	0.75	0	12	10/7/2013	40.5	y
51361	hip	hip51361	AIL_RNA3b	22	9.5	169.47	306	22.92	53	50305	50334	145	140	20	0.375	1	12	10/7/2013	21.3	y
51368	hip	hip51368	AIL_RNA9a	2	8.3	303.83	298	25.77	53	50307	50254	140	167	20	0.454545455	0	12	10/7/2013	36.5	y
51375	hip	hip51375	AIL_RNA4d	15	9	292.56	290	4.91	53	50309	50290	140	150	20	0.625	1	12	10/8/2013	23.9	y
51375	hip	hip51375	AIL_RNA5a	15	9	292.56	290	4.91	53	50309	50290	140	150	20	0.625	1	12	10/8/2013	23.9	y
51388	hip	hip51388	AIL_RNA2b	18	8.8	260.91	294	10.46	53	50295	50400	149	135	21	0.6	0	12	10/8/2013	25.2	y
51396	hip	hip51396	AIL_RNA3a	4	9.5	280.09	312	23.56	53	50379	50212	136	168	20	0.333333333	0	12	10/8/2013	35.2	y
51420	hip	hip51420	AIL_RNA8d	2	8.1	346.47	284	6.52	53	50465	50320	120	143	20	0.666666667	0	13	10/25/2013	25.4	y
51604	hip	hip51604	AIL_RNA9b	4	8.6	220.94	283	35.3	53	50313	50332	158	158	22	0.5	0	13	10/25/2013	23.3	y
51616	hip	hip51616	AIL_RNA2b	12	8.8	288.24	293	31.42	53	50381	50426	154	150	20	0.333333333	1	13	10/25/2013	31	y
51621	hip	hip51621	AIL_RNA8c	3	8.7	330.31	293	26.35	53	50357	50442	158	143	21	0.666666667	1	13	10/25/2013	19.7	y
51634	hip	hip51634	AIL_RNA8a	19	8.2	337.61	294	9.12	53	50403	50308	155	166	20	0.75	0	13	10/25/2013	27.9	y
51644	hip	hip51644	AIL_RNA2c	9	8.7	224.03	264	14.63	53	50361	50448	161	145	20	0.555555556	0	13	10/25/2013	34.4	y
51657	hip	hip51657	AIL_RNA2b	14	8.9	269.81	299	32.55	53	50395	50384	160	160	NA	NA	1	13	10/25/2013	21.5	y
51665	hip	hip51665	AIL_RNA2d	6	9.2	305.55	280	30.9	54	51267	49378	89	125	21	0.666666667	1	14	11/26/2013	28.9	y
51683	hip	hip51683	AIL_RNA3b	7	9.3	217.22	300	31.55	54	50733	50726	132	133	21	0.769230769	1	14	11/26/2013	25.1	y
51713	hip	hip51713	AIL_RNA5d	20	9	221.12	301	3.74	54	51215	50730	92	132	21	0.625	1	14	11/26/2013	23	y
51713	hip	hip51713	AIL_RNA4c	20	9	221.12	301	3.74	54	51215	50730	92	132	21	0.625	1	14	11/26/2013	23	y
51734	hip	hip51734	AIL_RNA2d	21	9	202.06	290	2.52	54	51305	50796	83	132	20	0.666666667	0	14	11/28/2013	30	y
51739	hip	hip51739	AIL_RNA4b	11	8.8	249.62	300	32.03	54	51285	51270	90	92	21	0.625	1	14	11/26/2013	21.4	y
51742	hip	hip51742	AIL_RNA5b	12	9	177.19	291	2.52	54	51261	50762	93	132	20	0.5	0	14	11/28/2013	33.4	y
51742	hip	hip51742	AIL_RNA4c	12	9	177.19	291	2.52	54	51261	50762	93	132	20	0.5	0	14	11/28/2013	33.4	y
51759	hip	hip51759	AIL_RNA6b	16	8.8	251.62	295	3.07	54	51287	50480	92	134	21	0.555555556	1	14	11/26/2013	21.1	y
51764	hip	hip51764	AIL_RNA3c	7	9	234.32	299	17.41	54	50077	50714	133	134	21	0.545454545	0	14	11/28/2013	35.7	y
51791	hip	hip51791	AIL_RNA6a	4	8.9	228.89	292	35.72	54	50747	50098	133	126	21	0.6	1	14	11/26/2013	25.1	y
51811	hip	hip51811	AIL_RNA4a	19	8.9	233.77	268	27.55	54	51269	50770	109	150	23	0.642857143	1	14	11/26/2013	20.7	y
51812	hip	hip51812	AIL_RNA3d	15	8.9	213.88	308	14.36	54	51397	51214	94	141	21	0.375	0	15	1/10/2014	35.5	y
51833	hip	hip51833	AIL_RNA5d	4	9.3	217.8	298	1.77	54	50717	51322	180	120	21	0.230769231	1	15	1/10/2014	NA	y
51840	hip	hip51840	AIL_RNA5c	7	8.6	300.36	309	5.91	54	51325	51310	101	135	20	0.5	0	15	1/10/2014	26.7	y
51845	hip	hip51845	AIL_RNA2b	20	9.5	238.58	309	16.47	54	51317	51238	121	141	20	0.4	1	15	1/10/2014	21.9	y
51850	hip	hip51850	AIL_RNA5d	8	8.9	285.52	296	3.68	54	51373	50800	97	175	21	0.75	0	15	1/10/2014	31.1	y
51850	hip	hip51850	AIL_RNA4c	8	8.9	285.52	296	3.68	54	51373	50800	97	175	21	0.75	0	15	1/10/2014	31.1	y
51871	hip	hip51871	AIL_RNA2d	22	9.5	291.04	306	35.69	54	51231	51292	142	140	22	0.6	1	15	1/10/2014	23.9	y
51877	hip	hip51877	AIL_RNA2d	23	9	287.27	283	28.33	54	50495	51340	183	100	21	0.4	1	16	2/10/2014	28.7	y
51878	hip	hip51878	AIL_RNA3c	5	9.2	287.65	304	17	54	50087	51326	181	103	21	0.714285714	0	15	1/10/2014	36	y
51886	hip	hip51886	AIL_RNA3d	5	9.1	276.59	291	32.24	54	51203	51298	145	141	21	1	0	16	2/10/2014	42	y
51897	hip	hip51897	AIL_RNA2a	11	9.1	217.82	287	33.44	54	50079	51296	191	150	22	0.555555556	1	16	2/10/2014	26.8	y
51902	hip	hip51902	AIL_RNA5a	22	9.1	300.83	270	18.39	54	51315	51218	134	154	20	0.6	0	16	2/10/2014	35.2	y
51902	hip	hip51902	AIL_RNA4d	22	9.1	300.83	270	18.39	54	51315	51218	134	154	20	0.6	0	16	2/10/2014	35.2	y
51905	hip	hip51905	AIL_RNA3b	18	8.7	301.52	280	27.12	54	50761	51318	195	136	20	0.333333333	1	16	2/10/2014	26.7	y
51910	hip	hip51910	AIL_RNA3a	6	9	301.92	304	17.56	54	51363	51242	113	155	20	0.833333333	0	16	2/10/2014	33	y
51924	hip	hip51924	AIL_RNA5a	3	8.7	218.16	281	24.58	54	51475	50790	122	207	21	NA	0	16	2/10/2014	30.3	y
51927	hip	hip51927	AIL_RNA5a	27	8.9	306.71	281	24.59	54	51805	50754	67	208	20	0.6	1	16	2/10/2014	25.5	y
51936	hip	hip51936	AIL_RNA2c	15	8.9	294.45	294	27.22	54	51425	50786	127	209	20	0.538461538	0	16	2/10/2014	30.7	y
51959	hip	hip51959	AIL_RNA1	21	8.7	198.85	283	33.61	54	51423	51336	127	126	21	0.363636364	1	16	2/10/2014	19.6	y
51966	hip	hip51966	AIL_RNA3c	25	9.1	291.47	282	28.5	54	50739	51362	208	126	21	0.5	0	16	2/11/2014	31.8	y
51979	hip	hip51979	AIL_RNA5c	2	8.9	272.86	297	14.31	54	51419	51354	126	127	21	0.384615385	1	16	2/11/2014	19.4	y
51979	hip	hip51979	AIL_RNA4d	2	8.9	272.86	297	14.31	54	51419	51354	126	127	21	0.384615385	1	16	2/11/2014	19.4	y
51980	hip	hip51980	AIL_RNA3c	13	9	281.81	271	4.46	54	51391	51606	126	109	20	0.666666667	0	16	2/11/2014	27.7	y
51994	hip	hip51994	AIL_RNA8a	25	9.1	249.45	287	25.08	54	51421	51348	128	128	21	0.3	0	16	2/11/2014	30.3	y
52003	hip	hip52003	AIL_RNA4a	6	8.7	228.99	279	28.83	54	50713	51300	214	169	20	0.125	1	16	2/11/2014	27.2	y
