one	id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	ppi.date	glu.date	rip.date	cpp.mo	ppi.mo	glu.mo	rip.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	glu.age	glu.weight	rip.age	rip.weight	brain	ppi.age	ppi.weight	ppi.box	deaf	is.gen50	is.gen51	is.gen52	is.gen53	is.gen54	is.gen55	is.gen56	is.coatA	is.coatB	is.coatW	is.batch1	is.batch2	is.batch3	is.batch4	is.batch5	is.batch6	is.batch7	is.batch8	is.batch9	is.batch10	is.batch11	is.batch12	is.batch13	is.batch14	is.batch15	is.batch16	is.batch17	is.batch18	is.batch19	is.batch20	is.batch21	is.batch22	is.cpp.box1	is.cpp.box2	is.cpp.box3	is.cpp.box4	is.cpp.box5	is.cpp.box6	is.cpp.box7	is.cpp.box8	is.cpp.box9	is.cpp.box10	is.cpp.box11	is.cpp.box12	is.ppi.box1	is.ppi.box2	is.ppi.box3	is.ppi.box4	is.ppi.box5
1	45496	50	BR	BrF49-01	45301	45371	104	98	21	0.833333333	6/20/2012	TestF50-02	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	5	28	4	28.3	1	28.7	4	29.6	0	29.3	5	31	5	0	0	0	0	0	0	0	78	32.5	82	32.9	n	64	30	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1	45497	50	BR	BrF49-01	45301	45371	104	98	21	0.833333333	6/20/2012	TestF50-01	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	1	22.8	1	23	1	23.9	9	24.6	1	24.5	4	25.5	4	0	0	0	0	0	0	0	78	24.9	82	24.5	y	64	25.6	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	45498	50	WR	BrF49-03	45305	45381	94	86	21	1	6/19/2012	TestF50-01	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	2	21.9	2	21.8	0	21.7	7	21.8	2	22.3	6	23.9	4	0	0	0	0	0	0	0	79	24	83	24	n	65	24.3	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	45499	50	BL	BrF49-04	45307	45452	104	85	21	0.222222222	6/20/2012	TestF50-02	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	6	25.2	4	26.1	0	26.2	7	26.5	0	26.1	5	26.4	0	0	0	0	0	0	0	0	78	28.8	82	29.4	n	64	26.6	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
1	46001	50	BL	BrF49-04	45307	45452	104	85	21	0.222222222	6/20/2012	TestF50-01	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	3	23	0	24.1	0	24.3	4	24.2	0	24.1	2	24.2	0	0	0	0	0	0	0	0	78	25.9	82	25.5	n	64	25.1	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	46002	50	AGL	BrF49-06	45313	45432	104	85	21	0.454545455	6/20/2012	TestF50-01	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	4	17.3	1	17.8	0	17.9	7	18.8	0	18.2	8	18.8	6	0	0	0	0	0	0	0	78	18.8	82	19.1	n	64	19.8	4	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
1	46004	50	AGL	BrF49-07	45316	45441	104	83	21	0.888888889	6/19/2012	TestF50-02	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	8	25.6	4	26.2	0	26.5	5	26.4	0	26.2	4	26.6	6	0	0	0	0	0	0	0	79	27.1	83	28.2	y	65	27.6	4	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	46005	50	BR	BrF49-07	45316	45441	104	83	21	0.888888889	6/19/2012	TestF50-03	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	9	19	4	19.4	0	19.3	5	19.5	0	19.6	6	21.2	2	0	0	0	0	0	0	0	79	21.3	83	21.8	n	65	21	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
1	46006	50	BL	BrF49-09	45323	45465	103	84	21	0.5	6/19/2012	TestF50-03	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	10	25	1	26.3	0	26.4	5	27.5	1	27.7	5	30	4	0	0	0	0	0	0	0	79	33.8	83	35	n	65	31.2	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1	46007	50	WR	BrF49-09	45323	45465	103	84	21	0.5	6/19/2012	TestF50-04	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	3	29.3	1	30	0	30.3	5	30.9	1	30.9	3	31.9	5	0	0	0	0	0	0	0	79	34.9	83	35.8	y	65	33.3	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	46008	50	WR	BrF49-21	45466	45312	83	105	21	0.444444444	6/20/2012	TestF50-03	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	1	15.8	4	16.6	0	16.3	5	16.8	0	16.7	4	18.5	9	0	0	0	0	0	0	0	78	21	82	21.3	y	64	19.5	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	46009	50	BR	BrF49-21	45466	45312	83	105	21	0.444444444	6/20/2012	TestF50-04	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	4	29.2	4	28.8	1	29	6	29.5	3	29.1	5	29.6	7	0	0	0	0	0	0	0	78	35	82	38.4	n	64	33	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	46010	50	AGR	BrF49-13	45325	45324	105	106	21	0.625	6/20/2012	TestF50-04	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	5	31.4	2	31.6	0	32.3	4	32.7	4	32.7	4	34.2	5	0	0	0	0	0	0	0	78	39.9	82	42.6	n	64	36	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
1	46011	50	AGL	BrF49-13	45325	45324	105	106	21	0.625	6/20/2012	TestF50-03	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	2	24	0	23.8	0	23.5	4	24.2	0	23.8	6	25	5	0	0	0	0	0	0	0	78	27.8	82	28.2	n	64	26.8	4	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	46012	50	BL	BrF49-14	45328	45320	103	106	21	0.75	6/20/2012	TestF50-04	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	6	27.4	1	28	0	27.7	3	27.5	0	27.4	4	28	4	0	0	0	0	0	0	0	78	33.6	82	35.5	n	64	30.7	4	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
1	46013	50	AGL	BrF49-14	45328	45320	103	106	21	0.75	6/20/2012	TestF50-05	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	7	20.2	5	20.5	0	20.5	4	21	0	20.9	6	22.2	3	0	0	0	0	0	0	0	78	24.4	82	26.2	y	64	22.1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1	46014	50	AGL	BrF49-18	45340	45380	99	97	21	0.555555556	6/20/2012	TestF50-05	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	8	22.3	0	23.2	0	23.6	7	24	3	23.9	5	25	8	0	0	0	0	0	0	0	78	28.1	82	29.3	n	64	26.5	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
1	46015	50	AGR	BrF49-18	45340	45380	99	97	21	0.555555556	6/20/2012	TestF50-06	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	48	1	28.9	9	29.5	0	29.4	6	29.5	0	28.6	10	27.7	6	0	0	0	0	0	0	0	78	33.8	82	37.2	n	64	31.3	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	46016	50	BR	BrF49-22	45385	45314	95	103	21	0.545454545	6/19/2012	TestF50-06	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	2	32.1	6	32	1	31.7	7	32.3	1	31.9	6	32.6	5	0	0	0	0	0	0	0	79	39.4	83	41.5	y	65	36.4	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	46017	50	WR	BrF49-22	45385	45314	95	103	21	0.545454545	6/19/2012	TestF50-05	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	9	20.5	5	21.1	0	21.5	5	22	0	21.8	5	22.6	4	0	10.8	0	0	0	0	0	79	22.2	83	23.3	n	65	22.9	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1	46019	50	WL	BrF49-23	45434	45315	83	103	21	0.666666667	6/19/2012	TestF50-05	1	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	10	26.4	0	26	0	25.7	5	25.8	0	25.5	7	27.1	2	0	10.8	0	0	0	0	0	79	28.7	83	28	n	65	28.4	4	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
1	46020	50	WR	BrF49-23	45434	45315	83	103	21	0.666666667	6/19/2012	TestF50-06	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	3	32.3	1	32.7	0	32.5	8	32.9	0	32.8	9	33.4	5	0	0	0	0	0	0	0	79	38.9	83	40.5	n	65	34.8	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	46023	50	AGL	BrF49-24	45383	45318	95	103	21	0.3	6/19/2012	TestF50-06	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	4	25.1	0	25.2	0	25.1	3	25.4	0	25.8	5	26.8	4	0	0	0	0	0	0	0	79	31.8	83	33.2	n	65	28.8	4	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
1	46024	50	WR	BrF49-24	45392	45446	95	103	21	0.3	6/19/2012	TestF50-07	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	49	5	24.3	4	25.1	0	25.4	6	26	0	26	5	26.2	3	0	0	0	0	0	0	0	79	28.8	83	29.6	n	65	27.5	4	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1	46027	50	AGR	BrF49-31	45397	45364	95	96	21	0.5	6/21/2012	TestF50-07	0	1	8/7/2012	8/23/2012	9/6/2012	9/10/2012	Aug	Aug	Sep	Sep	47	6	26.1	5	26.9	0	27.4	6	27.9	1	28.2	8	28	4	0	0	0	0	0	0	0	77	28.9	81	29.1	y	63	27.5	5	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
1	46126	50	WL	BrF49-26	45389	45384	97	97	21	0.571428571	6/21/2012	TestF50-10	0	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	3	27.9	3	28.1	1	28	3	28.6	0	28.7	5	29.6	3	0	0	0	0	0	0	0	77	35.4	82	38	n	63	30.5	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	46127	50	AGR	BrF49-26	45389	45384	97	97	21	0.571428571	6/21/2012	TestF50-09	1	1	8/7/2012	8/23/2012	9/6/2012	9/11/2012	Aug	Aug	Sep	Sep	47	10	17.4	1	17.2	0	17.9	4	18.2	1	17.9	4	19.1	2	0	8.8	0	0	0	0	0	77	22.5	82	22.2	y	63	19.4	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
1	46128	50	BR	BrF49-08	45322	45303	106	106	21	0.4	6/22/2012	TestF50-42	0	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Sep	Sep	Sep	66	9	41.1	7	40.8	0	39.7	7	39.5	0	39.3	7	40.2	7	0	0	0	0	0	0	0	89	42	94	43.2	y	82	42.3	3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1	46129	50	BR	BrF49-08	45322	45303	106	106	21	0.4	6/22/2012	TestF50-41	1	2	8/27/2012	9/12/2012	9/19/2012	9/24/2012	Aug	Sep	Sep	Sep	66	9	27.9	2	26.3	0	26.2	8	26	0	26.4	6	27.3	7	0	0	0	0	0	0	0	89	31.8	94	31.5	n	82	31.2	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
